hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr19:35510094-35510437	chr19:35019190-35019533	hsa_circ_0005731	hsa-GRAMD1A_000001	hsa_circGRAMD1A_008	ASCRP3003931	AC020907.4,GRAMD1A	NA	262	exonic	Intron	circrna_finder
chr19:35749847-35753595	chr19:35258944-35262692	hsa_circ_0050590	hsa-LSR_000004,hsa-LSR_0001	hsa_circLSR_001	ASCRP3006636	LSR	+	324	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:35749847-35753595	chr19:35258944-35262692	hsa_circ_0050590	hsa-LSR_000004	hsa_circLSR_001	ASCRP3006636	LSR	NA	324	exonic	Intergenic	circrna_finder
chr19:36036501-36038429	chr19:35545599-35547527	hsa_circ_0050607	NA	hsa_circTMEM147_001	ASCRP3011390	TMEM147	+	966	exonic	NA	NA
chr19:36139124-36149686	chr19:35648222-35658784	hsa_circ_0050626	NA	hsa_circCOX6B1_001	ASCRP3010757	COX6B1	+	590	exonic	NA	NA
chr19:3620270-3620690	chr19:3620272-3620692	hsa_circ_0092303	NA	hsa_circC19orf29_002	ASCRP3006109	C19orf29	-	420	intronic	NA	NA
chr19:3623685-3624160	chr19:3623687-3624162	hsa_circ_0002661	hsa-CACTIN_000001	hsa_circC19orf29_001	ASCRP3007017	C19orf29	NA	475	exonic	Intergenic	circrna_finder
chr19:3623685-3624160	chr19:3623687-3624162	hsa_circ_0002661	hsa-CACTIN_000001,hsa-CACTIN_0003	hsa_circC19orf29_001	ASCRP3007017	C19orf29,CACTIN	-	475	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36245469-36246795	chr19:35754568-35755894	hsa_circ_0050648	NA	hsa_circHSPB6_002	ASCRP3006898	HSPB6	-	1238	exonic	NA	NA
chr19:36245469-36247930	chr19:35754568-35757029	hsa_circ_0050649	NA	hsa_circHSPB6_001	ASCRP3006897	HSPB6	-	1457	exonic	NA	NA
chr19:36252919-36253257	chr19:35762018-35762356	hsa_circ_0000928	hsa-C19orf55_000001,hsa-PROSER3_0001	hsa_circC19orf55_002	ASCRP3010143	C19orf55,PROSER3	+	232	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36252919-36253257	chr19:35762018-35762356	hsa_circ_0000928	hsa-C19orf55_000001	hsa_circC19orf55_002	ASCRP3010143	C19orf55	NA	232	exonic	Intergenic	circrna_finder
chr19:36254973-36255266	chr19:35764072-35764365	NA	NA	NA	ASCRP3006179	C19orf55	+	NA	intronic	NA	NA
chr19:3647544-3648604	chr19:3647546-3648606	hsa_circ_0092295	NA	hsa_circPIP5K1C_021	ASCRP3010789	PIP5K1C	-	1060	intronic	NA	NA
chr19:36510135-36510286	chr19:36019233-36019384	hsa_circ_0000929	hsa-AC002116_0002	hsa_circCLIP3_001	ASCRP3009365	AC002116.2,CLIP3	+	151	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:3651823-3664912	chr19:3651825-3664914	hsa_circ_0000870	NA	hsa_circPIP5K1C_008	ASCRP3007714	PIP5K1C	NA	1001	exonic	Intergenic	circrna_finder
chr19:3651823-3664912	chr19:3651825-3664914	hsa_circ_0000870	hsa-PIP5K1C_0002	hsa_circPIP5K1C_008	ASCRP3007714	PIP5K1C	-	1001	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36530224-36531038	chr19:36039322-36040136	NA	hsa-THAP8_000001,hsa-THAP8_0001	NA	ASCRP3010094	THAP8	-	NA	exonic	NA	NA
chr19:3656402-3661999	chr19:3656404-3662001	hsa_circ_0003745	hsa-PIP5K1C_000001	hsa_circPIP5K1C_011	ASCRP3005609	PIP5K1C	NA	402	exonic	Intergenic	circrna_finder
chr19:3656402-3661999	chr19:3656404-3662001	hsa_circ_0003745	hsa-PIP5K1C_000001,hsa-PIP5K1C_0001	hsa_circPIP5K1C_011	ASCRP3005609	PIP5K1C	-	402	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36584932-36590519	chr19:36094030-36099617	hsa_circ_0050715	hsa-WDR62_0004	hsa_circWDR62_039	ASCRP3002096	WDR62	+	406	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36584932-36590519	chr19:36094030-36099617	hsa_circ_0050715	NA	hsa_circWDR62_039	ASCRP3002096	WDR62	NA	406	exonic	Intergenic	circrna_finder
chr19:3660963-3661999	chr19:3660965-3662001	hsa_circ_0000871	hsa-PIP5K1C_000008	hsa_circPIP5K1C_010	ASCRP3006995	PIP5K1C	NA	249	exonic	Intergenic	circrna_finder
chr19:3660963-3661999	chr19:3660965-3662001	hsa_circ_0000871	hsa-PIP5K1C_000008,hsa-PIP5K1C_0009	hsa_circPIP5K1C_010	ASCRP3006995	PIP5K1C	-	249	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:3661868-3661999	chr19:3661870-3662001	hsa_circ_0048512	NA	hsa_circPIP5K1C_009	ASCRP3004333	PIP5K1C	-	131	exonic	NA	NA
chr19:36633553-36633643	chr19:36142651-36142741	hsa_circ_0050745	NA	hsa_circCAPNS1_012	ASCRP3004303	CAPNS1	+	90	exonic	Exon,Intron	circexplorer2,circrna_finder,find_circ
chr19:36636707-36637214	chr19:36145805-36146312	hsa_circ_0002356	hsa-CAPNS1_000001,hsa-CAPNS1_0001	hsa_circCAPNS1_022	ASCRP3009050	CAPNS1	+	265	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:36636707-36637214	chr19:36145805-36146312	hsa_circ_0002356	hsa-CAPNS1_000001	hsa_circCAPNS1_022	ASCRP3009050	AD001527.1,CAPNS1	NA	265	exonic	Intron	circrna_finder
chr19:37579940-37582023	chr19:37089038-37091121	hsa_circ_0109533	hsa-ZNF420_0002	hsa_circZNF420_002	ASCRP3009445	ZNF420	+	216	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:37579940-37582023	chr19:37089038-37091121	hsa_circ_0109533	NA	hsa_circZNF420_002	ASCRP3009445	ZNF420	NA	216	exonic	Intergenic	circrna_finder
chr19:37579940-37587017	chr19:37089038-37096115	hsa_circ_0109534	hsa-ZNF420_000001,hsa-ZNF420_0001	hsa_circZNF420_003	ASCRP3001754	ZNF420	+	5210	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:37579940-37587017	chr19:37089038-37096115	hsa_circ_0109534	hsa-ZNF420_000001	hsa_circZNF420_003	ASCRP3001754	ZNF420	NA	5210	exonic	Intergenic	circrna_finder
chr19:37689840-37698156	chr19:37198938-37207254	hsa_circ_0109540	hsa-CTC-454I21_000014	hsa_circZNF585B_005	ASCRP3002884	ZNF585B	NA	8316	exonic	Intergenic	circrna_finder
chr19:37689840-37698156	chr19:37198938-37207254	hsa_circ_0109540	hsa-CTC-454I21_000014,hsa-ZNF585B_0003	hsa_circZNF585B_005	ASCRP3002884	AC012309.1,ZNF585B	-	8316	exonic	Exon,Intron	circrna_finder,ciri,find_circ
chr19:37838091-37838774	chr19:37347189-37347872	hsa_circ_0109543	hsa-HKR1_0001	hsa_circHKR1_001	ASCRP3008142	HKR1,ZNF875	+	223	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:37853894-37853978	chr19:37362992-37363076	hsa_circ_0000930	NA	hsa_circHKR1_002	ASCRP3010611	HKR1	-	84	antisense	NA	NA
chr19:37916769-37917280	chr19:37425867-37426378	hsa_circ_0004906	hsa-ZNF569_000001	hsa_circZNF569_004	ASCRP3004775	ZNF569	NA	223	exonic	Intergenic	circrna_finder
chr19:37916769-37917280	chr19:37425867-37426378	hsa_circ_0004906	hsa-ZNF569_000001,hsa-ZNF569_0001	hsa_circZNF569_004	ASCRP3004775	ZNF569	-	223	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:38198814-38202593	chr19:37707913-37711692	hsa_circ_0007819	NA	hsa_circZNF607_001	ASCRP3010156	ZNF607	NA	309	exonic	Intergenic	circrna_finder
chr19:38198814-38202593	chr19:37707913-37711692	hsa_circ_0007819	hsa-CTD-2528L19_0001	hsa_circZNF607_001	ASCRP3010156	AC093227.2,ZNF607	-	309	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:38200596-38202593	chr19:37709695-37711692	NA	hsa-CTD-2528L19_0003	NA	ASCRP3012561	ZNF607	-	NA	exonic	NA	NA
chr19:38226804-38231095	chr19:37735903-37740194	hsa_circ_0000931	hsa-ZNF573_000020,hsa-ZNF573_0020	hsa_circZNF573_013	ASCRP3003964	ZNF573	-	4291	sense overlapping	Exon,Intron	circrna_finder,ciri,find_circ
chr19:38571895-38610522	chr19:38081255-38119882	hsa_circ_0050792	hsa-SIPA1L3_0093	hsa_circSIPA1L3_003	ASCRP3010393	SIPA1L3	+	3178	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:38631823-38633350	chr19:38141183-38142710	hsa_circ_0006670	hsa-SIPA1L3_000001,hsa-SIPA1L3_0005	hsa_circSIPA1L3_023	ASCRP3005905	SIPA1L3	+	390	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:38631823-38633350	chr19:38141183-38142710	hsa_circ_0006670	hsa-SIPA1L3_000001	hsa_circSIPA1L3_023	ASCRP3005905	SIPA1L3	NA	390	exonic	Intergenic	circrna_finder
chr19:38673158-38673380	chr19:38182518-38182740	hsa_circ_0002427	hsa-SIPA1L3_0017	hsa_circSIPA1L3_032	ASCRP3010144	SIPA1L3	+	222	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:38673158-38673380	chr19:38182518-38182740	hsa_circ_0002427	NA	hsa_circSIPA1L3_032	ASCRP3010144	SIPA1L3	NA	222	exonic	Intergenic	circrna_finder
chr19:38949785-38951231	chr19:38459145-38460591	hsa_circ_0050834	hsa-RYR1_000010,hsa-RYR1_0009	hsa_circRYR1_005	ASCRP3006601	RYR1	+	410	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39090564-39090793	chr19:38599924-38600153	hsa_circ_0050867	hsa-MAP4K1_0002	hsa_circMAP4K1_022	ASCRP3007976	MAP4K1	-	138	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39114716-39127595	chr19:38624076-38636955	hsa_circ_0050889	NA	hsa_circEIF3K_011	ASCRP3012951	EIF3K	+	534	exonic	NA	NA
chr19:39123240-39127595	chr19:38632600-38636955	hsa_circ_0050894	NA	hsa_circEIF3K_016	ASCRP3010620	EIF3K	+	271	exonic	NA	NA
chr19:39138266-39219794	chr19:38647626-38729154	hsa_circ_0050898	NA	hsa_circACTN4_002	ASCRP3006491	ACTN4	+	2696	exonic	NA	NA
chr19:39191239-39200116	chr19:38700599-38709476	hsa_circ_0050900	hsa-ACTN4_0001	hsa_circACTN4_004	ASCRP3005569	ACTN4	+	571	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39328342-39329036	chr19:38837702-38838396	NA	NA	NA	ASCRP3007295	HNRNPL	-	NA	intronic	NA	NA
chr19:39408363-39409453	chr19:38917723-38918813	hsa_circ_0050954	hsa-SARS2_000003	hsa_circSARS2_006	ASCRP3013032	NA	NA	401	exonic	Intergenic	circrna_finder
chr19:39408363-39409453	chr19:38917723-38918813	hsa_circ_0050954	hsa-SARS2_000003,hsa-SARS2_0001	hsa_circSARS2_006	ASCRP3013032	SARS2	-	401	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39422972-39423659	chr19:38932332-38933019	hsa_circ_0050963	NA	hsa_circMRPS12_003	ASCRP3006719	MRPS12	+	687	exonic	NA	NA
chr19:3976053-3985461	chr19:3976055-3985463	hsa_circ_0048545	NA	hsa_circEEF2_009	ASCRP3006761	EEF2	-	3158	exonic	NA	NA
chr19:3976434-3976629	chr19:3976436-3976631	hsa_circ_0000872	hsa-EEF2_0113	hsa_circEEF2_060	ASCRP3007951	EEF2	-	195	intronic	Exon	find_circ
chr19:3977557-3977861	chr19:3977559-3977863	hsa_circ_0000873	NA	hsa_circEEF2_055	ASCRP3006833	EEF2	-	96	intronic	Exon,Intron	find_circ
chr19:3977580-3978020	chr19:3977582-3978022	hsa_circ_0000874	NA	hsa_circEEF2_054	ASCRP3006832	EEF2	NA	232	intronic	Intergenic	circrna_finder
chr19:3977580-3978020	chr19:3977582-3978022	hsa_circ_0000874	NA	hsa_circEEF2_054	ASCRP3006832	EEF2	-	232	intronic	Exon,Intron	circrna_finder,find_circ
chr19:3983107-3983289	chr19:3983109-3983291	hsa_circ_0048574	hsa-EEF2_0086	hsa_circEEF2_017	ASCRP3006613	EEF2	-	182	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39883103-39884277	chr19:39392463-39393637	hsa_circ_0005437	hsa-MED29_000001,hsa-MED29_0001	hsa_circMED29_001	ASCRP3008276	MED29	+	144	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:39883103-39884277	chr19:39392463-39393637	hsa_circ_0005437	hsa-MED29_000001	hsa_circMED29_001	ASCRP3008276	MED29	NA	144	exonic	Intergenic	circrna_finder
chr19:39923846-39924209	chr19:39433206-39433569	hsa_circ_0050998	NA	hsa_circRPS16_007	ASCRP3009549	RPS16	-	260	exonic	NA	NA
chr19:39943995-39944161	chr19:39453355-39453521	hsa_circ_0000932	hsa-SUPT5H_000002,hsa-SUPT5H_0005	hsa_circSUPT5H_002	ASCRP3007915	SUPT5H	+	166	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:40325092-40331427	chr19:39834452-39840787	hsa_circ_0051036	NA	hsa_circFBL_003	ASCRP3012754	FBL	-	1041	exonic	NA	NA
chr19:40325097-40330967	chr19:39834457-39840327	hsa_circ_0051041	NA	hsa_circFBL_008	ASCRP3011029	FBL	-	763	exonic	NA	NA
chr19:40327195-40328483	chr19:39836555-39837843	hsa_circ_0051042	hsa-FBL_0001	hsa_circFBL_012	ASCRP3005511	FBL	-	246	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:4053968-4055245	chr19:4053970-4055247	hsa_circ_0000875	NA	hsa_circZBTB7A_002	ASCRP3007609	ZBTB7A	NA	1277	exonic	Intergenic	circrna_finder
chr19:4053968-4055245	chr19:4053970-4055247	hsa_circ_0000875	hsa-ZBTB7A_0001	hsa_circZBTB7A_002	ASCRP3007609	ZBTB7A	-	1277	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:40704281-40704462	chr19:40198374-40198555	hsa_circ_0109631	hsa-MAP3K10_0001	hsa_circMAP3K10_002	ASCRP3008381	MAP3K10	+	181	exonic	NA	NA
chr19:40743875-40746017	chr19:40237968-40240110	hsa_circ_0005812	hsa-AKT2_000008	hsa_circAKT2_016	ASCRP3006411	AKT2	NA	258	exonic	Intergenic	circrna_finder
chr19:40743875-40746017	chr19:40237968-40240110	hsa_circ_0005812	hsa-AKT2_000008,hsa-AKT2_0004	hsa_circAKT2_016	ASCRP3006411	AKT2	-	258	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:40747844-40748594	chr19:40241937-40242687	hsa_circ_0051077	hsa-AKT2_000002	hsa_circAKT2_012	ASCRP3005909	AKT2	NA	286	exonic	Intergenic	circrna_finder
chr19:40747844-40748594	chr19:40241937-40242687	hsa_circ_0051077	hsa-AKT2_000002,hsa-AKT2_0005	hsa_circAKT2_012	ASCRP3005909	AKT2	-	286	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr19:40761064-40771258	chr19:40255157-40265351	hsa_circ_0008719	hsa-AKT2_000003	hsa_circAKT2_003	ASCRP3003863	AKT2	NA	371	exonic	Intergenic	circrna_finder
chr19:40761064-40771258	chr19:40255157-40265351	hsa_circ_0008719	hsa-AKT2_000003,hsa-AKT2_0001	hsa_circAKT2_003	ASCRP3003863	AKT2	-	371	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:40842016-40842314	chr19:40336109-40336407	hsa_circ_0004952	NA	hsa_circC19orf47_002	ASCRP3003245	C19orf47	NA	203	exonic	Intergenic	circrna_finder
chr19:40842016-40842314	chr19:40336109-40336407	hsa_circ_0004952	hsa-C19orf47_0004	hsa_circC19orf47_002	ASCRP3003245	C19orf47	-	203	exonic	NA	NA
chr19:40842021-40842314	chr19:40336114-40336407	NA	NA	NA	ASCRP3004846	C19orf47	-	NA	sense overlapping	NA	NA
chr19:40964080-40964342	chr19:40458173-40458435	hsa_circ_0000935	NA	hsa_circBLVRB_003	ASCRP3005666	BLVRB	NA	126	sense overlapping	Intergenic	circrna_finder
chr19:40964080-40964342	chr19:40458173-40458435	hsa_circ_0000935	NA	hsa_circBLVRB_003	ASCRP3005666	BLVRB	-	126	sense overlapping	Exon	circrna_finder,find_circ
chr19:4101016-4101278	chr19:4101018-4101280	hsa_circ_0007376	NA	hsa_circMAP2K2_004	ASCRP3006235	MAP2K2	NA	177	exonic	Intergenic	circrna_finder
chr19:4101016-4101278	chr19:4101018-4101280	hsa_circ_0007376	hsa-MAP2K2_0002	hsa_circMAP2K2_004	ASCRP3006235	MAP2K2	-	177	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41083063-41089623	chr19:40577157-40583717	hsa_circ_0051096	NA	hsa_circSHKBP1_002	ASCRP3005193	SHKBP1	+	1152	exonic	NA	NA
chr19:41089303-41089623	chr19:40583397-40583717	hsa_circ_0000936	hsa-SHKBP1_000001,hsa-SHKBP1_0002	hsa_circSHKBP1_014	ASCRP3006135	SHKBP1	+	205	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41089303-41089623	chr19:40583397-40583717	hsa_circ_0000936	hsa-SHKBP1_000001	hsa_circSHKBP1_014	ASCRP3006135	SHKBP1	NA	205	exonic	Intergenic	circrna_finder
chr19:41089303-41097305	chr19:40583397-40591399	hsa_circ_0051110	NA	hsa_circSHKBP1_017	ASCRP3013551	SHKBP1	+	1356	exonic	NA	NA
chr19:41122794-41125398	chr19:40616888-40619493	hsa_circ_0003859	NA	hsa_circLTBP4_004	ASCRP3013008	LTBP4	+	404	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41122794-41125398	chr19:40616888-40619493	hsa_circ_0003859	NA	hsa_circLTBP4_004	ASCRP3013008	LTBP4	NA	404	exonic	Intergenic	circrna_finder
chr19:41125251-41125398	chr19:40619346-40619493	hsa_circ_0051121	hsa-LTBP4_0008	hsa_circLTBP4_009	ASCRP3013007	LTBP4	+	147	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41129508-41129987	chr19:40623603-40624082	hsa_circ_0051123	hsa-LTBP4_000006,hsa-LTBP4_0007	hsa_circLTBP4_011	ASCRP3010075	LTBP4	+	276	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41129508-41129987	chr19:40623603-40624082	hsa_circ_0051123	hsa-LTBP4_000006	hsa_circLTBP4_011	ASCRP3010075	LTBP4	NA	276	exonic	Intergenic	circrna_finder
chr19:41206386-41208504	chr19:40700481-40702599	NA	NA	NA	ASCRP3008149	ADCK4	-	NA	intronic	NA	NA
chr19:41211000-41211352	chr19:40705095-40705447	hsa_circ_0109643	hsa-ADCK4_000001	hsa_circADCK4_003	ASCRP3006707	ADCK4	NA	209	exonic	Intergenic	circrna_finder
chr19:41211000-41211352	chr19:40705095-40705447	hsa_circ_0109643	hsa-ADCK4_000001,hsa-ADCK4_0001	hsa_circADCK4_003	ASCRP3006707	ADCK4,COQ8B	-	209	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr19:41239064-41239269	chr19:40733159-40733364	hsa_circ_0051133	NA	hsa_circITPKC_006	ASCRP3005880	ITPKC	NA	205	exonic	Intergenic	circrna_finder
chr19:41239064-41239269	chr19:40733159-40733364	hsa_circ_0051133	hsa-ITPKC_0007	hsa_circITPKC_006	ASCRP3005880	ITPKC	+	205	exonic	NA	NA
chr19:41242890-41243674	chr19:40736985-40737769	hsa_circ_0004321	hsa-ITPKC_000002,hsa-ITPKC_0004	hsa_circITPKC_009	ASCRP3013119	ITPKC	+	174	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41242890-41243674	chr19:40736985-40737769	hsa_circ_0004321	hsa-ITPKC_000002	hsa_circITPKC_009	ASCRP3013119	ITPKC	NA	174	exonic	Intergenic	circrna_finder
chr19:41292569-41292883	chr19:40786664-40786978	hsa_circ_0051147	hsa-RAB4B_0001	hsa_circRAB4B-EGLN2_004	ASCRP3006525	MIA-RAB4B,RAB4B-EGLN2	+	227	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41292569-41292883	chr19:40786664-40786978	hsa_circ_0051147	NA	hsa_circRAB4B-EGLN2_004	ASCRP3006525	AC008537.4,RAB4B-EGLN2	NA	227	exonic	Intron	circrna_finder
chr19:41704366-41704793	chr19:41198461-41198888	NA	hsa-CYP2S1_0003	NA	ASCRP3003980	CYP2S1	+	NA	exonic	NA	NA
chr19:41727784-41767671	chr19:41221879-41261766	hsa_circ_0051167	NA	hsa_circAXL_012	ASCRP3011171	AXL	+	4138	exonic	NA	NA
chr19:41736871-41737203	chr19:41230966-41231298	hsa_circ_0002945	hsa-AXL_0001	hsa_circAXL_014	ASCRP3007907	AXL	+	197	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41736871-41737203	chr19:41230966-41231298	hsa_circ_0002945	NA	hsa_circAXL_014	ASCRP3007907	AXL	NA	197	exonic	Intergenic	circrna_finder
chr19:41754418-41754725	chr19:41248513-41248820	hsa_circ_0002882	hsa-AXL_000001,hsa-AXL_0002	hsa_circAXL_035	ASCRP3010244	AXL	+	174	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41754418-41754725	chr19:41248513-41248820	hsa_circ_0002882	hsa-AXL_000001	hsa_circAXL_035	ASCRP3010244	AXL	NA	174	exonic	Intergenic	circrna_finder
chr19:41758255-41762516	chr19:41252350-41256611	hsa_circ_0003271	hsa-AXL_000002,hsa-AXL_0003	hsa_circAXL_044	ASCRP3013204	AXL	+	485	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41758255-41762516	chr19:41252350-41256611	hsa_circ_0003271	hsa-AXL_000002	hsa_circAXL_044	ASCRP3013204	AXL	NA	485	exonic	Intergenic	circrna_finder
chr19:41758353-41758724	chr19:41252448-41252819	NA	NA	NA	ASCRP3013243	AXL	+	NA	intronic	NA	NA
chr19:4177075-4179283	chr19:4177078-4179286	hsa_circ_0048584	NA	hsa_circSIRT6_001	ASCRP3007465	SIRT6	NA	243	exonic	Intergenic	circrna_finder
chr19:4177075-4179283	chr19:4177078-4179286	hsa_circ_0048584	hsa-SIRT6_0002	hsa_circSIRT6_001	ASCRP3007465	SIRT6	-	243	exonic	NA	NA
chr19:41774127-41787180	chr19:41268222-41281275	hsa_circ_0003079	hsa-HNRNPUL1_000001,hsa-HNRNPUL1_0001	hsa_circHNRNPUL1_003	ASCRP3008105	HNRNPUL1	+	704	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41774127-41787180	chr19:41268222-41281275	hsa_circ_0003079	hsa-HNRNPUL1_000001	hsa_circHNRNPUL1_003	ASCRP3008105	HNRNPUL1	NA	704	exonic	Intergenic	circrna_finder
chr19:41847787-41848152	chr19:41341882-41342247	hsa_circ_0002837	hsa-TGFB1_000001	hsa_circTGFB1_008	ASCRP3000485	TGFB1	NA	226	exonic	Intergenic	circrna_finder
chr19:41847787-41848152	chr19:41341882-41342247	hsa_circ_0002837	hsa-TGFB1_000001,hsa-TGFB1_0003	hsa_circTGFB1_008	ASCRP3000485	TGFB1	-	226	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41847787-41854360	chr19:41341882-41348455	hsa_circ_0051214	hsa-TGFB1_0002	hsa_circTGFB1_003	ASCRP3008240	TGFB1	-	505	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41850651-41854360	chr19:41344746-41348455	hsa_circ_0051218	hsa-TGFB1_0005	hsa_circTGFB1_001	ASCRP3004478	TGFB1	-	279	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41884185-41884424	chr19:41378280-41378519	hsa_circ_0051220	hsa-CTC-435M10_000010,hsa-CTC-435M10_0009	hsa_circTMEM91_001	ASCRP3006564	AC011462.1,TMEM91	+	239	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41884185-41884424	chr19:41378280-41378519	hsa_circ_0051220	hsa-CTC-435M10_000010	hsa_circTMEM91_001	ASCRP3006564	TMEM91	NA	239	exonic	Intergenic	circrna_finder
chr19:41916541-41929074	chr19:41410636-41423169	hsa_circ_0000937	hsa-CTC-435M10_0005	hsa_circBCKDHA_006	ASCRP3004439	AC011462.1,BCKDHA	+	1059	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:41938372-41944319	chr19:41432467-41438414	hsa_circ_0051238	NA	hsa_circATP5SL_002	ASCRP3006888	ATP5SL	-	1382	exonic	NA	NA
chr19:41938372-41945481	chr19:41432467-41439576	hsa_circ_0051239	NA	hsa_circATP5SL_001	ASCRP3006887	ATP5SL	-	1485	exonic	NA	NA
chr19:42363987-42375484	chr19:41859917-41871416	hsa_circ_0051241	NA	hsa_circRPS19_001	ASCRP3000941	RPS19	+	849	exonic	NA	NA
chr19:42365180-42375484	chr19:41861111-41871416	hsa_circ_0051244	NA	hsa_circRPS19_004	ASCRP3004821	RPS19	+	406	exonic	NA	NA
chr19:42373100-42375484	chr19:41869030-41871416	hsa_circ_0051245	NA	hsa_circRPS19_005	ASCRP3000630	RPS19	+	305	exonic	NA	NA
chr19:42373768-42375484	chr19:41869698-41871416	hsa_circ_0051246	NA	hsa_circRPS19_006	ASCRP3012794	RPS19	+	121	exonic	NA	NA
chr19:42482087-42482950	chr19:41977935-41978798	hsa_circ_0051258	hsa-ATP1A3_0005	hsa_circATP1A3_005	ASCRP3005070	AC010616.1,ATP1A3	-	506	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:42509874-42510962	chr19:42005722-42006810	hsa_circ_0051260	hsa-GRIK5_000001,hsa-GRIK5_0002	hsa_circGRIK5_006	ASCRP3005902	GRIK5	-	392	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:42801184-42801517	chr19:42297032-42297365	hsa_circ_0051287	NA	hsa_circPAFAH1B3_003	ASCRP3005807	PAFAH1B3	-	333	exonic	NA	NA
chr19:430683-440932	chr19:430683-440932	hsa_circ_0109681	hsa-SHC2_000001	hsa_circSHC2_004	ASCRP3001363	SHC2	NA	706	exonic	Intergenic	circrna_finder
chr19:430683-440932	chr19:430683-440932	hsa_circ_0109681	hsa-SHC2_000001,hsa-SHC2_0002	hsa_circSHC2_004	ASCRP3001363	SHC2	-	706	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:4354945-4355170	chr19:4354948-4355173	hsa_circ_0003999	hsa-MPND_000001,hsa-MPND_0001	hsa_circMPND_005	ASCRP3004635	MPND	+	150	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr19:4354945-4355170	chr19:4354948-4355173	hsa_circ_0003999	hsa-MPND_000001	hsa_circMPND_005	ASCRP3004635	MPND	NA	150	exonic	Intergenic	circrna_finder
