hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr1:200729966-200784772	chr1:200760838-200815644	hsa_circ_0015839	hsa-CAMSAP2_000012,hsa-CAMSAP2_0008	hsa_circCAMSAP2_007	ASCRP3000054	CAMSAP2	+	506	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:20082126-20113610	chr1:19755633-19787117	hsa_circ_0005068	hsa-TMCO4_0009	hsa_circTMCO4_004	ASCRP3001968	TMCO4	-	615	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201681944-201687883	chr1:201712816-201718755	hsa_circ_0002869	NA	hsa_circNAV1_002	ASCRP3001186	NAV1	+	469	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201786215-201786413	chr1:201817087-201817285	hsa_circ_0008264	hsa-NAV1_000004	hsa_circNAV1_024	ASCRP3004429	IPO9-AS1,NAV1	NA	198	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201823722-201828122	chr1:201854594-201858994	hsa_circ_0015928	hsa-IPO9_000014,hsa-IPO9_0007	hsa_circIPO9_026	ASCRP3007886	IPO9	+	778	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201826223-201840455	chr1:201857095-201871327	hsa_circ_0015936	hsa-IPO9_0016	hsa_circIPO9_036	ASCRP3007834	IPO9	+	1454	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201966446-201969143	chr1:201997318-202000015	hsa_circ_0015962	hsa-RNPEP_000007,hsa-RNPEP_0005	hsa_circRNPEP_012	ASCRP3007591	RNPEP	+	350	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201970503-201970895	chr1:202001375-202001767	hsa_circ_0015966	hsa-RNPEP_000006,hsa-RNPEP_0004	hsa_circRNPEP_016	ASCRP3013222	RNPEP	+	222	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:201970503-201972589	chr1:202001375-202003461	hsa_circ_0005356	hsa-RNPEP_000005,hsa-RNPEP_0003	hsa_circRNPEP_017	ASCRP3008461	RNPEP	+	447	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:202104277-202104928	chr1:202135149-202135800	hsa_circ_0111710	hsa-ARL8A_0001	hsa_circARL8A_002	ASCRP3008184	ARL8A	-	233	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:202385914-202391866	chr1:202416786-202422738	hsa_circ_0002414	hsa-PPP1R12B_0007	hsa_circPPP1R12B_002	ASCRP3005051	PPP1R12B	+	250	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:202742245-202746222	chr1:202773117-202777094	hsa_circ_0003126	hsa-KDM5B_000001,hsa-KDM5B_0050	hsa_circKDM5B_004	ASCRP3008110	KDM5B	-	372	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:203676136-203677232	chr1:203707008-203708104	hsa_circ_0007167	hsa-ATP2B4_000015,hsa-ATP2B4_0006	hsa_circATP2B4_017	ASCRP3002621	ATP2B4	+	458	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:203802918-203809502	chr1:203833790-203840374	hsa_circ_0016113	hsa-ZC3H11A_000026,hsa-ZC3H11A_0011	hsa_circZC3H11A_010	ASCRP3010649	ZC3H11A	+	231	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:203807093-203809502	chr1:203837965-203840374	hsa_circ_0016114	hsa-ZC3H11A_0022	hsa_circZC3H11A_011	ASCRP3002151	ZC3H11A	+	168	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204082042-204083733	chr1:204112914-204114605	hsa_circ_0004777	hsa-SOX13_000004,hsa-SOX13_0004	hsa_circSOX13_002	ASCRP3007625	SOX13	+	419	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204082042-204086318	chr1:204112914-204117190	hsa_circ_0016121	hsa-SOX13_000005,hsa-SOX13_0006	hsa_circSOX13_003	ASCRP3006566	SOX13	+	661	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204082042-204086835	chr1:204112914-204117707	hsa_circ_0003600	hsa-SOX13_000001,hsa-SOX13_0002	hsa_circSOX13_004	ASCRP3006497	SOX13	+	776	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204085634-204086835	chr1:204116506-204117707	hsa_circ_0016123	hsa-SOX13_000002,hsa-SOX13_0003	hsa_circSOX13_008	ASCRP3012030	SOX13	+	357	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204396775-204397348	chr1:204427647-204428220	hsa_circ_0111746	hsa-PIK3C2B_0001	hsa_circPIK3C2B_019	ASCRP3000367	PIK3C2B	-	189	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:204437997-204439014	chr1:204468869-204469886	hsa_circ_0000174	hsa-PIK3C2B_000017,hsa-PIK3C2B_0006	hsa_circPIK3C2B_002	ASCRP3008812	PIK3C2B	-	1017	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:205072984-205074296	chr1:205103856-205105168	hsa_circ_0003527	hsa-RBBP5_0001	hsa_circRBBP5_003	ASCRP3007693	RBBP5	-	304	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:205138290-205156934	chr1:205169162-205187806	hsa_circ_0016199	hsa-DSTYK_000006,hsa-DSTYK_0001	hsa_circDSTYK_003	ASCRP3008641	DSTYK	-	1059	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:205156545-205156934	chr1:205187417-205187806	hsa_circ_0016201	hsa-DSTYK_0002	hsa_circDSTYK_002	ASCRP3006166	DSTYK	-	389	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:205238077-205239012	chr1:205268949-205269884	hsa_circ_0003344	hsa-TMCC2_000001,hsa-TMCC2_0001	hsa_circTMCC2_001	ASCRP3007974	TMCC2	+	935	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:2066700-2087531	chr1:2135261-2156092	hsa_circ_0009366	hsa-PRKCZ_000001,hsa-PRKCZ_0001	hsa_circPRKCZ_003	ASCRP3003561	PRKCZ	+	640	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:207989273-207990759	chr1:207815928-207817414	hsa_circ_0006827	hsa-C1orf132_000001,hsa-C1orf132_0001	hsa_circ_chr1_00067	ASCRP3007354	C1orf132,MIR29B2CHG	-	1486	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:208315673-208391347	chr1:208142328-208218002	hsa_circ_0111796	hsa-PLXNA2_0004	hsa_circPLXNA2_003	ASCRP3005517	PLXNA2	-	1586	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:208383624-208391347	chr1:208210279-208218002	hsa_circ_0002472	hsa-PLXNA2_000010,hsa-PLXNA2_0001	hsa_circPLXNA2_002	ASCRP3005687	PLXNA2	-	1451	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:2087433-2106752	chr1:2155994-2175313	hsa_circ_0111797	hsa-PRKCZ_0007	hsa_circPRKCZ_007	ASCRP3002050	PRKCZ	+	699	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:20964334-20966485	chr1:20637841-20639992	hsa_circ_0111798	hsa-PINK1_000005,hsa-PINK1_0003	hsa_circPINK1_001	ASCRP3008429	PINK1	+	389	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:210003452-210004388	chr1:209830107-209831043	hsa_circ_0016330	hsa-DIEXF_000001,hsa-DIEXF_0001	hsa_circDIEXF_001	ASCRP3008408	DIEXF,UTP25	+	281	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21076215-21100103	chr1:20749722-20773610	hsa_circ_0000023	hsa-HP1BP3_000006,hsa-HP1BP3_0002	hsa_circHP1BP3_029	ASCRP3003920	HP1BP3	-	791	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21083658-21107033	chr1:20757165-20780540	hsa_circ_0002437	hsa-HP1BP3_000005,hsa-HP1BP3_0018	hsa_circHP1BP3_006	ASCRP3009674	HP1BP3	-	1081	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:210948689-210977508	chr1:210775347-210804166	hsa_circ_0016343	hsa-KCNH1_0002	hsa_circKCNH1_015	ASCRP3003600	KCNH1	-	650	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21097422-21100103	chr1:20770929-20773610	hsa_circ_0005782	hsa-HP1BP3_000002,hsa-HP1BP3_0016	hsa_circHP1BP3_024	ASCRP3000363	HP1BP3	-	304	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:211092981-211093411	chr1:210919639-210920069	hsa_circ_0006123	hsa-KCNH1_000006,hsa-KCNH1_0003	hsa_circKCNH1_013	ASCRP3004471	KCNH1	-	430	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr1:211192124-211192598	chr1:211018782-211019256	hsa_circ_0016348	hsa-KCNH1_0004	hsa_circKCNH1_008	ASCRP3013259	KCNH1	-	474	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21137230-21139732	chr1:20810737-20813239	hsa_circ_0010450	hsa-EIF4G3_000005,hsa-EIF4G3_0014	hsa_circEIF4G3_106	ASCRP3002738	EIF4G3	-	229	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:211526580-211527809	chr1:211353238-211354467	hsa_circ_0007234	hsa-TRAF5_000004,hsa-TRAF5_0005	hsa_circTRAF5_002	ASCRP3003866	TRAF5	+	277	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:211952259-211961069	chr1:211778917-211787727	hsa_circ_0111866	hsa-LPGAT1_000003,hsa-LPGAT1_0001	hsa_circLPGAT1_008	ASCRP3010698	LPGAT1	-	497	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:211952259-211966532	chr1:211778917-211793190	hsa_circ_0002274	hsa-LPGAT1_000001,hsa-LPGAT1_0002	hsa_circLPGAT1_006	ASCRP3001404	LPGAT1	-	616	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:212216334-212220759	chr1:212042992-212047417	hsa_circ_0006862	hsa-DTL_0004	hsa_circDTL_003	ASCRP3013438	DTL	+	408	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:212218001-212220759	chr1:212044659-212047417	hsa_circ_0000179	hsa-DTL_000001,hsa-DTL_0003	hsa_circDTL_004	ASCRP3010478	DTL	+	282	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21295966-21307720	chr1:20969473-20981227	hsa_circ_0000025	hsa-EIF4G3_000008,hsa-EIF4G3_0011	hsa_circEIF4G3_054	ASCRP3001062	EIF4G3	-	516	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:212977661-212977993	chr1:212804319-212804651	hsa_circ_0016404	hsa-TATDN3_0007	hsa_circTATDN3_004	ASCRP3000575	TATDN3	+	166	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:212977661-212981190	chr1:212804319-212807848	hsa_circ_0000181	hsa-TATDN3_0001	hsa_circTATDN3_005	ASCRP3009262	TATDN3	+	279	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213037066-213058738	chr1:212863724-212885396	hsa_circ_0000182	hsa-FLVCR1_000002,hsa-FLVCR1_0001	hsa_circFLVCR1_005	ASCRP3012667	FLVCR1	+	458	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213046019-213061936	chr1:212872677-212888594	hsa_circ_0016413	hsa-FLVCR1_0031	hsa_circFLVCR1_015	ASCRP3002327	FLVCR1	+	530	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21306826-21329301	chr1:20980333-21002808	hsa_circ_0010486	hsa-EIF4G3_000017,hsa-EIF4G3_0003	hsa_circEIF4G3_045	ASCRP3007275	EIF4G3	-	424	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213134507-213147412	chr1:212961165-212974070	hsa_circ_0016418	hsa-VASH2_0002	hsa_circVASH2_001	ASCRP3008136	VASH2	+	719	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213290658-213303232	chr1:213117316-213129889	hsa_circ_0005522	hsa-RPS6KC1_000007,hsa-RPS6KC1_0021	hsa_circRPS6KC1_019	ASCRP3009818	RPS6KC1	+	457	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21329205-21415706	chr1:21002712-21089213	hsa_circ_0007991	hsa-EIF4G3_0060	hsa_circEIF4G3_028	ASCRP3007805	EIF4G3	-	301	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213302869-213349835	chr1:213129526-213176492	hsa_circ_0007772	hsa-RPS6KC1_000003,hsa-RPS6KC1_0007	hsa_circRPS6KC1_026	ASCRP3010168	RPS6KC1	+	572	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:213341200-213349835	chr1:213167857-213176492	hsa_circ_0005314	hsa-RPS6KC1_000009,hsa-RPS6KC1_0001	hsa_circRPS6KC1_028	ASCRP3007129	RPS6KC1	+	209	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21377358-21415706	chr1:21050865-21089213	hsa_circ_0005075	hsa-EIF4G3_000027,hsa-EIF4G3_0022	hsa_circEIF4G3_027	ASCRP3001545	EIF4G3	-	205	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21377358-21437876	chr1:21050865-21111383	hsa_circ_0000026	hsa-EIF4G3_000165,hsa-EIF4G3_0080	hsa_circEIF4G3_011	ASCRP3001546	EIF4G3	-	266	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21415630-21437876	chr1:21089137-21111383	hsa_circ_0005735	hsa-EIF4G3_000164,hsa-EIF4G3_0078	hsa_circEIF4G3_010	ASCRP3006787	EIF4G3	-	137	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:214564330-214571344	chr1:214390987-214398001	hsa_circ_0008659	hsa-PTPN14_000001,hsa-PTPN14_0004	hsa_circPTPN14_010	ASCRP3005616	PTPN14	-	318	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:214625147-214638300	chr1:214451804-214464957	hsa_circ_0007015	hsa-PTPN14_0008	hsa_circPTPN14_002	ASCRP3003152	PTPN14	-	498	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:214637972-214638300	chr1:214464629-214464957	hsa_circ_0007615	hsa-PTPN14_0016	hsa_circPTPN14_001	ASCRP3003618	PTPN14	-	328	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:215259710-215298093	chr1:215086367-215124750	hsa_circ_0016459	hsa-KCNK2_0005	hsa_circKCNK2_002	ASCRP3008818	KCNK2	+	429	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:215342541-215345526	chr1:215169198-215172183	hsa_circ_0008788	hsa-KCNK2_000001,hsa-KCNK2_0003	hsa_circKCNK2_004	ASCRP3004007	KCNK2	+	348	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21553651-21554534	chr1:21227158-21228041	hsa_circ_0010501	hsa-ECE1_000003,hsa-ECE1_0020	hsa_circECE1_020	ASCRP3004559	ECE1	-	179	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21573713-21585332	chr1:21247220-21258839	hsa_circ_0007877	hsa-ECE1_000008,hsa-ECE1_0009	hsa_circECE1_011	ASCRP3000665	ECE1	-	548	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:215749243-215752480	chr1:215575900-215579137	hsa_circ_0000184	hsa-KCTD3_000001,hsa-KCTD3_0006	hsa_circKCTD3_003	ASCRP3012502	KCTD3	+	352	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:215759837-215768813	chr1:215586494-215595471	hsa_circ_0005521	hsa-KCTD3_000003,hsa-KCTD3_0025	hsa_circKCTD3_008	ASCRP3007733	KCTD3	+	307	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:215768697-215785263	chr1:215595355-215611921	hsa_circ_0006536	hsa-KCTD3_0015	hsa_circKCTD3_012	ASCRP3011372	KCTD3	+	745	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21586763-21599404	chr1:21260270-21272911	hsa_circ_0111971	hsa-ECE1_0015	hsa_circECE1_009	ASCRP3008554	ECE1	-	335	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:21599191-21616649	chr1:21272698-21290156	hsa_circ_0002402	hsa-ECE1_000002,hsa-ECE1_0001	hsa_circECE1_004	ASCRP3003564	ECE1	-	442	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:220375617-220406205	chr1:220202275-220232863	hsa_circ_0016513	hsa-RAB3GAP2_0028	hsa_circRAB3GAP2_002	ASCRP3012898	RAB3GAP2	-	696	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:220386228-220387321	chr1:220212886-220213979	hsa_circ_0002924	hsa-RAB3GAP2_000002,hsa-RAB3GAP2_0005	hsa_circRAB3GAP2_003	ASCRP3009641	RAB3GAP2	-	206	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:22041881-22048257	chr1:21715388-21721764	hsa_circ_0000028	hsa-USP48_000002,hsa-USP48_0005	hsa_circUSP48_031	ASCRP3001918	USP48	-	315	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:22047528-22048257	chr1:21721035-21721764	hsa_circ_0004808	hsa-USP48_000006,hsa-USP48_0026	hsa_circUSP48_030	ASCRP3000351	USP48	-	246	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:220752695-220754460	chr1:220579353-220581118	hsa_circ_0016519	hsa-MARK1_0003	hsa_circMARK1_005	ASCRP3010063	MARK1	+	258	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:22188249-22188608	chr1:21861756-21862115	hsa_circ_0010735	hsa-HSPG2_000003,hsa-HSPG2_0005	hsa_circHSPG2_120	ASCRP3005846	HSPG2	-	215	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:2234416-2236024	chr1:2302977-2304585	hsa_circ_0007120	hsa-SKI_000001,hsa-SKI_0001	hsa_circSKI_002	ASCRP3005378	SKI	+	798	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:223946971-223959941	chr1:223759269-223772239	hsa_circ_0004879	hsa-CAPN2_000006,hsa-CAPN2_0003	hsa_circCAPN2_012	ASCRP3005589	CAPN2	+	762	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:224553580-224559125	chr1:224365878-224371423	hsa_circ_0000190	hsa-CNIH4_000001,hsa-CNIH4_0001	hsa_circCNIH4_002	ASCRP3011337	CNIH4	+	254	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:224868659-224922408	chr1:224680957-224734706	hsa_circ_0004797	hsa-CNIH3_0002	hsa_circCNIH3_007	ASCRP3012534	CNIH3	+	374	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:225140371-225156576	chr1:224952669-224968874	hsa_circ_0016599	hsa-DNAH14_000009,hsa-DNAH14_0004	hsa_circDNAH14_001	ASCRP3001466	DNAH14	+	800	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:225140371-225195246	chr1:224952669-225007544	hsa_circ_0016601	hsa-DNAH14_000008,hsa-DNAH14_0003	hsa_circDNAH14_003	ASCRP3002011	DNAH14	+	1140	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:225600155-225607500	chr1:225412453-225419798	hsa_circ_0112227	hsa-LBR_0003	hsa_circLBR_008	ASCRP3007724	LBR	-	718	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:225718255-225755116	chr1:225530553-225567414	hsa_circ_0016661	hsa-ENAH_0002	hsa_circENAH_008	ASCRP3000316	ENAH	-	429	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:225742607-225755116	chr1:225554905-225567414	hsa_circ_0016662	hsa-ENAH_0001	hsa_circENAH_007	ASCRP3008871	ENAH	-	344	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:226055587-226055730	chr1:225867887-225868030	hsa_circ_0016683	hsa-TMEM63A_0006	hsa_circTMEM63A_009	ASCRP3010278	TMEM63A	-	143	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:227073238-227076750	chr1:226885537-226889049	hsa_circ_0016723	hsa-PSEN2_000002,hsa-PSEN2_0002	hsa_circPSEN2_006	ASCRP3011277	PSEN2	+	431	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:227075791-227076750	chr1:226888090-226889049	hsa_circ_0016726	hsa-PSEN2_000001,hsa-PSEN2_0001	hsa_circPSEN2_010	ASCRP3005109	PSEN2	+	289	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:227213755-227223308	chr1:227026054-227035607	hsa_circ_0009044	hsa-CDC42BPA_0037	hsa_circCDC42BPA_060	ASCRP3000491	CDC42BPA	-	1331	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:227935392-227947186	chr1:227747691-227759485	hsa_circ_0016760	hsa-SNAP47_000002,hsa-SNAP47_0003	hsa_circSNAP47_003	ASCRP3003607	SNAP47	+	1033	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:22816372-22818026	chr1:22489879-22491533	hsa_circ_0007418	hsa-ZBTB40_000001,hsa-ZBTB40_0002	hsa_circZBTB40_001	ASCRP3000003	ZBTB40	+	900	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:228401141-228402799	chr1:228213440-228215098	hsa_circ_0016771	hsa-OBSCN_0040	hsa_circOBSCN_001	ASCRP3008404	OBSCN	+	840	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:228496799-228497260	chr1:228309098-228309559	hsa_circ_0016781	hsa-OBSCN_000006,hsa-OBSCN_0008	hsa_circOBSCN_017	ASCRP3003981	OBSCN	+	273	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230313963-230339036	chr1:230178217-230203290	hsa_circ_0000192	hsa-GALNT2_000001,hsa-GALNT2_0001	hsa_circGALNT2_005	ASCRP3009573	GALNT2	+	248	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230381808-230386306	chr1:230246062-230250560	hsa_circ_0112352	hsa-GALNT2_0004	hsa_circGALNT2_017	ASCRP3008320	GALNT2	+	280	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230795209-230800333	chr1:230659463-230664587	hsa_circ_0112356	hsa-COG2_0005	hsa_circCOG2_003	ASCRP3000178	COG2	+	646	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230795209-230807386	chr1:230659463-230671640	hsa_circ_0016863	hsa-COG2_000006,hsa-COG2_0008	hsa_circCOG2_004	ASCRP3007059	COG2	+	827	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230798886-230807386	chr1:230663140-230671640	hsa_circ_0016867	hsa-COG2_000002,hsa-COG2_0001	hsa_circCOG2_009	ASCRP3005108	COG2	+	599	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230798886-230810870	chr1:230663140-230675124	hsa_circ_0016868	hsa-COG2_000001,hsa-COG2_0003	hsa_circCOG2_010	ASCRP3013584	COG2	+	726	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:230979099-230979642	chr1:230843353-230843896	hsa_circ_0016873	hsa-C1orf198_000001,hsa-C1orf198_0001	hsa_circC1orf198_004	ASCRP3007543	C1orf198	-	543	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:231081134-231097049	chr1:230945388-230961303	hsa_circ_0000194	hsa-TTC13_0004	hsa_circTTC13_004	ASCRP3012046	TTC13	-	308	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:231090078-231097049	chr1:230954332-230961303	hsa_circ_0000195	hsa-TTC13_000001,hsa-TTC13_0001	hsa_circTTC13_002	ASCRP3008968	TTC13	-	242	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:23189529-23191705	chr1:22863036-22865212	hsa_circ_0002720	hsa-EPHB2_000003,hsa-EPHB2_0003	hsa_circEPHB2_002	ASCRP3004498	EPHB2	+	492	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:231930987-231954263	chr1:231795241-231818517	hsa_circ_0007848	hsa-DISC1_000001,hsa-DISC1_0001	hsa_circDISC1_004	ASCRP3005058	DISC1,TSNAX-DISC1	+	347	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:232596632-232607274	chr1:232460886-232471528	hsa_circ_0112394	hsa-SIPA1L2_000001,hsa-SIPA1L2_0006	hsa_circSIPA1L2_011	ASCRP3006289	SIPA1L2	-	1010	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:2327222-2332374	chr1:2395783-2400935	hsa_circ_0009377	hsa-RER1_0002	hsa_circRER1_003	ASCRP3006212	RER1	+	372	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:233225806-233231609	chr1:233090060-233095863	hsa_circ_0005994	hsa-PCNX2_0004,hsa-PCNXL2_000016	hsa_circPCNXL2_094	ASCRP3012958	PCNX2,PCNXL2	-	239	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:233296028-233344435	chr1:233160282-233208689	hsa_circ_0006635	hsa-PCNX2_0018,hsa-PCNXL2_000010	hsa_circPCNXL2_064	ASCRP3005188	PCNX2,PCNXL2	-	826	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:233313547-233344435	chr1:233177801-233208689	hsa_circ_0001958	hsa-PCNX2_0017,hsa-PCNXL2_000004	hsa_circPCNXL2_063	ASCRP3005247	PCNX2,PCNXL2	-	582	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:233334684-233344435	chr1:233198938-233208689	hsa_circ_0005223	hsa-PCNX2_0019,hsa-PCNXL2_000006	hsa_circPCNXL2_062	ASCRP3004448	PCNX2,PCNXL2	-	375	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr1:233334684-233372726	chr1:233198938-233236980	hsa_circ_0000198	hsa-PCNX2_0016,hsa-PCNXL2_000003	hsa_circPCNXL2_037	ASCRP3012085	PCNX2,PCNXL2	-	844	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
