circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_KANSL1L_0010900	chr2:210968827-211020128|-	chr2:210104103-210155404|-	"hsa_circ_0119014	hsa_circKANSL1L_003	hsa-KANSL1L_0022"			Intron-Exon-Intron	2250	hg19	ENSG00000144445.11	KANSL1L	ENST00000452086.1	protein_coding					
hsa_BARD1_0004800	chr2:215617170-215661841|-	chr2:214752446-214797117|-	"hsa_circ_0002999	hsa_circBARD1_004	hsa-BARD1_0007"			Exon-Exon	166	hg19	ENSG00000138376.6	BARD1	ENST00000421162.1	protein_coding					
hsa_BARD1_0006400	chr2:215645283-215661841|-	chr2:214780559-214797117|-	"hsa_circ_0058055	hsa_circBARD1_002	hsa-BARD1_0002"	3.0	"215645283-215646233	215657020-215657169	215661784-215661841"	Exon-Exon	1156	hg19	ENSG00000138376.6	BARD1	ENST00000260947.4	protein_coding					
hsa_VIL1_0001300	chr2:219299248-219300157|+	chr2:218434525-218435434|+	"hsa_circ_0058244	hsa_circVIL1_004	hsa-VIL1_0001"	2.0	"219299248-219299428	219300011-219300157"	Exon-Exon	326	hg19	ENSG00000127831.6	VIL1	ENST00000419986.1	protein_coding					
hsa_CUL3_0008800	chr2:225400244-225422573|-	chr2:224535527-224557856|-	"hsa_circ_0008309	hsa_circCUL3_002	hsa-CUL3_0001"	2.0	"225400244-225400358	225422375-225422573"	Exon-Exon	312	hg19	ENSG00000036257.8	CUL3	ENST00000436172.1	protein_coding					
hsa_AGFG1_0006300	chr2:228395806-228401709|+	chr2:227531090-227536993|+	"hsa_circ_0058528	hsa_circAGFG1_024	hsa-AGFG1_0002"	6.0	"228395806-228395926	228396853-228396925	228398264-228398474	228399560-228399741	228401340-228401420	228401616-228401709"	Exon-Exon	756	hg19	ENSG00000173744.13	AGFG1	ENST00000409979.2	protein_coding					
hsa_TRIP12_0026300	chr2:230723487-230744844|-	chr2:229858771-229880128|-	"hsa_circ_0003273	hsa_circTRIP12_004	hsa-TRIP12_0001"			Exon-Exon	1076	hg19	ENSG00000153827.9	TRIP12	ENST00000409677.1	protein_coding					
hsa_SP140L_0001200	chr2:231222519-231226412|+	chr2:230357804-230361697|+	"hsa_circ_0008382	hsa_circSP140L_004	hsa-SP140L_0001"	3.0	"231222519-231222682	231223678-231223847	231226328-231226412"	Exon-Exon	416	hg19	ENSG00000185404.12	SP140L	ENST00000458341.1	protein_coding					
hsa_GIGYF2_0016100	chr2:233651863-233660935|+	chr2:232787153-232796225|+	"hsa_circ_0119355	hsa_circGIGYF2_023"	6.0	"233651863-233652039	233655407-233655625	233655717-233655880	233655967-233656156	233659457-233659654	233660771-233660935"	Exon-Intron	1107	hg19	ENSG00000204120.10	GIGYF2	ENST00000409547.1	protein_coding					
hsa_DGKD_0008300	chr2:234358627-234360706|+	chr2:233449981-233452060|+	"hsa_circ_0001115	hsa_circDGKD_019	hsa-DGKD_0006"	3.0	"234358627-234358777	234359567-234359696	234360609-234360706"	Exon-Exon	376	hg19	ENSG00000077044.5	DGKD	ENST00000264057.2	protein_coding					
hsa_AGAP1_0009400	chr2:236649606-236659132|+	chr2:235740962-235750488|+	"hsa_circ_0005003	hsa_circAGAP1_011	hsa-AGAP1_0004"	3.0	"236649606-236649692	236653341-236653483	236658997-236659132"	Exon-Exon	363	hg19	ENSG00000157985.13	AGAP1	ENST00000304032.8	protein_coding					
hsa_AGAP1_0015900	chr2:236839408-236877267|+	chr2:235930764-235968623|+	"hsa_circ_0003272	hsa_circAGAP1_030	hsa-AGAP1_0013"	2.0	"236839408-236839567	236877105-236877267"	Exon-Exon	321	hg19	ENSG00000157985.13	AGAP1	ENST00000448025.1	protein_coding					
hsa_ILKAP_0003100	chr2:239090705-239093928|-	chr2:238182064-238185287|-	"hsa_circ_0001116	hsa_circILKAP_019	hsa-ILKAP_0001"	4.0	"239090705-239090827	239092293-239092381	239092660-239092754	239093821-239093928"	Exon-Exon	411	hg19	ENSG00000132323.4	ILKAP	ENST00000254654.3	protein_coding					
hsa_ILKAP_0003400	chr2:239090705-239103511|-	chr2:238182064-238194870|-	"hsa_circ_0058876	hsa_circILKAP_005	hsa-ILKAP_0011"	8.0	"239090705-239090827	239092293-239092381	239092660-239092754	239093821-239093928	239096771-239096898	239098493-239098613	239102915-239102972	239103445-239103511"	Exon-Exon	781	hg19	ENSG00000132323.4	ILKAP	ENST00000254654.3	protein_coding					
hsa_TRAF3IP1_0006400	chr2:239265127-239265440|+	chr2:238356486-238356799|+	hsa-TRAF3IP1_0041	1.0	239265127-239265440	Intron-Intron	313	hg19	ENSG00000204104.7	TRAF3IP1	ENST00000462122.1	retained_intron					
hsa_NDUFA10_0003900	chr2:240929490-240946787|-	chr2:239990073-240007370|-	"hsa_circ_0001118	hsa_circNDUFA10_020	hsa-NDUFA10_0012"	3.0	"240929490-240929599	240944626-240944712	240946732-240946787"	Exon-Exon	250	hg19	ENSG00000130414.7	NDUFA10	ENST00000485344.2	retained_intron					
hsa_ING5_0000300	chr2:242644067-242651486|+	chr2:241704652-241712071|+	"hsa_circ_0001124	hsa_circING5_003	hsa-ING5_0001"	4.0	"242644067-242644139	242648630-242648797	242650791-242650903	242651392-242651486"	Exon-Exon	445	hg19	ENSG00000168395.10	ING5	ENST00000406941.1	protein_coding					
hsa_NCOA1_0007400	chr2:24777257-24787299|+	chr2:24554388-24564430|+	"hsa_circ_0119555	hsa_circNCOA1_007	hsa-NCOA1_0097"			Exon-Exon	321	hg19	ENSG00000084676.11	NCOA1	ENST00000405141.1	protein_coding					
hsa_NCOA1_0014900	chr2:24787163-24807429|+	chr2:24564294-24584560|+	"hsa_circ_0005968	hsa_circNCOA1_022	hsa-NCOA1_0051"			Exon-Exon	221	hg19	ENSG00000084676.11	NCOA1	ENST00000405141.1	protein_coding					
hsa_EPT1_0004800	chr2:26597907-26606215|+	chr2:26375039-26383347|+	"hsa_circ_0053090	hsa_circEPT1_015	hsa-EPT1_0014"	2.0	"26597907-26598016	26606166-26606215"	Exon-Exon	158	hg19	ENSG00000138018.13	EPT1	ENST00000260585.7	protein_coding					
hsa_PPP1CB_0000700	chr2:28974903-29022299|+	chr2:28752037-28799433|+	"hsa_circ_0119705	hsa_circPPP1CB_002	hsa-PPP1CB_0013"	8.0	"28974903-28975042	28999716-28999848	29001674-29001905	29004603-29004708	29006772-29006844	29011523-29011675	29016728-29016863	29022064-29022299"	Exon-Exon	1201	hg19	ENSG00000213639.5	PPP1CB	ENST00000296122.6	protein_coding					
hsa_CLIP4_0000600	chr2:29344239-29358532|+	chr2:29121373-29135666|+	"hsa_circ_0119724	hsa_circCLIP4_002	hsa-CLIP4_0002"	5.0	"29344239-29344387	29354123-29354263	29355017-29355111	29356520-29356682	29358413-29358532"	Exon-Exon	663	hg19	ENSG00000115295.15	CLIP4	ENST00000320081.5	protein_coding					
hsa_CRIM1_0000800	chr2:36586046-36669878|+	chr2:36358903-36442735|+	"hsa_circ_0006330	hsa_circCRIM1_007	hsa-CRIM1_0034"	3.0	"36586046-36623930	36668400-36668643	36669757-36669878"	Intron-Exon-Intron	38248	hg19	ENSG00000150938.5	CRIM1	ENST00000280527.2	protein_coding					
hsa_CRIM1_0002400	chr2:36605499-36623930|+	chr2:36378356-36396787|+	"hsa_circ_0005507	hsa_circCRIM1_012	hsa-CRIM1_0027"	1.0	36605499-36623930	Intron-Exon-Intron	18431	hg19	ENSG00000150938.5	CRIM1	ENST00000280527.2	protein_coding					
hsa_CRIM1_0005200	chr2:36623756-36691798|+	chr2:36396613-36464655|+	"hsa_circ_0005579	hsa_circCRIM1_022	hsa-CRIM1_0002"	4.0	"36623756-36623930	36668400-36668643	36669757-36669878	36691676-36691798"	Exon-Exon	660	hg19	ENSG00000150938.5	CRIM1	ENST00000280527.2	protein_coding					
hsa_CRIM1_0005400	chr2:36623756-36706837|+	chr2:36396613-36479694|+	"hsa_circ_0002348	hsa_circCRIM1_024	hsa-CRIM1_0028"	6.0	"36623756-36623930	36668400-36668643	36669757-36669878	36691676-36691798	36704031-36704214	36706639-36706837"	Exon-Exon	1041	hg19	ENSG00000150938.5	CRIM1	ENST00000280527.2	protein_coding					
hsa_LRPPRC_0007900	chr2:44139570-44153100|-	chr2:43912431-43925961|-	"hsa_circ_0005539	hsa_circLRPPRC_078	hsa-LRPPRC_0028"	5.0	"44139570-44139697	44145163-44145272	44145394-44145537	44152205-44152296	44153031-44153100"	Exon-Exon	539	hg19	ENSG00000138095.14	LRPPRC	ENST00000260665.7	protein_coding					
hsa_PPM1B_0003400	chr2:44428324-44436466|+	chr2:44201185-44209327|+	"hsa_circ_0004916	hsa_circPPM1B_002	hsa-PPM1B_0004"	2.0	"44428324-44429184	44436348-44436466"	Exon-Exon	978	hg19	ENSG00000138032.16	PPM1B	ENST00000378551.2	protein_coding					
hsa_CAMKMT_0003100	chr2:44617379-44628345|+	chr2:44390240-44401206|+	"hsa_circ_0120136	hsa_circCAMKMT_002	hsa-CAMKMT_0004"			Intron-Exon-Intron	10966	hg19	ENSG00000143919.10	CAMKMT	ENST00000402247.1	protein_coding					
hsa_FBXO11_0007600	chr2:48045917-48046217|-	chr2:47818778-47819078|-	"hsa_circ_0120199	hsa_circFBXO11_037	hsa-FBXO11_0030"	2.0	"48045917-48046003	48046094-48046217"	Exon-Exon	209	hg19	ENSG00000138081.15	FBXO11	ENST00000403359.3	protein_coding					
hsa_PPP1R21_0012000	chr2:48725631-48738607|+	chr2:48498492-48511468|+	"hsa_circ_0006911	hsa_circPPP1R21_031	hsa-PPP1R21_0055"	5.0	"48725631-48725874	48732702-48732735	48734407-48734524	48737153-48737252	48738478-48738607"	Exon-Exon	621	hg19	ENSG00000162869.11	PPP1R21	ENST00000294952.8	protein_coding					
hsa_PSME4_0016200	chr2:54122143-54128696|-	chr2:53895006-53901559|-	"hsa_circ_0005779	hsa_circPSME4_032	hsa-PSME4_0109"	7.0	"54122143-54122213	54122719-54122873	54123940-54124022	54125006-54125136	54125437-54125491	54127017-54127154	54128486-54128696"	Exon-Exon	837	hg19	ENSG00000068878.10	PSME4	ENST00000404125.1	protein_coding					
hsa_MTIF2_0004800	chr2:55489451-55495875|-	chr2:55262315-55268739|-	hsa-MTIF2_0030			Exon-Exon	705	hg19	ENSG00000085760.10	MTIF2	ENST00000394600.3	protein_coding					
hsa_FANCL_0000200	chr2:58386784-58393009|-	chr2:58159649-58165874|-	"hsa_circ_0120485	hsa_circFANCL_022	hsa-FANCL_0009"	7.0	"58386784-58386935	58387242-58387314	58388656-58388773	58390000-58390082	58390163-58390209	58390568-58390652	58392858-58393009"	Exon-Exon	703	hg19	ENSG00000115392.7	FANCL	ENST00000402135.3	protein_coding					
hsa_FANCL_0006900	chr2:58449076-58459247|-	chr2:58221941-58232112|-	"hsa_circ_0001009	hsa_circFANCL_003	hsa-FANCL_0001"	4.0	"58449076-58449177	58453862-58453919	58456948-58457009	58459188-58459247"	Exon-Exon	278	hg19	ENSG00000115392.7	FANCL	ENST00000540646.1	protein_coding					
hsa_PAPOLG_0008000	chr2:61014081-61019424|+	chr2:60786946-60792289|+	"hsa_circ_0054687	hsa_circPAPOLG_016	hsa-PAPOLG_0003"	4.0	"61014081-61014201	61014645-61014755	61018895-61019017	61019263-61019424"	Exon-Exon	513	hg19	ENSG00000115421.8	PAPOLG	ENST00000238714.3	protein_coding					
hsa_KIAA1841_0014700	chr2:61340904-61345251|+	chr2:61113769-61118116|+	"hsa_circ_0001014	hsa_circKIAA1841_039	hsa-KIAA1841_0041"	4.0	"61340904-61343205	61344491-61344520	61344601-61344675	61345162-61345251"	Intron-Exon-Intron	2493	hg19	ENSG00000162929.9	KIAA1841	ENST00000402291.1	protein_coding					
hsa_USP34_0073100	chr2:61597455-61647968|-	chr2:61370320-61420833|-	"hsa_circ_0120640	hsa_circUSP34_005	hsa-USP34_0036"	9.0	"61597455-61597548	61597632-61597714	61605497-61605559	61607303-61607496	61610403-61610471	61621987-61622137	61622317-61622368	61632842-61633263	61647880-61647968"	Exon-Exon	1208	hg19	ENSG00000115464.10	USP34	ENST00000398571.2	protein_coding					
hsa_XPO1_0002800	chr2:61709514-61717911|-	chr2:61482379-61490776|-	"hsa_circ_0054853	hsa_circXPO1_095	hsa-XPO1_0044"	7.0	"61709514-61709674	61710091-61710226	61711071-61711240	61712902-61713097	61715299-61715406	61715722-61715906	61717776-61717911"	Exon-Exon	1085	hg19	ENSG00000082898.12	XPO1	ENST00000406957.1	protein_coding					
hsa_XPO1_0006700	chr2:61712902-61717911|-	chr2:61485767-61490776|-	"hsa_circ_0005050	hsa_circXPO1_092	hsa-XPO1_0012"	4.0	"61712902-61713097	61715299-61715406	61715722-61715906	61717776-61717911"	Exon-Exon	621	hg19	ENSG00000082898.12	XPO1	ENST00000406957.1	protein_coding					
hsa_CCT4_0003400	chr2:62100136-62110683|-	chr2:61873001-61883548|-	"hsa_circ_0007473	hsa_circCCT4_007	hsa-CCT4_0018"	8.0	"62100136-62100247	62100331-62100428	62103229-62103369	62104054-62104187	62104527-62104649	62106003-62106146	62107420-62107529	62110593-62110683"	Exon-Exon	945	hg19	ENSG00000115484.10	CCT4	ENST00000538252.1	protein_coding					
hsa_COMMD1_0002500	chr2:62227835-62228117|+	chr2:62000700-62000982|+	"hsa_circ_0120702	hsa_circCOMMD1_002	hsa-COMMD1_0001"	1.0	62227835-62228117	Exon-Exon	282	hg19	ENSG00000173163.6	COMMD1	ENST00000311832.5	protein_coding					
hsa_VPS54_0013800	chr2:64189191-64211153|-	chr2:63962057-63984019|-	"hsa_circ_0054958	hsa_circVPS54_005	hsa-VPS54_0014"			Exon-Exon	994	hg19	ENSG00000143952.15	VPS54	ENST00000409558.4	protein_coding					
hsa_AFTPH_0000100	chr2:64778576-64780543|+	chr2:64551442-64553409|+	"hsa_circ_0001021	hsa_circAFTPH_001	hsa-AFTPH_0002"	1.0	64778576-64780543	Exon-Exon	1967	hg19	ENSG00000119844.10	AFTPH	ENST00000498706.1	retained_intron					
hsa_PPP3R1_0000500	chr2:68413599-68415822|-	chr2:68186467-68188690|-	"hsa_circ_0120798	hsa_circPPP3R1_002	hsa-PPP3R1_0001"	3.0	"68413599-68413784	68414386-68414446	68415645-68415822"	Exon-Exon	422	hg19	ENSG00000221823.6	PPP3R1	ENST00000409752.1	protein_coding					
hsa_APLF_0001700	chr2:68717321-68772444|+	chr2:68490189-68545312|+	"hsa_circ_0001023	hsa_circAPLF_006	hsa-APLF_0001"	7.0	"68717321-68717393	68729862-68730035	68740211-68740359	68740679-68740812	68753192-68753374	68765003-68765359	68772318-68772444"	Exon-Exon	1190	hg19	ENSG00000169621.5	APLF	ENST00000303795.4	protein_coding					
hsa_ZNF638_0019700	chr2:71623270-71645769|+	chr2:71396140-71418639|+	"hsa_circ_0055151	hsa_circZNF638_027	hsa-ZNF638_0046"	11.0	"71623270-71623321	71625830-71625902	71626688-71626775	71627241-71627310	71627607-71627648	71629085-71629217	71630999-71631128	71632730-71632772	71633257-71633392	71635251-71635377	71645731-71645769"	Exon-Exon	922	hg19	ENSG00000075292.14	ZNF638	ENST00000409544.1	protein_coding					
hsa_EXOC6B_0018900	chr2:72945231-72960247|-	chr2:72718102-72733118|-	"hsa_circ_0009043	hsa_circEXOC6B_010	hsa-EXOC6B_0002"	4.0	"72945231-72945436	72958135-72958181	72958283-72958374	72960199-72960247"	Exon-Exon	390	hg19	ENSG00000144036.10	EXOC6B	ENST00000272427.6	protein_coding					
hsa_EVA1A_0000900	chr2:75745181-75749613|-	chr2:75518055-75522487|-	"hsa_circ_0008440	hsa_circFAM176A_004	hsa-EVA1A_0001"	2.0	"75745181-75745334	75749490-75749613"	Exon-Exon	276	hg19	ENSG00000115363.9	EVA1A	ENST00000410113.1	protein_coding					
hsa_chr2_0973700	chr2:76307376-76369333|+	chr2:76080250-76142207|+	hsa-SUCLA2P2_0005			Intergenic-Intergenic	61957	hg19									
hsa_SUCLG1_0001300	chr2:84652538-84676876|-	chr2:84425414-84449752|-	hsa-SUCLG1_0002			Exon-Exon	917	hg19	ENSG00000163541.7	SUCLG1	ENST00000393868.2	protein_coding					
hsa_KCMF1_0003600	chr2:85255011-85276771|+	chr2:85027888-85049648|+	"hsa_circ_0121083	hsa_circKCMF1_004	hsa-KCMF1_0007"	5.0	"85255011-85255179	85262138-85262278	85270686-85270788	85273226-85273401	85276488-85276771"	Exon-Exon	868	hg19	ENSG00000176407.13	KCMF1	ENST00000409785.4	protein_coding					
hsa_ZNF514_0001500	chr2:95815941-95825118|-	chr2:95150196-95159373|-	hsa-ZNF514_0004			Exon-Exon	517	hg19	ENSG00000144026.7	ZNF514	ENST00000295208.2	protein_coding					
hsa_CNNM3_0000400	chr2:97490794-97494871|+	chr2:96825057-96829134|+	hsa-CNNM3_0001			Exon-Exon	834	hg19	ENSG00000168763.11	CNNM3	ENST00000305510.3	protein_coding					
hsa_SNX5_0001800	chr20:17928129-17932239|-	chr20:17947485-17951595|-	"hsa_circ_0059501	hsa_circSNX5_021	hsa-SNX5_0007"	6.0	"17928129-17928289	17929533-17929620	17929707-17929747	17930775-17930851	17930934-17931040	17932143-17932239"	Exon-Exon	565	hg19	ENSG00000089006.12	SNX5	ENST00000377768.3	protein_coding					
hsa_RP4-694B14.5_0000400	chr20:25612793-25669471|+	chr20:25632157-25688835|+	hsa-RP4-694B14_0010	4.0	"25612793-25612924	25614684-25614806	25615364-25615463	25654487-25669471"	Exon-Intergenic	15336	hg19	ENSG00000213742.2	RP4-694B14.5	ENST00000414393.1	antisense					
hsa_ASXL1_0002600	chr20:30954186-30956926|+	chr20:32366383-32369123|+	"hsa_circ_0001136	hsa_circASXL1_003	hsa-ASXL1_0001"			Exon-Exon	192	hg19	ENSG00000171456.12	ASXL1	ENST00000542461.1	protein_coding					
hsa_ITPA_0001400	chr20:3199162-3199640|+	chr20:3218516-3218994|+	"hsa_circ_0008156	hsa_circITPA_007	hsa-ITPA_0001"	1.0	3199162-3199640	Exon-Exon	478	hg19	ENSG00000125877.8	ITPA	ENST00000609835.1	retained_intron					
hsa_ITCH_0024300	chr20:33057852-33080402|+	chr20:34470047-34492597|+	"hsa_circ_0059957	hsa_circITCH_053	hsa-AL109923_0017"	9.0	"33057852-33057925	33059248-33059320	33065576-33065665	33067434-33067594	33068403-33068537	33068870-33069011	33077070-33077191	33077626-33077731	33080305-33080402"	Exon-Exon	992	hg19	ENSG00000078747.8	ITCH	ENST00000262650.6	protein_coding					
hsa_CPNE1_0004300	chr20:34243123-34246936|-	chr20:35655201-35659014|-	"hsa_circ_0005587	hsa_circCPNE1_002	hsa-CPNE1_0003"	2.0	"34243123-34243266	34246851-34246936"	Exon-Exon	228	hg19	ENSG00000214078.7	CPNE1	ENST00000437100.1	protein_coding					
hsa_PHF20_0002800	chr20:34388015-34389527|+	chr20:35800093-35801605|+	"hsa_circ_0115061	hsa_circPHF20_002	hsa-PHF20_0068"			Exon-Exon	195	hg19	ENSG00000025293.11	PHF20	ENST00000374000.4	protein_coding					
hsa_PHF20_0009300	chr20:34430494-34446303|+	chr20:35842572-35858381|+	"hsa_circ_0007130	hsa_circPHF20_013	hsa-PHF20_0009"	3.0	"34430494-34430666	34435271-34435356	34446223-34446303"	Exon-Exon	337	hg19	ENSG00000025293.11	PHF20	ENST00000439301.1	protein_coding					
hsa_NDRG3_0002200	chr20:35288739-35299800|-	chr20:36660336-36671397|-	"hsa_circ_0007094	hsa_circNDRG3_014	hsa-NDRG3_0009"	5.0	"35288739-35288787	35293448-35293500	35293638-35293704	35294691-35294795	35299743-35299800"	Exon-Exon	327	hg19	ENSG00000101079.16	NDRG3	ENST00000373803.2	protein_coding					
hsa_SOGA1_0001800	chr20:35421651-35467844|-	chr20:36793248-36839441|-	"hsa_circ_0115110	hsa_circSOGA1_003	hsa-SOGA1_0017"	13.0	"35421651-35423002	35425284-35425355	35425904-35425976	35431258-35431510	35433137-35433305	35434255-35434360	35436915-35437146	35438384-35438510	35441106-35441247	35443528-35444710	35445809-35445872	35457456-35457615	35467619-35467844"	Exon-Exon	4146	hg19	ENSG00000149639.10	SOGA1	ENST00000357779.3	protein_coding					
hsa_RPN2_0000500	chr20:35812582-35812776|+	chr20:37184179-37184373|+	"hsa_circ_0005759	hsa_circRPN2_004	hsa-RPN2_0008"	1.0	35812582-35812776	Exon-Exon	194	hg19	ENSG00000118705.12	RPN2	ENST00000373632.4	protein_coding					
hsa_RPRD1B_0002300	chr20:36694204-36694658|+	chr20:38065802-38066256|+	"hsa_circ_0001155	hsa_circRPRD1B_006	hsa-RPRD1B_0010"	1.0	36694204-36694658	Intron-Exon-Intron	454	hg19	ENSG00000101413.7	RPRD1B	ENST00000373433.4	protein_coding					
hsa_ZHX3_0000800	chr20:39830696-39833706|-	chr20:41202056-41205066|-	"hsa_circ_0060394	hsa_circZHX3_008	hsa-ZHX3_0002"	1.0	39830696-39833706	Exon-Exon	3010	hg19	ENSG00000174306.17	ZHX3	ENST00000560361.1	protein_coding					
hsa_MYBL2_0001800	chr20:42315491-42328684|+	chr20:43686851-43700044|+	"hsa_circ_0060456	hsa_circMYBL2_010	hsa-MYBL2_0005"	3.0	"42315491-42315712	42320796-42320959	42328396-42328684"	Exon-Exon	672	hg19	ENSG00000101057.11	MYBL2	ENST00000217026.4	protein_coding					
hsa_MYBL2_0002500	chr20:42331129-42331543|+	chr20:43702489-43702903|+	"hsa_circ_0060461	hsa_circMYBL2_015	hsa-MYBL2_0004"	1.0	42331129-42331543	Exon-Exon	414	hg19	ENSG00000101057.11	MYBL2	ENST00000217026.4	protein_coding					
hsa_MYBL2_0002600	chr20:42331129-42333998|+	chr20:43702489-43705358|+	"hsa_circ_0006332	hsa_circMYBL2_016	hsa-MYBL2_0002"	2.0	"42331129-42331543	42333858-42333998"	Exon-Exon	554	hg19	ENSG00000101057.11	MYBL2	ENST00000217026.4	protein_coding					
hsa_ZMYND8_0013400	chr20:45891031-45912392|-	chr20:47262287-47283648|-	"hsa_circ_0060611	hsa_circZMYND8_041	hsa-ZMYND8_0042"	4.0	"45891031-45891172	45905057-45905539	45910845-45910961	45912314-45912392"	Exon-Exon	817	hg19	ENSG00000101040.15	ZMYND8	ENST00000262975.4	protein_coding					
hsa_ARFGEF2_0003200	chr20:47567859-47569421|+	chr20:48951322-48952884|+	"hsa_circ_0060664	hsa_circARFGEF2_004	hsa-ARFGEF2_0009"	2.0	"47567859-47568006	47569241-47569421"	Exon-Exon	327	hg19	ENSG00000124198.8	ARFGEF2	ENST00000371917.4	protein_coding					
hsa_ATP9A_0011900	chr20:50273476-50292747|-	chr20:51656937-51676208|-	"hsa_circ_0060895	hsa_circATP9A_048	hsa-ATP9A_0003"	5.0	"50273476-50273689	50286535-50286648	50287653-50287796	50290691-50290852	50292670-50292747"	Exon-Exon	707	hg19	ENSG00000054793.9	ATP9A	ENST00000338821.5	protein_coding					
hsa_RP5-1010E17.1_0000700	chr20:54054666-54084752|+	chr20:55438128-55468214|+	hsa-LINC01440_0002			Exon-Exon	936	hg19	ENSG00000235166.3	RP5-1010E17.1	ENST00000416190.1	lincRNA					
hsa_AURKA_0001300	chr20:54956488-54961589|-	chr20:56381432-56386533|-	"hsa_circ_0008777	hsa_circAURKA_005	hsa-AURKA_0001"	4.0	"54956488-54956627	54958040-54958232	54959325-54959380	54961312-54961589"	Exon-Exon	663	hg19	ENSG00000087586.13	AURKA	ENST00000347343.2	protein_coding					
hsa_TAF4_0001000	chr20:60572605-60589763|-	chr20:61997549-62014707|-	"hsa_circ_0115543	hsa_circTAF4_006	hsa-TAF4_0001"	13.0	"60572605-60572725	60573191-60573248	60574038-60574164	60575179-60575310	60575607-60575777	60578215-60578330	60578786-60578934	60581565-60581814	60582602-60582692	60584107-60584230	60585101-60585221	60587870-60587990	60589602-60589763"	Exon-Exon	1730	hg19	ENSG00000130699.12	TAF4	ENST00000252996.4	protein_coding					
hsa_PSMA7_0001100	chr20:60714130-60716000|-	chr20:62139074-62140944|-	"hsa_circ_0003456	hsa_circPSMA7_004	hsa-PSMA7_0001"	3.0	"60714130-60714253	60714836-60714961	60715873-60716000"	Exon-Exon	375	hg19	ENSG00000101182.10	PSMA7	ENST00000370873.4	protein_coding					
hsa_SLCO4A1_0001000	chr20:61292415-61296440|+	chr20:62661063-62665088|+	"hsa_circ_0061117	hsa_circSLCO4A1_002"	2.0	"61292415-61292527	61296285-61296440"	Exon-Exon	267	hg19	ENSG00000101187.11	SLCO4A1	ENST00000217159.1	protein_coding					
hsa_ZBTB46_0001900	chr20:62407030-62422143|-	chr20:63775677-63790790|-	"hsa_circ_0002805	hsa_circZBTB46_002	hsa-ZBTB46_0001"	2.0	"62407030-62407315	62421173-62422143"	Exon-Exon	1255	hg19	ENSG00000130584.6	ZBTB46	ENST00000302995.2	protein_coding					
hsa_USP25_0020900	chr21:17205666-17214859|+	chr21:15833347-15842540|+	"hsa_circ_0005238	hsa_circUSP25_052	hsa-USP25_0091"	2.0	"17205666-17205867	17214716-17214859"	Exon-Exon	344	hg19	ENSG00000155313.11	USP25	ENST00000400183.2	protein_coding					
hsa_BACH1_0002900	chr21:30693541-30702014|+	chr21:29321220-29329693|+	"hsa_circ_0001181	hsa_circBACH1_008	hsa-BACH1_0001"	3.0	"30693541-30693835	30698379-30699714	30701807-30702014"	Exon-Exon	1836	hg19	ENSG00000156273.11	BACH1	ENST00000399921.1	protein_coding					
hsa_GART_0004200	chr21:34906884-34911662|-	chr21:33534578-33539356|-	"hsa_circ_0002197	hsa_circGART_001	hsa-GART_0002"	3.0	"34906884-34907059	34907530-34907626	34911476-34911662"	Exon-Exon	457	hg19	ENSG00000159131.12	GART	ENST00000430874.1	protein_coding					
hsa_MRPS6_0000300	chr21:35467161-35497780|+	chr21:34094862-34125480|+	hsa-MRPS6_0001			Intron-Exon-Intron	30619	hg19	ENSG00000243927.1	MRPS6	ENST00000399312.2	protein_coding					
hsa_MORC3_0015400	chr21:37734480-37744829|+	chr21:36362182-36372531|+	"hsa_circ_0115947	hsa_circMORC3_035	hsa-MORC3_0057"	4.0	"37734480-37734526	37736390-37736557	37741285-37742174	37744671-37744829"	Exon-Exon	1260	hg19	ENSG00000159256.8	MORC3	ENST00000400485.1	protein_coding					
hsa_HLCS_0000300	chr21:38126476-38139586|-	chr21:36754175-36767285|-	"hsa_circ_0115953	hsa_circHLCS_018	hsa-HLCS_0012"	5.0	"38126476-38126718	38128842-38129056	38132027-38132142	38137312-38137473	38139518-38139586"	Exon-Exon	800	hg19	ENSG00000159267.10	HLCS	ENST00000399120.1	protein_coding					
hsa_TTC3_0011300	chr21:38480691-38536517|+	chr21:37108391-37164215|+	"hsa_circ_0061671	hsa_circTTC3_032	hsa-TTC3_0006"	22.0	"38480691-38480746	38494116-38494279	38495282-38495328	38496918-38497042	38498379-38498443	38501302-38501363	38504981-38505066	38507679-38507814	38510933-38511014	38512860-38512973	38516824-38516945	38519780-38519903	38520845-38520947	38522377-38522470	38523119-38523184	38524192-38524329	38525250-38525577	38528956-38529208	38532000-38532047	38533103-38533160	38534291-38534365	38536352-38536517"	Exon-Exon	2490	hg19	ENSG00000182670.9	TTC3	ENST00000355666.1	protein_coding					
hsa_BACE2_0002600	chr21:42598192-42629253|+	chr21:41226265-41257326|+	"hsa_circ_0061774	hsa_circBACE2_004	hsa-BACE2_0001"	7.0	"42598192-42598281	42609439-42609656	42613745-42613874	42615302-42615437	42617888-42617990	42622678-42622828	42629084-42629253"	Exon-Exon	991	hg19	ENSG00000182240.11	BACE2	ENST00000330333.6	protein_coding					
