circbase	hg19	hg38	chrom	chromStart	chromEnd	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStarts
hsa_circ_0001023	chr2:68717321-68772444|+	chr2:68490189-68545312|+	chr2	68717321	68772444	1000	+	68717321	68772444	255,0,0	7	72,173,148,133,182,356,126	0,12541,22890,23358,35871,47682,54997
hsa_circ_0055151	chr2:71623270-71645769|+	chr2:71396140-71418639|+	chr2	71623270	71645769	1000	+	71623270	71645769	255,0,0	11	51,72,87,69,41,132,129,42,135,126,38	0,2560,3418,3971,4337,5815,7729,9460,9987,11981,22461
hsa_circ_0009043	chr2:72945231-72960247|-	chr2:72718102-72733118|-	chr2	72945231	72960247	1000	-	72945231	72960247	0,0,255	4	205,46,91,48	0,12904,13052,14968
hsa_circ_0008440	chr2:75745181-75749613|-	chr2:75518055-75522487|-	chr2	75745181	75749613	1000	-	75745181	75745266	0,0,255	2	153,123	0,4309
hsa_circ_0001061	chr2:109455640-109473426|+	chr2:108839184-108856970|+	chr2	109455640	109473426	1000	+	109455640	109473426	255,0,0	3	117,193,177	0,7553,17609
hsa_circ_0002076	chr2:110321942-110350696|-	chr2:109564365-109593119|-	chr2	110321942	110350696	1000	-	110321942	110350696	0,0,255	7	169,97,162,187,196,118,69	0,1397,3449,10215,20760,21355,28685
hsa_circ_0008278	chr2:120885263-120932580|+	chr2:120127687-120175004|+	chr2	120885263	120932580	1000	+	120885263	120932483	255,0,0	9	164,98,129,65,94,75,42,131,164	0,3930,15315,18537,33193,37148,39778,40189,47153
hsa_circ_0008298	chr2:128922303-128928858|+	chr2:128164729-128171284|+	chr2	128922303	128928858	1000	+	128928858	128928858	255,0,0	3	96,103,80	0,5558,6475
hsa_circ_0056490	chr2:131883325-131897848|+	chr2:131125752-131140275|+	chr2	131883325	131897848	1000	+	131883325	131897848	255,0,0	5	153,103,40,90,109	0,931,4968,7149,14414
hsa_circ_0056577	chr2:136402948-136437894|+	chr2:135645378-135680324|+	chr2	136402948	136437894	1000	+	136402948	136437894	255,0,0	5	149,300,124,155,152	0,6354,15891,29953,34794
hsa_circ_0004491	chr2:148730307-148739650|-	chr2:147972738-147982081|-	chr2	148730307	148739650	1000	-	148730307	148733527	0,0,255	4	91,77,74,154	0,709,3163,9189
hsa_circ_0056841	chr2:160599571-160605414|+	chr2:159743060-159748903|+	chr2	160599571	160605414	1000	+	160599571	160605414	255,0,0	3	193,168,1099	0,2709,4744
hsa_circ_0007303	chr2:162223988-162251714|+	chr2:161367477-161395203|+	chr2	162223988	162251714	1000	+	162223988	162251714	255,0,0	7	72,120,71,151,108,75,126	0,306,2629,3694,17986,23626,27600
hsa_circ_0001078	chr2:168986050-169038600|-	chr2:168129540-168182090|-	chr2	168986050	169038600	1000	-	168986050	169038600	0,0,255	9	66,49,134,102,110,56,142,109,113	0,169,8547,10748,11108,32246,34198,37758,52437
hsa_circ_0001079	chr2:169018296-169038600|-	chr2:168161786-168182090|-	chr2	169018296	169038600	1000	-	169018296	169038600	0,0,255	4	56,142,109,113	0,1952,5512,20191
hsa_circ_0004813	chr2:171902683-171906684|-	chr2:171046173-171050174|-	chr2	171902683	171906684	1000	-	171902683	171906684	0,0,255	3	189,137,111	0,3640,3890
hsa_circ_0057041	chr2:172193962-172196064|-	chr2:171337452-171339554|-	chr2	172193962	172196064	1000	-	172193962	172196064	0,0,255	2	50,371	0,1731
hsa_circ_0057105	chr2:173433468-173460751|+	chr2:172568740-172596023|+	chr2	173433468	173460751	1000	+	173433468	173460697	255,0,0	5	77,99,111,114,195	0,1985,17537,24194,27088
hsa_circ_0057128	chr2:174783320-174820960|-	chr2:173918592-173956232|-	chr2	174783320	174820960	1000	-	174783320	174820960	0,0,255	2	193,1360	0,36280
hsa_circ_0057129	chr2:174987907-175006728|-	chr2:174123179-174142000|-	chr2	174987907	175006728	1000	-	174987907	175006728	0,0,255	3	98,81,176	0,415,18645
hsa_circ_0007967	chr2:175976295-175986268|-	chr2:175111567-175121540|-	chr2	175976295	175986268	1000	-	175976295	175986268	0,0,255	6	87,115,179,129,119,97	0,2426,3122,6422,6683,9876
hsa_circ_0057510	chr2:191523883-191535185|+	chr2:190659157-190670459|+	chr2	191523883	191535185	1000	+	191523902	191535185	255,0,0	2	838,134	0,11168
hsa_circ_0057551	chr2:196544755-196548630|+	chr2:195680031-195683906|+	chr2	196544755	196548630	1000	+	196544766	196548630	255,0,0	2	1019,208	0,3667
hsa_circ_0057690	chr2:200213423-200246543|-	chr2:199348700-199381820|-	chr2	200213423	200246543	1000	-	200213423	200246543	0,0,255	4	473,103,124,127	0,19904,31663,32993
hsa_circ_0003915	chr2:200233327-200298237|-	chr2:199368604-199433514|-	chr2	200233327	200298237	1000	-	200233327	200298237	0,0,255	4	103,124,127,177	0,11759,13089,64733
hsa_circ_0001093	chr2:202625603-202626541|-	chr2:201760880-201761818|-	chr2	202625603	202626541	1000	-	202625603	202626541	0,0,255	1	938	0
hsa_circ_0002431	chr2:206992520-206994966|-	chr2:206127796-206130242|-	chr2	206992520	206994966	1000	-	206992520	206994966	0,0,255	2	176,155	0,2291
hsa_circ_0001095	chr2:208841374-208842310|-	chr2:207976650-207977586|-	chr2	208841374	208842310	1000	-	208841374	208842310	0,0,255	1	936	0
hsa_circ_0002999	chr2:215617170-215661841|-	chr2:214752446-214797117|-	chr2	215617170	215661841	1000	-	215617170	215661841	0,0,255	6	109,173,81,950,149,57	0,15035,16785,28113,39850,44614
hsa_circ_0058055	chr2:215645283-215661841|-	chr2:214780559-214797117|-	chr2	215645283	215661841	1000	-	215645283	215661841	0,0,255	3	950,149,57	0,11737,16501
hsa_circ_0058244	chr2:219299248-219300157|+	chr2:218434525-218435434|+	chr2	219299248	219300157	1000	+	219299248	219300157	255,0,0	2	180,146	0,763
hsa_circ_0008309	chr2:225400244-225422573|-	chr2:224535527-224557856|-	chr2	225400244	225422573	1000	-	225400244	225422573	0,0,255	2	114,198	0,22131
hsa_circ_0058528	chr2:228395806-228401709|+	chr2:227531090-227536993|+	chr2	228395806	228401709	1000	+	228395806	228401709	255,0,0	6	120,72,210,181,80,93	0,1047,2458,3754,5534,5810
hsa_circ_0003273	chr2:230723487-230744844|-	chr2:229858771-229880128|-	chr2	230723487	230744844	1000	-	230723487	230744795	0,0,255	2	803,147	0,21210
hsa_circ_0008382	chr2:231222519-231226412|+	chr2:230357804-230361697|+	chr2	231222519	231226412	1000	+	231222519	231226412	255,0,0	3	163,169,84	0,1159,3809
hsa_circ_0001115	chr2:234358627-234360706|+	chr2:233449981-233452060|+	chr2	234358627	234360706	1000	+	234358627	234360706	255,0,0	3	150,129,97	0,940,1982
hsa_circ_0005003	chr2:236649606-236659132|+	chr2:235740962-235750488|+	chr2	236649606	236659132	1000	+	236649606	236659132	255,0,0	3	86,142,135	0,3735,9391
hsa_circ_0003272	chr2:236839408-236877267|+	chr2:235930764-235968623|+	chr2	236839408	236877267	1000	+	236839408	236877267	255,0,0	2	159,162	0,37697
hsa_circ_0001116	chr2:239090705-239093928|-	chr2:238182064-238185287|-	chr2	239090705	239093928	1000	-	239090705	239093928	0,0,255	4	122,88,94,107	0,1588,1955,3116
hsa_circ_0058876	chr2:239090705-239103511|-	chr2:238182064-238194870|-	chr2	239090705	239103511	1000	-	239090705	239103511	0,0,255	8	122,88,94,107,127,120,57,66	0,1588,1955,3116,6066,7788,12210,12740
hsa_circ_0001118	chr2:240929490-240946787|-	chr2:239990073-240007370|-	chr2	240929490	240946787	1000	-	240929490	240946787	0,0,255	3	109,86,55	0,15136,17242
hsa_circ_0001124	chr2:242644067-242651486|+	chr2:241704652-241712071|+	chr2	242644067	242651486	1000	+	242644067	242651486	255,0,0	4	72,167,112,94	0,4563,6724,7325
hsa_circ_0008156	chr20:3199162-3199640|+	chr20:3218516-3218994|+	chr20	3199162	3199640	1000	+	3199162	3199278	255,0,0	1	478	0
hsa_circ_0059501	chr20:17928129-17932239|-	chr20:17947485-17951595|-	chr20	17928129	17932239	1000	-	17928129	17932239	0,0,255	6	160,87,40,76,106,96	0,1404,1578,2646,2805,4014
hsa_circ_0001136	chr20:30954186-30956926|+	chr20:32366383-32369123|+	chr20	30954186	30956926	1000	+	30954186	30956926	255,0,0	2	83,112	0,2628
hsa_circ_0059957	chr20:33057852-33080402|+	chr20:34470047-34492597|+	chr20	33057852	33080402	1000	+	33057852	33080402	255,0,0	9	73,72,89,160,134,141,121,105,97	0,1396,7724,9582,10551,11018,19218,19774,22453
hsa_circ_0005587	chr20:34243123-34246936|-	chr20:35655201-35659014|-	chr20	34243123	34246936	1000	-	34246936	34246936	0,0,255	2	143,85	0,3728
hsa_circ_0007130	chr20:34430494-34446303|+	chr20:35842572-35858381|+	chr20	34430494	34446303	1000	+	34430494	34446303	255,0,0	3	172,85,80	0,4777,15729
hsa_circ_0007094	chr20:35288739-35299800|-	chr20:36660336-36671397|-	chr20	35288739	35299800	1000	-	35288739	35299800	0,0,255	5	48,52,66,104,57	0,4709,4899,5952,11004
hsa_circ_0005759	chr20:35812582-35812776|+	chr20:37184179-37184373|+	chr20	35812582	35812776	1000	+	35812582	35812776	255,0,0	1	194	0
hsa_circ_0001155	chr20:36694204-36694658|+	chr20:38065802-38066256|+	chr20	36694204	36694658	1000	+	36694204	36694658	255,0,0	1	454	0
hsa_circ_0060394	chr20:39830696-39833706|-	chr20:41202056-41205066|-	chr20	39830696	39833706	1000	-	39830696	39833556	0,0,255	1	3010	0
hsa_circ_0060456	chr20:42315491-42328684|+	chr20:43686851-43700044|+	chr20	42315491	42328684	1000	+	42315491	42328684	255,0,0	3	221,163,288	0,5305,12905
hsa_circ_0060461	chr20:42331129-42331543|+	chr20:43702489-43702903|+	chr20	42331129	42331543	1000	+	42331129	42331543	255,0,0	1	414	0
hsa_circ_0006332	chr20:42331129-42333998|+	chr20:43702489-43705358|+	chr20	42331129	42333998	1000	+	42331129	42333998	255,0,0	2	414,140	0,2729
hsa_circ_0060611	chr20:45891031-45912392|-	chr20:47262287-47283648|-	chr20	45891031	45912392	1000	-	45891031	45912392	0,0,255	4	141,482,116,78	0,14026,19814,21283
hsa_circ_0060664	chr20:47567859-47569421|+	chr20:48951322-48952884|+	chr20	47567859	47569421	1000	+	47567859	47569421	255,0,0	2	147,180	0,1382
hsa_circ_0060895	chr20:50273476-50292747|-	chr20:51656937-51676208|-	chr20	50273476	50292747	1000	-	50273476	50292747	0,0,255	5	213,113,143,161,77	0,13059,14177,17215,19194
hsa_circ_0008777	chr20:54956488-54961589|-	chr20:56381432-56386533|-	chr20	54956488	54961589	1000	-	54956488	54961589	0,0,255	4	139,192,55,277	0,1552,2837,4824
hsa_circ_0003456	chr20:60714130-60716000|-	chr20:62139074-62140944|-	chr20	60714130	60716000	1000	-	60714130	60716000	0,0,255	3	123,125,127	0,706,1743
hsa_circ_0061117	chr20:61292415-61296440|+	chr20:62661063-62665088|+	chr20	61292415	61296440	1000	+	61292415	61296440	255,0,0	2	112,155	0,3870
hsa_circ_0002805	chr20:62407030-62422143|-	chr20:63775677-63790790|-	chr20	62407030	62422143	1000	-	62407030	62422110	0,0,255	2	285,970	0,14143
hsa_circ_0005238	chr21:17205666-17214859|+	chr21:15833347-15842540|+	chr21	17205666	17214859	1000	+	17205666	17214859	255,0,0	2	201,143	0,9050
hsa_circ_0001181	chr21:30693541-30702014|+	chr21:29321220-29329693|+	chr21	30693541	30702014	1000	+	30693541	30702014	255,0,0	3	294,1335,207	0,4838,8266
hsa_circ_0002197	chr21:34906884-34911662|-	chr21:33534578-33539356|-	chr21	34906884	34911662	1000	-	34906884	34911621	0,0,255	3	175,96,186	0,646,4592
hsa_circ_0061671	chr21:38480691-38536517|+	chr21:37108391-37164215|+	chr21	38480691	38536517	1000	+	38480691	38536517	255,0,0	22	55,163,46,124,64,61,85,135,81,113,121,123,102,93,65,137,327,252,47,57,74,165	0,13425,14591,16227,17688,20611,24290,26988,30242,32169,36133,39089,40154,41686,42428,43501,44559,48265,51309,52412,53600,55661
hsa_circ_0061774	chr21:42598192-42629253|+	chr21:41226265-41257326|+	chr21	42598192	42629253	1000	+	42598192	42629253	255,0,0	7	89,217,129,135,102,150,169	0,11247,15553,17110,19696,24486,30892
hsa_circ_0061776	chr21:42609439-42629253|+	chr21:41237512-41257326|+	chr21	42609439	42629253	1000	+	42609439	42629253	255,0,0	6	217,129,135,102,150,169	0,4306,5863,8449,13239,19645
hsa_circ_0005037	chr21:46548316-46554747|+	chr21:45128401-45134832|+	chr21	46548316	46554747	1000	+	46554747	46554747	255,0,0	2	172,118	0,6313
hsa_circ_0009094	chr21:47722398-47738134|-	chr21:46302484-46318220|-	chr21	47722398	47738134	1000	-	47722398	47738134	0,0,255	6	92,112,165,74,61,209	0,8971,12231,12989,14723,15527
hsa_circ_0008870	chr22:22160138-22162135|-	chr22:21805849-21807846|-	chr22	22160138	22162135	1000	-	22160138	22162135	0,0,255	2	190,183	0,1814
hsa_circ_0007312	chr22:24698162-24709434|+	chr22:24302194-24313466|+	chr22	24698162	24709434	1000	+	24698199	24709434	255,0,0	2	190,154	0,11118
hsa_circ_0062601	chr22:24698162-24734445|+	chr22:24302194-24338477|+	chr22	24698162	24734445	1000	+	24698199	24734445	255,0,0	8	190,154,1631,208,74,176,164,92	0,11118,19093,22025,26651,28061,32215,36191
hsa_circ_0003102	chr22:25771779-25777545|-	chr22:25375812-25381578|-	chr22	25771779	25777545	1000	-	25777545	25777545	0,0,255	2	196,198	0,5568
hsa_circ_0062938	chr22:32154531-32161046|+	chr22:31758545-31765060|+	chr22	32154531	32161046	1000	+	32154531	32161046	255,0,0	3	88,47,86	0,2110,6429
hsa_circ_0003184	chr22:41531816-41536261|+	chr22:41135812-41140257|+	chr22	41531816	41536261	1000	+	41531816	41536261	255,0,0	3	94,138,118	0,1840,4327
hsa_circ_0063604	chr22:42204878-42206004|+	chr22:41808874-41810000|+	chr22	42204878	42206004	1000	+	42204894	42206004	255,0,0	2	119,122	0,1004
hsa_circ_0001238	chr22:42204878-42206295|+	chr22:41808874-41810291|+	chr22	42204878	42206295	1000	+	42204878	42206295	255,0,0	3	119,122,85	0,1004,1332
hsa_circ_0008561	chr22:42605656-42611347|-	chr22:42209650-42215341|-	chr22	42605656	42611347	1000	-	42605656	42611311	0,0,255	1	5691	0
hsa_circ_0004243	chr22:46085591-46098727|+	chr22:45689711-45702847|+	chr22	46085591	46098727	1000	+	46085591	46098727	255,0,0	4	192,83,97,159	0,3284,10570,12977
hsa_circ_0001246	chr22:46096161-46136418|+	chr22:45700281-45740538|+	chr22	46096161	46136418	1000	+	46096161	46136418	255,0,0	6	97,159,81,166,109,170	0,2407,18131,29143,38449,40087
hsa_circ_0001247	chr22:46125304-46136418|+	chr22:45729424-45740538|+	chr22	46125304	46136418	1000	+	46125304	46136418	255,0,0	3	166,109,170	0,9306,10944
hsa_circ_0001260	chr3:4452548-4461830|-	chr3:4410864-4420146|-	chr3	4452548	4461830	1000	-	4452548	4461830	0,0,255	4	114,115,123,83	0,6263,7145,9199
hsa_circ_0001264	chr3:8977554-8983488|-	chr3:8935870-8941804|-	chr3	8977554	8983488	1000	-	8977554	8983488	0,0,255	3	185,100,338	0,3683,5596
hsa_circ_0064220	chr3:10088263-10091189|+	chr3:10046579-10049505|+	chr3	10088263	10091189	1000	+	10088263	10091189	255,0,0	3	144,135,132	0,1337,2794
hsa_circ_0008210	chr3:11399891-11468400|+	chr3:11358417-11426926|+	chr3	11399891	11468400	1000	+	11399891	11468400	255,0,0	6	195,204,116,76,81,123	0,2163,4395,6241,21554,68386
hsa_circ_0064460	chr3:15073885-15076316|+	chr3:15032378-15034809|+	chr3	15073885	15076316	1000	+	15073885	15076316	255,0,0	2	122,140	0,2291
hsa_circ_0001273	chr3:16327848-16345099|+	chr3:16286341-16303592|+	chr3	16327848	16345099	1000	+	16327848	16345069	255,0,0	5	107,142,243,109,185	0,8514,15284,16298,17066
hsa_circ_0064624	chr3:27475406-27493989|-	chr3:27433915-27452498|-	chr3	27475406	27493989	1000	-	27475406	27493989	0,0,255	5	189,161,139,147,82	0,2472,3472,14735,18501
hsa_circ_0008386	chr3:37162982-37190529|-	chr3:37121491-37149038|-	chr3	37162982	37190529	1000	-	37162982	37190474	0,0,255	5	45,57,51,87,145	0,143,6138,7571,27402
hsa_circ_0002102	chr3:40502897-40503739|+	chr3:40461406-40462248|+	chr3	40502897	40503739	1000	+	40502897	40503723	255,0,0	3	100,54,310	0,201,532
hsa_circ_0065249	chr3:47663696-47719801|-	chr3:47622206-47678311|-	chr3	47663696	47719801	1000	-	47663696	47719801	0,0,255	10	135,155,115,56,162,259,60,114,154,114	0,12983,13815,16518,39087,40127,48451,53268,54422,55991
hsa_circ_0007485	chr3:51474985-51477919|-	chr3:51440969-51443903|-	chr3	51474985	51477919	1000	-	51474985	51477919	0,0,255	3	102,513,138	0,415,2796
hsa_circ_0001306	chr3:51575513-51586079|+	chr3:51541497-51552063|+	chr3	51575513	51586079	1000	+	51575513	51586079	255,0,0	1	10566	0
hsa_circ_0001309	chr3:52771601-52775515|-	chr3:52737585-52741499|-	chr3	52771601	52775515	1000	-	52771601	52775515	0,0,255	3	134,206,89	0,1843,3825
hsa_circ_0001314	chr3:56661064-56662642|-	chr3:56627036-56628614|-	chr3	56661064	56662642	1000	-	56661064	56662642	0,0,255	3	109,160,123	0,545,1455
hsa_circ_0001315	chr3:56694758-56707753|-	chr3:56660730-56673725|-	chr3	56694758	56707753	1000	-	56694758	56707753	0,0,255	10	104,104,106,32,125,162,92,73,93,146	0,183,1654,2810,5529,7666,8969,9342,10869,12849
hsa_circ_0008490	chr3:67546221-67571058|-	chr3:67495797-67520634|-	chr3	67546221	67571058	1000	-	67546221	67571058	0,0,255	5	143,162,97,90,153	0,2336,13009,22449,24684
hsa_circ_0006135	chr3:93714717-93722752|+	chr3:93995873-94003908|+	chr3	93714717	93722752	1000	+	93714717	93722752	255,0,0	2	71,250	0,7785
hsa_circ_0003179	chr3:101389973-101391057|-	chr3:101671129-101672213|-	chr3	101389973	101391057	1000	-	101389973	101391057	0,0,255	2	232,236	0,848
hsa_circ_0006163	chr3:113207791-113225452|-	chr3:113488944-113506605|-	chr3	113207791	113225452	1000	-	113207791	113225452	0,0,255	6	119,107,94,144,48,99	0,4261,5104,10494,14235,17562
hsa_circ_0007986	chr3:119582265-119595355|-	chr3:119863418-119876508|-	chr3	119582265	119595355	1000	-	119582265	119595355	0,0,255	3	187,39,96	0,3171,12994
hsa_circ_0008797	chr3:119582265-119624699|-	chr3:119863418-119905852|-	chr3	119582265	119624699	1000	-	119582265	119624699	0,0,255	4	187,39,96,98	0,3171,12994,42336
hsa_circ_0007157	chr3:119624601-119812440|-	chr3:119905754-120093593|-	chr3	119624601	119812440	1000	-	119624601	119812281	0,0,255	7	98,107,131,111,84,194,247	0,6949,10289,17618,41513,96291,187592
hsa_circ_0067098	chr3:124996569-125050082|-	chr3:125277725-125331238|-	chr3	124996569	125050082	1000	-	124996569	125032484	0,0,255	6	84,124,126,349,136,81	0,1398,10377,35582,45583,53432
hsa_circ_0004524	chr3:138289159-138291774|-	chr3:138570317-138572932|-	chr3	138289159	138291774	1000	-	138289159	138291769	0,0,255	4	181,124,91,74	0,716,948,2541
hsa_circ_0001345	chr3:142455220-142467302|+	chr3:142736378-142748460|+	chr3	142455220	142467302	1000	+	142455220	142467302	255,0,0	3	155,102,203	0,7106,11879
hsa_circ_0003502	chr3:149563797-149629870|+	chr3:149846010-149912083|+	chr3	149563797	149629870	1000	+	149563813	149629870	255,0,0	6	130,81,126,88,91,106	0,6505,26018,49462,56061,65967
hsa_circ_0001355	chr3:157839891-157841780|+	chr3:158122102-158123991|+	chr3	157839891	157841780	1000	+	157839891	157841780	255,0,0	2	196,126	0,1763
hsa_circ_0067808	chr3:157839891-157921034|+	chr3:158122102-158203245|+	chr3	157839891	157921034	1000	+	157839893	157921034	255,0,0	3	196,126,174	0,1763,80969
hsa_circ_0006893	chr3:169831147-169840532|-	chr3:170113359-170122744|-	chr3	169831147	169840532	1000	-	169831147	169840532	0,0,255	3	160,251,154	0,3866,9231
hsa_circ_0068174	chr3:183435438-183446639|+	chr3:183717650-183728851|+	chr3	183435438	183446639	1000	+	183435438	183446639	255,0,0	5	98,93,246,113,162	0,849,4240,6768,11039
hsa_circ_0007347	chr3:195047613-195066046|-	chr3:195326884-195345317|-	chr3	195047613	195066046	1000	-	195047613	195066046	0,0,255	5	75,96,45,184,59	0,6143,10047,15586,18374
hsa_circ_0008267	chr3:195415403-195416309|+	chr3:195688532-195689438|+	chr3	195415403	195416309	1000	+	195416309	195416309	255,0,0	1	906	0
hsa_circ_0001380	chr3:196118683-196129890|-	chr3:196391812-196403019|-	chr3	196118683	196129890	1000	-	196118683	196129890	0,0,255	3	113,66,68	0,1741,11139
hsa_circ_0068669	chr3:196612021-196613565|+	chr3:196885150-196886694|+	chr3	196612021	196613565	1000	+	196612052	196613565	255,0,0	1	1544	0
hsa_circ_0007203	chr3:196807921-196846401|-	chr3:197081050-197119530|-	chr3	196807921	196846401	1000	-	196807921	196846401	0,0,255	6	67,177,115,103,157,121	0,4529,9861,23852,34876,38359
hsa_circ_0008583	chr3:196817782-196846401|-	chr3:197090911-197119530|-	chr3	196817782	196846401	1000	-	196817782	196846401	0,0,255	4	115,103,157,121	0,13991,25015,28498
hsa_circ_0068699	chr3:196863412-196869639|-	chr3:197136541-197142768|-	chr3	196863412	196869639	1000	-	196863412	196869639	0,0,255	4	137,170,125,51	0,1680,3598,6176
hsa_circ_0008351	chr3:197592293-197602646|+	chr3:197865422-197875775|+	chr3	197592293	197602646	1000	+	197592293	197598342	255,0,0	4	49,108,119,4451	0,689,4737,5902
hsa_circ_0008150	chr4:1656704-1670632|-	chr4:1654977-1668905|-	chr4	1656704	1670632	1000	-	1656704	1670468	0,0,255	3	746,61,239	0,2430,13689
hsa_circ_0006737	chr4:2951660-2952972|-	chr4:2949933-2951245|-	chr4	2951660	2952972	1000	-	2951660	2952972	0,0,255	2	280,132	0,1180
hsa_circ_0068956	chr4:2951660-2955372|-	chr4:2949933-2953645|-	chr4	2951660	2955372	1000	-	2951660	2955372	0,0,255	4	280,132,123,135	0,1180,2341,3577
hsa_circ_0004228	chr4:5664833-5667376|-	chr4:5663106-5665649|-	chr4	5664833	5667376	1000	-	5664833	5667376	0,0,255	2	140,135	0,2408
hsa_circ_0069224	chr4:15008928-15034835|+	chr4:15007304-15033211|+	chr4	15008928	15034835	1000	+	15008928	15034835	255,0,0	4	282,90,91,51	0,1033,9883,25856
hsa_circ_0069226	chr4:15613888-15646331|-	chr4:15612265-15644708|-	chr4	15613888	15646331	1000	-	15646331	15646331	0,0,255	10	149,726,83,149,126,183,187,96,104,216	0,12986,14607,15619,18400,24228,26242,28522,29258,32227
hsa_circ_0069227	chr4:15626874-15646331|-	chr4:15625251-15644708|-	chr4	15626874	15646331	1000	-	15646331	15646331	0,0,255	9	726,83,149,126,183,187,96,104,216	0,1621,2633,5414,11242,13256,15536,16272,19241
hsa_circ_0069335	chr4:25128885-25160729|-	chr4:25127263-25159107|-	chr4	25128885	25160729	1000	-	25128885	25160729	0,0,255	8	94,92,130,103,154,159,119,155	0,17510,17740,24696,27734,28773,29592,31689
hsa_circ_0001398	chr4:25334804-25335610|+	chr4:25333182-25333988|+	chr4	25334804	25335610	1000	+	25334804	25335610	255,0,0	2	276,81	0,725
hsa_circ_0005991	chr4:41015599-41016415|-	chr4:41013582-41014398|-	chr4	41015599	41016415	1000	-	41015599	41016415	0,0,255	1	816	0
hsa_circ_0069645	chr4:47857075-47913011|-	chr4:47855058-47910994|-	chr4	47857075	47913011	1000	-	47857075	47913011	0,0,255	18	105,70,167,141,22,92,160,121,91,123,125,115,101,162,179,131,110,171	0,7787,20068,23466,24037,29287,30439,30820,35554,39121,41464,42908,43698,43900,44311,48134,50178,55765
hsa_circ_0069660	chr4:47896196-47913011|-	chr4:47894179-47910994|-	chr4	47896196	47913011	1000	-	47896196	47913011	0,0,255	9	123,125,115,101,162,179,131,110,171	0,2343,3787,4577,4779,5190,9013,11057,16644
hsa_circ_0001410	chr4:52729602-52744020|+	chr4:51863436-51877854|+	chr4	52729602	52744020	1000	+	52729602	52744020	255,0,0	4	71,40,115,92	0,233,10834,14326
hsa_circ_0007928	chr4:52729602-52752804|+	chr4:51863436-51886638|+	chr4	52729602	52752804	1000	+	52729602	52752804	255,0,0	5	71,40,115,92,71	0,233,10834,14326,23131
hsa_circ_0007646	chr4:52729602-52758017|+	chr4:51863436-51891851|+	chr4	52729602	52758017	1000	+	52729602	52758017	255,0,0	6	71,40,115,92,71,92	0,233,10834,14326,23131,28323
hsa_circ_0069763	chr4:55561677-55575705|+	chr4:54695511-54709539|+	chr4	55561677	55575705	1000	+	55561677	55575705	255,0,0	6	270,282,137,169,190,116	0,2772,4118,8212,11586,13912
hsa_circ_0006693	chr4:73944358-73958017|-	chr4:73078641-73092300|-	chr4	73944358	73958017	1000	-	73944358	73958017	0,0,255	3	249,198,1634	0,6607,12025
hsa_circ_0070272	chr4:84188738-84200267|-	chr4:83267585-83279114|-	chr4	84188738	84200267	1000	-	84188738	84200267	0,0,255	5	189,134,86,122,167	0,2274,4501,5910,11362
hsa_circ_0007263	chr4:87614739-87622954|+	chr4:86693586-86701801|+	chr4	87614739	87622954	1000	+	87614739	87622954	255,0,0	2	88,561	0,7654
hsa_circ_0002538	chr4:88116475-88116842|-	chr4:87195323-87195690|-	chr4	88116475	88116842	1000	-	88116475	88116691	0,0,255	1	367	0
hsa_circ_0070660	chr4:110580166-110585550|+	chr4:109659010-109664394|+	chr4	110580166	110585550	1000	+	110580166	110585550	255,0,0	3	76,171,105	0,1184,5279
hsa_circ_0070774	chr4:120166491-120194863|+	chr4:119245336-119273708|+	chr4	120166491	120194863	1000	+	120166491	120194863	255,0,0	12	93,135,114,83,106,147,150,163,153,147,739,77	0,3411,10909,11104,14483,15170,16378,21983,22931,24354,25959,28295
hsa_circ_0070949	chr4:129752887-129789128|+	chr4:128831732-128867973|+	chr4	129752887	129789128	1000	+	129752913	129789128	255,0,0	9	78,86,158,188,212,168,117,522,118	0,11220,14642,17247,20324,23897,25605,29971,36123
hsa_circ_0001445	chr4:144464661-144465125|+	chr4:143543508-143543972|+	chr4	144464661	144465125	1000	+	144464661	144465125	255,0,0	2	149,120	0,344
hsa_circ_0002293	chr4:146806829-146824367|-	chr4:145885677-145903215|-	chr4	146806829	146824367	1000	-	146806829	146824367	0,0,255	3	481,173,1050	0,6565,16488
hsa_circ_0005480	chr4:151023629-151023964|+	chr4:150102477-150102812|+	chr4	151023629	151023964	1000	+	151023964	151023964	255,0,0	1	335	0
hsa_circ_0001458	chr4:174169130-174169591|+	chr4:173247979-173248440|+	chr4	174169130	174169591	1000	+	174169130	174169591	255,0,0	1	461	0
hsa_circ_0001459	chr4:178274461-178274882|+	chr4:177353307-177353728|+	chr4	178274461	178274882	1000	+	178274461	178274882	255,0,0	1	421	0
hsa_circ_0001461	chr4:187627716-187630999|-	chr4:186706562-186709845|-	chr4	187627716	187630999	1000	-	187627716	187630981	0,0,255	1	3283	0
hsa_circ_0001466	chr5:6604250-6605521|-	chr5:6604137-6605408|-	chr5	6604250	6605521	1000	-	6604250	6605521	0,0,255	3	139,81,136	0,467,1135
hsa_circ_0002753	chr5:10213602-10224173|-	chr5:10213490-10224061|-	chr5	10213602	10224173	1000	-	10224173	10224173	0,0,255	1	10571	0
hsa_circ_0008697	chr5:14405956-14420130|+	chr5:14405847-14420021|+	chr5	14405956	14420130	1000	+	14405956	14420130	255,0,0	3	143,100,244	0,725,13930
