hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr1:29362337-29365938	chr1:29035825-29039426	hsa_circ_0000042	hsa-EPB41_000001,hsa-EPB41_0021	hsa_circEPB41_017	ASCRP3005395	EPB41	+	271	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:29362337-29365938	chr1:29035825-29039426	hsa_circ_0000042	hsa-EPB41_000001	hsa_circEPB41_017	ASCRP3005395	EPB41	NA	271	exonic	Intergenic	circRNA_finder
chr1:29585016-29587415	chr1:29258504-29260903	hsa_circ_0003904	hsa-PTPRU_000001,hsa-PTPRU_0004	hsa_circPTPRU_004	ASCRP3005240	PTPRU	+	939	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:29585016-29587415	chr1:29258504-29260903	hsa_circ_0003904	hsa-PTPRU_000001	hsa_circPTPRU_004	ASCRP3005240	PTPRU	NA	939	exonic	Intergenic	circRNA_finder
chr1:31205314-31230683	chr1:30732467-30757836	hsa_circ_0011206	NA	hsa_circLAPTM5_001	ASCRP3007677	LAPTM5	-	2240	exonic	NA	NA
chr1:31447497-31454252	chr1:30974650-30981405	hsa_circ_0011245	hsa-PUM1_0057	hsa_circPUM1_031	ASCRP3010641	PUM1	-	348	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:31465236-31479949	chr1:30992389-31007102	hsa_circ_0000044	hsa-PUM1_000003	hsa_circPUM1_016	ASCRP3009678	PUM1	NA	726	exonic	Intergenic	circRNA_finder
chr1:31465236-31479949	chr1:30992389-31007102	hsa_circ_0000044	hsa-PUM1_000003,hsa-PUM1_0022	hsa_circPUM1_016	ASCRP3009678	PUM1	-	726	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:31896539-31899670	chr1:31423692-31426823	hsa_circ_0011279	hsa-SERINC2_000002,hsa-SERINC2_0001	hsa_circSERINC2_007	ASCRP3007054	SERINC2	+	741	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:31896539-31899670	chr1:31423692-31426823	hsa_circ_0011279	hsa-SERINC2_000002	hsa_circSERINC2_007	ASCRP3007054	SERINC2	NA	741	exonic	Intergenic	circRNA_finder
chr1:32377296-32385259	chr1:31911695-31919658	hsa_circ_0004893	hsa-PTP4A2_000004	hsa_circPTP4A2_006	ASCRP3002456	PTP4A2	NA	913	exonic	Intergenic	circRNA_finder
chr1:32377296-32385259	chr1:31911695-31919658	hsa_circ_0004893	hsa-PTP4A2_000004,hsa-PTP4A2_0007	hsa_circPTP4A2_006	ASCRP3002456	AL136115.2,PTP4A2	-	913	exonic	Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:32691771-32692131	chr1:32226170-32226530	hsa_circ_0011385	hsa-EIF3I_000001,hsa-EIF3I_0001	hsa_circEIF3I_017	ASCRP3010210	EIF3I	+	278	exonic	Exon	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:32691771-32692131	chr1:32226170-32226530	hsa_circ_0011385	hsa-EIF3I_000001	hsa_circEIF3I_017	ASCRP3010210	EIF3I	NA	278	exonic	Intergenic	circRNA_finder
chr1:33263363-33283633	chr1:32797762-32818032	hsa_circ_0011445	NA	hsa_circYARS_001	ASCRP3003790	YARS	-	1379	exonic	NA	NA
chr1:33272082-33276658	chr1:32806481-32811057	hsa_circ_0011448	NA	hsa_circYARS_004	ASCRP3006397	YARS	NA	453	exonic	Intergenic	circRNA_finder
chr1:33272082-33276658	chr1:32806481-32811057	hsa_circ_0011448	hsa-YARS_0005	hsa_circYARS_004	ASCRP3006397	YARS,YARS1	-	453	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:33478807-33480195	chr1:33013206-33014594	hsa_circ_0011462	NA	hsa_circAK2_003	ASCRP3010310	AK2,AL020995.1	NA	269	exonic	Intron	circRNA_finder
chr1:33478807-33480195	chr1:33013206-33014594	hsa_circ_0011462	hsa-AK2_0001	hsa_circAK2_003	ASCRP3010310	AK2	-	269	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:33623853-33625545	chr1:33158252-33159944	hsa_circ_0113080	NA	hsa_circTRIM62_002	ASCRP3006584	TRIM62	NA	373	exonic	Intergenic	circRNA_finder
chr1:33623853-33625545	chr1:33158252-33159944	hsa_circ_0113080	hsa-TRIM62_0001	hsa_circTRIM62_002	ASCRP3006584	TRIM62	-	373	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:34254200-34276465	chr1:33788599-33810864	hsa_circ_0011501	hsa-CSMD2_0015	hsa_circCSMD2_023	ASCRP3006557	CSMD2	-	339	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:35879572-35881315	chr1:35413971-35415714	hsa_circ_0004709	hsa-ZMYM4_000118,hsa-ZMYM4_0012	hsa_circZMYM4_056	ASCRP3010395	ZMYM4	+	361	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:35879572-35881315	chr1:35413971-35415714	hsa_circ_0004709	hsa-ZMYM4_000118	hsa_circZMYM4_056	ASCRP3010395	ZMYM4	NA	361	exonic	Intergenic	circRNA_finder
chr1:35936463-35944813	chr1:35470862-35479212	hsa_circ_0011571	hsa-KIAA0319L_000001	hsa_circKIAA0319L_007	ASCRP3009323	KIAA0319L	NA	447	exonic	Intergenic	circRNA_finder
chr1:35936463-35944813	chr1:35470862-35479212	hsa_circ_0011571	hsa-KIAA0319L_000001,hsa-KIAA0319L_0002	hsa_circKIAA0319L_007	ASCRP3009323	KIAA0319L	-	447	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:35940405-35944813	chr1:35474804-35479212	hsa_circ_0011572	hsa-KIAA0319L_000002	hsa_circKIAA0319L_006	ASCRP3000313	KIAA0319L	NA	349	exonic	Intergenic	circRNA_finder
chr1:35940405-35944813	chr1:35474804-35479212	hsa_circ_0011572	hsa-KIAA0319L_000002,hsa-KIAA0319L_0003	hsa_circKIAA0319L_006	ASCRP3000313	KIAA0319L	-	349	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:36211051-36212593	chr1:35745450-35746992	hsa_circ_0011588	hsa-CLSPN_0002	hsa_circCLSPN_009	ASCRP3000627	CLSPN	-	339	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:36826821-36828257	chr1:36361220-36362656	hsa_circ_0000053	hsa-STK40_000006	hsa_circSTK40_001	ASCRP3002478	STK40	NA	1436	exonic	Intergenic	circRNA_finder
chr1:36826821-36828257	chr1:36361220-36362656	hsa_circ_0000053	hsa-STK40_000006,hsa-STK40_0006	hsa_circSTK40_001	ASCRP3002478	STK40	-	1436	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ
chr1:38273472-38275126	chr1:37807800-37809454	hsa_circ_0011717	NA	hsa_circC1orf122_001	ASCRP3000973	C1orf122	+	1318	exonic	NA	NA
chr1:40309772-40323089	chr1:39844100-39857417	hsa_circ_0011862	hsa-TRIT1_0003	hsa_circTRIT1_009	ASCRP3008553	TRIT1	-	1060	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:44054401-44054671	chr1:43588730-43589000	hsa_circ_0012077	hsa-PTPRF_000014,hsa-PTPRF_0011	hsa_circPTPRF_014	ASCRP3004722	PTPRF	+	270	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:44054401-44054671	chr1:43588730-43589000	hsa_circ_0012077	hsa-PTPRF_000014	hsa_circPTPRF_014	ASCRP3004722	PTPRF	NA	270	exonic	Intergenic	circRNA_finder
chr1:44137175-44149475	chr1:43671504-43683804	hsa_circ_0003099	hsa-KDM4A_0008	hsa_circKDM4A_009	ASCRP3001667	KDM4A	+	492	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:44713610-44785416	chr1:44247938-44319744	NA	hsa-ERI3_0005	NA	ASCRP3002107	ERI3	-	NA	exonic	NA	NA
chr1:44750506-44785416	chr1:44284834-44319744	hsa_circ_0005716	hsa-ERI3_000002	hsa_circERI3_020	ASCRP3008966	ERI3	NA	342	exonic	Intergenic	circRNA_finder
chr1:44750506-44785416	chr1:44284834-44319744	hsa_circ_0005716	hsa-ERI3_000002,hsa-ERI3_0007	hsa_circERI3_020	ASCRP3008966	ERI3	-	342	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:45241812-45242313	chr1:44776140-44776641	NA	hsa-RPS8_0003	NA	ASCRP3004405	RPS8	+	NA	intronic	NA	NA
chr1:51871576-51874004	chr1:51405904-51408332	hsa_circ_0004877	hsa-EPS15_000009	hsa_circEPS15_035	ASCRP3011916	EPS15	NA	402	exonic	Intergenic	circRNA_finder
chr1:51871576-51874004	chr1:51405904-51408332	hsa_circ_0004877	hsa-EPS15_000009,hsa-EPS15_0033	hsa_circEPS15_035	ASCRP3011916	EPS15	-	402	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:54717288-54717533	chr1:54251615-54251860	hsa_circ_0012650	hsa-SSBP3_0009	hsa_circSSBP3_005	ASCRP3005683	SSBP3	-	144	exonic	Exon,Intron	circRNA_finder,CIRI,circexplorer2
chr1:55340765-55341720	chr1:54875092-54876047	hsa_circ_0012673	hsa-DHCR24_000003	hsa_circDHCR24_004	ASCRP3006891	AC096536.3,DHCR24	NA	225	exonic	Exon,Intron	circRNA_finder
chr1:55340765-55341720	chr1:54875092-54876047	hsa_circ_0012673	hsa-DHCR24_000003,hsa-DHCR24_0003	hsa_circDHCR24_004	ASCRP3006891	DHCR24	-	225	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:58999624-59000003	chr1:58533952-58534331	NA	hsa-OMA1_0007	NA	ASCRP3009585	OMA1	-	NA	exonic	NA	NA
chr1:59248878-59248985	chr1:58783206-58783313	hsa_circ_0000074	NA	hsa_circJUN_001	ASCRP3004286	JUN	-	107	sense overlapping	Exon	find_circ
chr1:59787207-59812070	chr1:59321535-59346398	hsa_circ_0000075	hsa-FGGY_000005,hsa-FGGY_0011	hsa_circFGGY_005	ASCRP3009218	FGGY	+	479	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:59787207-59812070	chr1:59321535-59346398	hsa_circ_0000075	hsa-FGGY_000005	hsa_circFGGY_005	ASCRP3009218	FGGY	NA	479	exonic	Intergenic	circRNA_finder
chr1:59787207-59844509	chr1:59321535-59378837	hsa_circ_0005354	hsa-FGGY_000001,hsa-FGGY_0006	hsa_circFGGY_007	ASCRP3011166	FGGY	+	568	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:59787207-59844509	chr1:59321535-59378837	hsa_circ_0005354	hsa-FGGY_000001	hsa_circFGGY_007	ASCRP3011166	FGGY	NA	568	exonic	Intergenic	circRNA_finder
chr1:59811918-59844509	chr1:59346246-59378837	hsa_circ_0113719	hsa-FGGY_000006,hsa-FGGY_0003	hsa_circFGGY_015	ASCRP3013116	FGGY	+	241	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:59811918-59844509	chr1:59346246-59378837	hsa_circ_0113719	hsa-FGGY_000006	hsa_circFGGY_015	ASCRP3013116	FGGY	NA	241	exonic	Intergenic	circRNA_finder
chr1:6007163-6022009	chr1:5947103-5961949	hsa_circ_0009461	hsa-NPHP4_000003,hsa-NPHP4_0004	hsa_circNPHP4_023	ASCRP3008427	NPHP4	-	602	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:6324331-6399649	chr1:6264271-6339589	hsa_circ_0009502	NA	hsa_circACOT7_005	ASCRP3009935	ACOT7	-	1177	exonic	NA	NA
chr1:6727768-6741097	chr1:6667708-6681037	hsa_circ_0008389	hsa-DNAJC11_000010	hsa_circDNAJC11_002	ASCRP3008139	DNAJC11	NA	306	exonic	Intergenic	circRNA_finder
chr1:6727768-6741097	chr1:6667708-6681037	hsa_circ_0008389	hsa-DNAJC11_000010,hsa-DNAJC11_0001	hsa_circDNAJC11_002	ASCRP3008139	DNAJC11	-	306	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:67356836-67371058	chr1:66891153-66905375	hsa_circ_0006677	hsa-WDR78_000001	hsa_circWDR78_003	ASCRP3001820	WDR78	NA	473	exonic	Intergenic	circRNA_finder
chr1:67356836-67371058	chr1:66891153-66905375	hsa_circ_0006677	hsa-WDR78_000001,hsa-WDR78_0005	hsa_circWDR78_003	ASCRP3001820	DNAI4,WDR78	-	473	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:67402200-67402350	chr1:66936517-66936667	NA	NA	NA	ASCRP3002961	MIER1	+	NA	intronic	NA	NA
chr1:76694158-76694273	chr1:76228473-76228588	hsa_circ_0000086	NA	hsa_circST6GALNAC3_011	ASCRP3000697	ST6GALNAC3	-	115	antisense	NA	NA
chr1:8421822-8482867	chr1:8361762-8422807	NA	NA	NA	ASCRP3000010	RERE	-	NA	exonic	NA	NA
chr1:84644859-84680000	chr1:84179176-84214317	hsa_circ_0004083	hsa-PRKACB_000004,hsa-PRKACB_0002	hsa_circPRKACB_006	ASCRP3003815	PRKACB	+	884	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:84644859-84680000	chr1:84179176-84214317	hsa_circ_0004083	hsa-PRKACB_000004	hsa_circPRKACB_006	ASCRP3003815	PRKACB	NA	884	exonic	Intergenic	circRNA_finder
chr1:84662298-84663507	chr1:84196615-84197824	hsa_circ_0114308	hsa-PRKACB_000006,hsa-PRKACB_0012	hsa_circPRKACB_008	ASCRP3003206	PRKACB	+	223	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:84662298-84663507	chr1:84196615-84197824	hsa_circ_0114308	hsa-PRKACB_000006	hsa_circPRKACB_008	ASCRP3003206	PRKACB	NA	223	exonic	Intergenic	circRNA_finder
chr1:84964005-84971984	chr1:84498322-84506301	hsa_circ_0013055	NA	hsa_circGNG5_001	ASCRP3004533	GNG5	-	662	exonic	NA	NA
chr1:8525984-8674745	chr1:8465924-8614686	hsa_circ_0009577	hsa-RERE_000008,hsa-RERE_0013	hsa_circRERE_023	ASCRP3008311	RERE	-	807	exonic	Exon,Intron	CIRI,circexplorer2
chr1:85331067-85331821	chr1:84865384-84866138	hsa_circ_0004390	hsa-LPAR3_000001	hsa_circLPAR3_003	ASCRP3001609	LPAR3	NA	754	exonic	Intergenic	circRNA_finder
chr1:85331067-85331821	chr1:84865384-84866138	hsa_circ_0004390	hsa-LPAR3_000001,hsa-LPAR3_0001	hsa_circLPAR3_003	ASCRP3001609	LPAR3	-	754	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:85331067-85331842	chr1:84865384-84866159	hsa_circ_0013058	NA	hsa_circLPAR3_002	ASCRP3001825	LPAR3	-	775	exonic	NA	NA
chr1:8555122-8684439	chr1:8495062-8624380	hsa_circ_0009582	hsa-RERE_0044	hsa_circRERE_013	ASCRP3004013	RERE	-	779	exonic	Exon,Intron	CIRI,circexplorer2
chr1:8568685-8674745	chr1:8508626-8614686	hsa_circ_0009586	hsa-RERE_000018,hsa-RERE_0024	hsa_circRERE_021	ASCRP3005971	RERE	-	483	exonic	Exon,Intron	CIRI,circexplorer2
chr1:8674619-8684439	chr1:8614560-8624380	hsa_circ_0009594	hsa-RERE_000005	hsa_circRERE_010	ASCRP3009114	RERE	NA	197	exonic	Intergenic	circRNA_finder
chr1:8674619-8684439	chr1:8614560-8624380	hsa_circ_0009594	hsa-RERE_000005,hsa-RERE_0012	hsa_circRERE_010	ASCRP3009114	RERE	-	197	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:8922945-8923402	chr1:8862886-8863343	hsa_circ_0009610	hsa-ENO1_0012	hsa_circENO1_039	ASCRP3008577	ENO1	-	168	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:8923293-8928116	chr1:8863234-8868057	hsa_circ_0009618	NA	hsa_circENO1_022	ASCRP3004032	ENO1	-	936	exonic	NA	NA
chr1:8926337-8927309	chr1:8866278-8867250	hsa_circ_0009624	NA	hsa_circENO1_024	ASCRP3008610	ENO1	NA	357	exonic	Intergenic	circRNA_finder
chr1:8926337-8927309	chr1:8866278-8867250	hsa_circ_0009624	hsa-ENO1_0002	hsa_circENO1_024	ASCRP3008610	ENO1	-	357	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:93580244-93581175	chr1:93114687-93115618	hsa_circ_0114507	hsa-MTF2_000029,hsa-MTF2_0001	hsa_circMTF2_005	ASCRP3009082	MTF2	+	346	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr1:93580244-93581175	chr1:93114687-93115618	hsa_circ_0114507	hsa-MTF2_000029	hsa_circMTF2_005	ASCRP3009082	MTF2	NA	346	exonic	Intergenic	circRNA_finder
chr1:9770162-9770654	chr1:9710104-9710596	hsa_circ_0009654	hsa-PIK3CD_0001	hsa_circPIK3CD_002	ASCRP3004583	PIK3CD	+	492	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ
chr1:9770162-9770654	chr1:9710104-9710596	hsa_circ_0009654	NA	hsa_circPIK3CD_002	ASCRP3004583	PIK3CD	NA	492	exonic	Intergenic	circRNA_finder
chr20:16506736-16509085	chr20:16526091-16528440	hsa_circ_0059490	hsa-KIF16B_000001	hsa_circKIF16B_002	ASCRP3000021	KIF16B	NA	184	exonic	Intergenic	circRNA_finder
chr20:16506736-16509085	chr20:16526091-16528440	hsa_circ_0059490	hsa-KIF16B_000001,hsa-KIF16B_0010	hsa_circKIF16B_002	ASCRP3000021	KIF16B	-	184	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:17595565-17595865	chr20:17614920-17615220	hsa_circ_0092289	NA	hsa_circRRBP1_004	ASCRP3009080	RRBP1	-	300	intronic	NA	NA
chr20:17928129-17932239	chr20:17947485-17951595	hsa_circ_0059501	hsa-SNX5_000003	hsa_circSNX5_021	ASCRP3005281	SNX5	NA	565	exonic	Intergenic	circRNA_finder
chr20:17928129-17932239	chr20:17947485-17951595	hsa_circ_0059501	hsa-SNX5_000003,hsa-SNX5_0007	hsa_circSNX5_021	ASCRP3005281	SNX5	-	565	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:25000645-25004277	chr20:25020009-25023641	hsa_circ_0114850	hsa-ACSS1_000001	hsa_circACSS1_003	ASCRP3000554	ACSS1	NA	615	exonic	Intergenic	circRNA_finder
chr20:25000645-25004277	chr20:25020009-25023641	hsa_circ_0114850	hsa-ACSS1_000001,hsa-ACSS1_0006	hsa_circACSS1_003	ASCRP3000554	ACSS1	-	615	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:25288601-25300954	chr20:25307965-25320318	hsa_circ_0059665	NA	hsa_circABHD12_008	ASCRP3006203	ABHD12	-	445	exonic	Exon,Intron	circexplorer2
chr20:25477659-25477979	chr20:25497023-25497343	hsa_circ_0092338	NA	hsa_circNINL_007	ASCRP3006128	NINL	-	320	intronic	NA	NA
chr20:2641342-2641475	chr20:2660696-2660829	hsa_circ_0059216	NA	hsa_circIDH3B_009	ASCRP3011643	IDH3B	-	133	exonic	Exon	circRNA_finder,find_circ,circexplorer2
chr20:30956817-30956926	chr20:32369014-32369123	hsa_circ_0059783	NA	hsa_circASXL1_015	ASCRP3013362	ASXL1	+	109	exonic	Exon	circRNA_finder,find_circ
chr20:32207322-32211102	chr20:33619516-33623296	hsa_circ_0003426	hsa-CBFA2T2_000033,hsa-CBFA2T2_0027	hsa_circCBFA2T2_007	ASCRP3005173	CBFA2T2	+	272	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:32207322-32211102	chr20:33619516-33623296	hsa_circ_0003426	hsa-CBFA2T2_000033	hsa_circCBFA2T2_007	ASCRP3005173	CBFA2T2	NA	272	exonic	Intergenic	circRNA_finder
chr20:32210920-32212823	chr20:33623114-33625017	hsa_circ_0059865	hsa-CBFA2T2_000005,hsa-CBFA2T2_0011	hsa_circCBFA2T2_013	ASCRP3003504	CBFA2T2	+	436	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:32210920-32212823	chr20:33623114-33625017	hsa_circ_0059865	hsa-CBFA2T2_000005	hsa_circCBFA2T2_013	ASCRP3003504	CBFA2T2	NA	436	exonic	Intergenic	circRNA_finder
chr20:32354656-32358098	chr20:33766850-33770292	hsa_circ_0059880	hsa-ZNF341_000006,hsa-ZNF341_0002	hsa_circZNF341_002	ASCRP3001127	ZNF341	+	400	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:32873245-32881962	chr20:34285439-34294156	hsa_circ_0059910	hsa-AHCY_0009	hsa_circAHCY_008	ASCRP3007911	AHCY	-	948	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:32878137-32881962	chr20:34290331-34294156	hsa_circ_0059914	hsa-AHCY_0032	hsa_circAHCY_007	ASCRP3008084	AHCY	-	753	exonic	NA	NA
chr20:33315062-33324562	chr20:34727258-34736758	hsa_circ_0004468	hsa-NCOA6_000001	hsa_circNCOA6_022	ASCRP3006956	NCOA6	NA	255	exonic	Intergenic	circRNA_finder
chr20:33315062-33324562	chr20:34727258-34736758	hsa_circ_0004468	hsa-NCOA6_000001,hsa-NCOA6_0001	hsa_circNCOA6_022	ASCRP3006956	NCOA6	-	255	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:33603810-33609159	chr20:35016007-35021356	hsa_circ_0060035	hsa-TRPC4AP_000006	hsa_circTRPC4AP_020	ASCRP3007138	TRPC4AP	NA	299	exonic	Intergenic	circRNA_finder
chr20:33603810-33609159	chr20:35016007-35021356	hsa_circ_0060035	hsa-TRPC4AP_000006,hsa-TRPC4AP_0006	hsa_circTRPC4AP_020	ASCRP3007138	TRPC4AP	-	299	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:33961986-33971936	chr20:35374183-35384133	hsa_circ_0060067	hsa-UQCC1_000005	hsa_circUQCC_008	ASCRP3004785	UQCC	NA	277	exonic	Intergenic	circRNA_finder
chr20:33961986-33971936	chr20:35374183-35384133	hsa_circ_0060067	hsa-UQCC1_000005,hsa-UQCC1_0007	hsa_circUQCC_008	ASCRP3004785	UQCC,UQCC1	-	277	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:34218360-34220845	chr20:35630438-35632923	hsa_circ_0060118	hsa-CPNE1_0007	hsa_circCPNE1_011	ASCRP3006286	CPNE1	-	1102	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:34302106-34313077	chr20:35714184-35725155	hsa_circ_0004870	hsa-RBM39_000067	hsa_circRBM39_020	ASCRP3009662	RBM39	NA	680	exonic	Intergenic	circRNA_finder
chr20:34302106-34313077	chr20:35714184-35725155	hsa_circ_0004870	hsa-RBM39_000067,hsa-RBM39_0015	hsa_circRBM39_020	ASCRP3009662	RBM39	-	680	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:34304661-34313077	chr20:35716739-35725155	hsa_circ_0001147	hsa-RBM39_000070	hsa_circRBM39_019	ASCRP3011996	RBM39	NA	475	exonic	Intergenic	circRNA_finder
chr20:34304661-34313077	chr20:35716739-35725155	hsa_circ_0001147	hsa-RBM39_000070,hsa-RBM39_0001	hsa_circRBM39_019	ASCRP3011996	RBM39	-	475	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:34312491-34313077	chr20:35724569-35725155	hsa_circ_0007632	hsa-RBM39_000006	hsa_circRBM39_016	ASCRP3002294	RBM39	NA	271	exonic	Intergenic	circRNA_finder
chr20:34312491-34313077	chr20:35724569-35725155	hsa_circ_0007632	hsa-RBM39_000006,hsa-RBM39_0047	hsa_circRBM39_016	ASCRP3002294	RBM39	-	271	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:34317233-34320057	chr20:35729311-35732135	hsa_circ_0008817	hsa-RBM39_000068	hsa_circRBM39_010	ASCRP3003415	RBM39	NA	315	exonic	Intergenic	circRNA_finder
chr20:34317233-34320057	chr20:35729311-35732135	hsa_circ_0008817	hsa-RBM39_000068,hsa-RBM39_0016	hsa_circRBM39_010	ASCRP3003415	RBM39	-	315	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:35236117-35238133	chr20:36607714-36609730	hsa_circ_0060193	hsa-C20orf24_000001,hsa-TGIF2-C20orf24_0001	hsa_circC20orf24_003	ASCRP3009690	C20orf24,TGIF2-RAB5IF	+	345	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:35236117-35238133	chr20:36607714-36609730	hsa_circ_0060193	hsa-C20orf24_000001	hsa_circC20orf24_003	ASCRP3009690	C20orf24	NA	345	exonic	Intergenic	circRNA_finder
chr20:35832287-35838568	chr20:37203884-37210165	hsa_circ_0060262	hsa-RPN2_0018	hsa_circRPN2_028	ASCRP3010417	RPN2	+	507	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:35832287-35838568	chr20:37203884-37210165	hsa_circ_0060262	NA	hsa_circRPN2_028	ASCRP3010417	RPN2	NA	507	exonic	Intergenic	circRNA_finder
chr20:36145818-36156083	chr20:37517416-37527681	hsa_circ_0060303	NA	hsa_circBLCAP_001	ASCRP3003160	BLCAP	-	2042	exonic	NA	NA
chr20:43547546-43547918	chr20:44918905-44919277	hsa_circ_0060516	hsa-PABPC1L_0003	hsa_circPABPC1L_005	ASCRP3007243	PABPC1L	+	235	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:43547546-43547918	chr20:44918905-44919277	hsa_circ_0060516	NA	hsa_circPABPC1L_005	ASCRP3007243	PABPC1L	NA	235	exonic	Intergenic	circRNA_finder
chr20:43953928-43956055	chr20:45325288-45327415	hsa_circ_0060539	NA	hsa_circSDC4_007	ASCRP3000068	SDC4	-	2127	exonic	NA	NA
chr20:43953928-43959204	chr20:45325288-45330564	hsa_circ_0060540	NA	hsa_circSDC4_006	ASCRP3000761	SDC4	-	2326	exonic	NA	NA
chr20:44640275-44640841	chr20:46011636-46012202	hsa_circ_0001161	NA	hsa_circMMP9_001	ASCRP3008277	MMP9	+	177	sense overlapping	Exon,Intron	find_circ
chr20:46295452-46295761	chr20:47666708-47667017	hsa_circ_0001166	NA	hsa_circSULF2_001	ASCRP3010894	SULF2	+	309	antisense	NA	NA
chr20:47682728-47683817	chr20:49066191-49067280	hsa_circ_0060733	hsa-CSE1L_0001	hsa_circCSE1L_011	ASCRP3009298	CSE1L	+	339	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:47682728-47683817	chr20:49066191-49067280	hsa_circ_0060733	NA	hsa_circCSE1L_011	ASCRP3009298	CSE1L	NA	339	exonic	Intergenic	circRNA_finder
chr20:48561918-48565892	chr20:49945381-49949355	hsa_circ_0008212	hsa-RNF114_000002,hsa-RNF114_0001	hsa_circRNF114_004	ASCRP3010504	RNF114	+	330	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr20:48561918-48565892	chr20:49945381-49949355	hsa_circ_0008212	hsa-RNF114_000002	hsa_circRNF114_004	ASCRP3010504	RNF114	NA	330	exonic	Intergenic	circRNA_finder
