hg38,miRNA
chr1:23030468-23059167,miR-4786-5p
chr1:23030468-23059167,miR-4796-3p
chr1:23030468-23059167,miR-4800-3p
chr1:23030468-23059167,miR-484
chr1:23030468-23059167,miR-489-3p
chr1:23030468-23059167,miR-494-5p
chr1:23030468-23059167,miR-497-3p
chr1:23030468-23059167,miR-5004-3p
chr1:23030468-23059167,miR-5010-5p
chr1:23030468-23059167,miR-509-3-5p
chr1:23030468-23059167,miR-509-5p
chr1:23030468-23059167,miR-511-5p
chr1:23030468-23059167,miR-513b-3p
chr1:23030468-23059167,miR-515-3p
chr1:23030468-23059167,miR-515-5p
chr1:23030468-23059167,miR-5187-3p
chr1:23030468-23059167,miR-518c-5p
chr1:23030468-23059167,miR-519-3p
chr1:23030468-23059167,miR-5192
chr1:23030468-23059167,miR-5193
chr1:23030468-23059167,miR-5194
chr1:23030468-23059167,miR-5197-3p
chr1:23030468-23059167,miR-519d-3p
chr1:23030468-23059167,miR-519d-5p
chr1:23030468-23059167,miR-519e-3p
chr1:23030468-23059167,miR-519e-5p
chr1:23030468-23059167,miR-526b-5p
chr1:23030468-23059167,miR-541-3p
chr1:23030468-23059167,miR-542-3p
chr1:23030468-23059167,miR-548a-5p
chr1:23030468-23059167,miR-548ab
chr1:23030468-23059167,miR-548ad-5p
chr1:23030468-23059167,miR-548ae-5p
chr1:23030468-23059167,miR-548aj-5p
chr1:23030468-23059167,miR-548ak
chr1:23030468-23059167,miR-548am-5p
chr1:23030468-23059167,miR-548ao-3p
chr1:23030468-23059167,miR-548ap-5p
chr1:23030468-23059167,miR-548aq-5p
chr1:23030468-23059167,miR-548ar-5p
chr1:23030468-23059167,miR-548as-5p
chr1:23030468-23059167,miR-548au-5p
chr1:23030468-23059167,miR-548av-5p
chr1:23030468-23059167,miR-548ay-5p
chr1:23030468-23059167,miR-548b-5p
chr1:23030468-23059167,miR-548bb-5p
chr1:23030468-23059167,miR-548c-3p
chr1:23030468-23059167,miR-548c-5p
chr1:23030468-23059167,miR-548d-3p
chr1:23030468-23059167,miR-548d-5p
chr1:23030468-23059167,miR-548f-5p
chr1:23030468-23059167,miR-548g-3p
chr1:23030468-23059167,miR-548g-5p
chr1:23030468-23059167,miR-548h-5p
chr1:23030468-23059167,miR-548i
chr1:23030468-23059167,miR-548j-5p
chr1:23030468-23059167,miR-548k
chr1:23030468-23059167,miR-548l
chr1:23030468-23059167,miR-548o-3p
chr1:23030468-23059167,miR-548o-5p
chr1:23030468-23059167,miR-548p
chr1:23030468-23059167,miR-548s
chr1:23030468-23059167,miR-548s
chr1:23030468-23059167,miR-548s
chr1:23030468-23059167,miR-548w
chr1:23030468-23059167,miR-548x-5p
chr1:23030468-23059167,miR-548y
chr1:23030468-23059167,miR-558
chr1:23030468-23059167,miR-5581-3p
chr1:23030468-23059167,miR-5582-3p
chr1:23030468-23059167,miR-559
chr1:23030468-23059167,miR-562
chr1:23030468-23059167,miR-5690
chr1:23030468-23059167,miR-5692b
chr1:23030468-23059167,miR-5692c
chr1:23030468-23059167,miR-5694
chr1:23030468-23059167,miR-5695
chr1:23030468-23059167,miR-5695
chr1:23030468-23059167,miR-5698
chr1:23030468-23059167,miR-5699-3p
chr1:23030468-23059167,miR-576-3p
chr1:23030468-23059167,miR-576-5p
chr1:23030468-23059167,miR-584-3p
chr1:23030468-23059167,miR-587
chr1:23030468-23059167,miR-588
chr1:23030468-23059167,miR-588
chr1:23030468-23059167,miR-588
chr1:23030468-23059167,miR-591
chr1:23030468-23059167,miR-595
chr1:23030468-23059167,miR-597-3p
chr1:23030468-23059167,miR-6070
chr1:23030468-23059167,miR-6070
chr1:23030468-23059167,miR-608
chr1:23030468-23059167,miR-6086
chr1:23030468-23059167,miR-6086
chr1:23030468-23059167,miR-615-3p
chr1:23030468-23059167,miR-620
chr1:23030468-23059167,miR-625-5p
chr1:23030468-23059167,miR-628-5p
chr1:23030468-23059167,miR-641
chr1:23030468-23059167,miR-642a-5p
chr1:23030468-23059167,miR-648
chr1:23030468-23059167,miR-6499-3p
chr1:23030468-23059167,miR-6501-5p
chr1:23030468-23059167,miR-6502-3p
chr1:23030468-23059167,miR-6509-3p
chr1:23030468-23059167,miR-6514-3p
chr1:23030468-23059167,miR-6515-3p
chr1:23030468-23059167,miR-654-5p
chr1:23030468-23059167,miR-655-5p
chr1:23030468-23059167,miR-656-5p
chr1:23030468-23059167,miR-660-3p
chr1:23030468-23059167,miR-663b
chr1:23030468-23059167,miR-664b-3p
chr1:23030468-23059167,miR-671-3p
chr1:23030468-23059167,miR-671-3p
chr1:23030468-23059167,miR-6720-5p
chr1:23030468-23059167,miR-6728-3p
chr1:23030468-23059167,miR-6732-5p
chr1:23030468-23059167,miR-6734-5p
chr1:23030468-23059167,miR-6738-5p
chr1:23030468-23059167,miR-6741-3p
chr1:23030468-23059167,miR-6748-3p
chr1:23030468-23059167,miR-6752-5p
chr1:23030468-23059167,miR-6753-3p
chr1:23030468-23059167,miR-6756-5p
chr1:23030468-23059167,miR-6758-5p
chr1:23030468-23059167,miR-6760-3p
chr1:23030468-23059167,miR-6761-5p
chr1:23030468-23059167,miR-6761-5p
chr1:23030468-23059167,miR-6762-3p
chr1:23030468-23059167,miR-6769a-5p
chr1:23030468-23059167,miR-6769b-5p
chr1:23030468-23059167,miR-6776-5p
chr1:23030468-23059167,miR-6779-5p
chr1:23030468-23059167,miR-6780a-5p
chr1:23030468-23059167,miR-6780b-5p
chr1:23030468-23059167,miR-6782-5p
chr1:23030468-23059167,miR-6786-5p
chr1:23030468-23059167,miR-6791-5p
chr1:23030468-23059167,miR-6797-5p
chr1:23030468-23059167,miR-6799-5p
chr1:23030468-23059167,miR-6802-5p
chr1:23030468-23059167,miR-6811-3p
chr1:23030468-23059167,miR-6815-3p
chr1:23030468-23059167,miR-6817-3p
chr1:23030468-23059167,miR-6819-3p
chr1:23030468-23059167,miR-6827-3p
chr1:23030468-23059167,miR-6831-5p
chr1:23030468-23059167,miR-6832-5p
chr1:23030468-23059167,miR-6833-3p
chr1:23030468-23059167,miR-6834-5p
chr1:23030468-23059167,miR-6842-5p
chr1:23030468-23059167,miR-6845-3p
chr1:23030468-23059167,miR-6846-5p
chr1:23030468-23059167,miR-6856-5p
chr1:23030468-23059167,miR-6861-5p
chr1:23030468-23059167,miR-6862-5p
chr1:23030468-23059167,miR-6868-3p
chr1:23030468-23059167,miR-6870-5p
chr1:23030468-23059167,miR-6873-3p
chr1:23030468-23059167,miR-6875-3p
chr1:23030468-23059167,miR-6877-3p
chr1:23030468-23059167,miR-6881-3p
chr1:23030468-23059167,miR-6882-3p
chr1:23030468-23059167,miR-6885-3p
chr1:23030468-23059167,miR-6893-3p
chr1:23030468-23059167,miR-6894-3p
chr1:23030468-23059167,miR-7107-3p
chr1:23030468-23059167,miR-7108-5p
chr1:23030468-23059167,miR-7110-3p
chr1:23030468-23059167,miR-7110-5p
chr1:23030468-23059167,miR-7111-5p
chr1:23030468-23059167,miR-7151-5p
chr1:23030468-23059167,miR-7151-5p
chr1:23030468-23059167,miR-7152-5p
chr1:23030468-23059167,miR-7153-3p
chr1:23030468-23059167,miR-760
chr1:23030468-23059167,miR-764
chr1:23030468-23059167,miR-769-5p
chr1:23030468-23059167,miR-7843-3p
chr1:23030468-23059167,miR-7848-3p
chr1:23030468-23059167,miR-8054
chr1:23030468-23059167,miR-8060
chr1:23030468-23059167,miR-8069
chr1:23030468-23059167,miR-8071
chr1:23030468-23059167,miR-8084
chr1:23030468-23059167,miR-8087
chr1:23030468-23059167,miR-875-3p
chr1:23030468-23059167,miR-877-3p
chr1:23030468-23059167,miR-889-3p
chr1:23030468-23059167,miR-891a-3p
chr1:23030468-23059167,miR-9-5p
chr1:23030468-23059167,miR-92a-1-5p
chr1:23030468-23059167,miR-92a-2-5p
chr1:23030468-23059167,miR-93-5p
chr1:23030468-23059167,miR-942-5p
chr1:23030468-23059167,miR-96-5p
chr1:805798-810170,miR-101-3p
chr1:805798-810170,miR-106a-3p
chr1:805798-810170,miR-1206
chr1:805798-810170,miR-1226-3p
chr1:805798-810170,miR-1236-3p
chr1:805798-810170,miR-1245a
chr1:805798-810170,miR-1253
chr1:805798-810170,miR-1253
chr1:805798-810170,miR-126-5p
chr1:805798-810170,miR-1276
chr1:805798-810170,miR-129-5p
chr1:805798-810170,miR-1295b-3p
chr1:805798-810170,miR-130-3p
chr1:805798-810170,miR-136-5p
chr1:805798-810170,miR-136-5p
chr1:805798-810170,miR-138-2-3p
chr1:805798-810170,miR-138-2-3p
chr1:805798-810170,miR-143-5p
chr1:805798-810170,miR-144-5p
chr1:805798-810170,miR-148a-5p
chr1:805798-810170,miR-148b-5p
chr1:805798-810170,miR-150-5p
chr1:805798-810170,miR-153-5p
chr1:805798-810170,miR-183-3p
chr1:805798-810170,miR-18a-5p
chr1:805798-810170,miR-18b-5p
chr1:805798-810170,miR-19-3p
chr1:805798-810170,miR-196-5p
chr1:805798-810170,miR-205-3p
chr1:805798-810170,miR-2113
chr1:805798-810170,miR-2115-5p
chr1:805798-810170,miR-2116-3p
chr1:805798-810170,miR-218-5p
chr1:805798-810170,miR-219a-2-3p
chr1:805798-810170,miR-219b-3p
chr1:805798-810170,miR-224-3p
chr1:805798-810170,miR-25-3p
chr1:805798-810170,miR-26-5p
chr1:805798-810170,miR-301-3p
chr1:805798-810170,miR-302-3p
chr1:805798-810170,miR-302a-5p
chr1:805798-810170,miR-3125
chr1:805798-810170,miR-3136-5p
chr1:805798-810170,miR-3145-3p
chr1:805798-810170,miR-3160-5p
chr1:805798-810170,miR-3161
chr1:805798-810170,miR-3168
chr1:805798-810170,miR-32-5p
chr1:805798-810170,miR-325-3p
chr1:805798-810170,miR-329-5p
chr1:805798-810170,miR-335-3p
chr1:805798-810170,miR-3609
chr1:805798-810170,miR-3616-5p
chr1:805798-810170,miR-363-3p
chr1:805798-810170,miR-367-3p
chr1:805798-810170,miR-3682-5p
chr1:805798-810170,miR-3689a-5p
chr1:805798-810170,miR-3689b-5p
chr1:805798-810170,miR-3689e
chr1:805798-810170,miR-3689f
chr1:805798-810170,miR-369-3p
chr1:805798-810170,miR-3691-3p
chr1:805798-810170,miR-372-3p
chr1:805798-810170,miR-373-3p
chr1:805798-810170,miR-376a-5p
chr1:805798-810170,miR-376c-3p
chr1:805798-810170,miR-379-5p
chr1:805798-810170,miR-3916
chr1:805798-810170,miR-3927-3p
chr1:805798-810170,miR-3976
chr1:805798-810170,miR-4272
chr1:805798-810170,miR-4311
chr1:805798-810170,miR-432-3p
chr1:805798-810170,miR-4325
chr1:805798-810170,miR-4328
chr1:805798-810170,miR-433-3p
chr1:805798-810170,miR-4439
chr1:805798-810170,miR-4451
chr1:805798-810170,miR-4452
chr1:805798-810170,miR-448
chr1:805798-810170,miR-4482-3p
chr1:805798-810170,miR-4482-3p
chr1:805798-810170,miR-4484
chr1:805798-810170,miR-452-5p
chr1:805798-810170,miR-4528
chr1:805798-810170,miR-454-3p
chr1:805798-810170,miR-4650-3p
chr1:805798-810170,miR-4662a-3p
chr1:805798-810170,miR-4671-5p
chr1:805798-810170,miR-4709-3p
chr1:805798-810170,miR-4713-5p
chr1:805798-810170,miR-4733-3p
chr1:805798-810170,miR-4735-3p
chr1:805798-810170,miR-4760-3p
chr1:805798-810170,miR-4761-5p
chr1:805798-810170,miR-4765
chr1:805798-810170,miR-4795-3p
chr1:805798-810170,miR-4795-5p
chr1:805798-810170,miR-493-3p
chr1:805798-810170,miR-496
chr1:805798-810170,miR-496.1
chr1:805798-810170,miR-498
chr1:805798-810170,miR-5000-5p
chr1:805798-810170,miR-5004-3p
chr1:805798-810170,miR-5010-3p
chr1:805798-810170,miR-513c-5p
chr1:805798-810170,miR-514b-5p
chr1:805798-810170,miR-515-5p
chr1:805798-810170,miR-515-5p
chr1:805798-810170,miR-516a-3p
chr1:805798-810170,miR-516b-3p
chr1:805798-810170,miR-519-3p
chr1:805798-810170,miR-519e-5p
chr1:805798-810170,miR-519e-5p
chr1:805798-810170,miR-520-3p
chr1:805798-810170,miR-522-3p
chr1:805798-810170,miR-532-3p
chr1:805798-810170,miR-532-5p
chr1:805798-810170,miR-548a-5p
chr1:805798-810170,miR-548ab
chr1:805798-810170,miR-548ad-5p
chr1:805798-810170,miR-548ae-3p
chr1:805798-810170,miR-548ae-5p
chr1:805798-810170,miR-548ah-3p
chr1:805798-810170,miR-548ah-5p
chr1:805798-810170,miR-548aj-3p
chr1:805798-810170,miR-548ak
chr1:805798-810170,miR-548am-3p
chr1:805798-810170,miR-548am-5p
chr1:805798-810170,miR-548an
chr1:805798-810170,miR-548ao-5p
chr1:805798-810170,miR-548ap-5p
chr1:805798-810170,miR-548aq-3p
chr1:805798-810170,miR-548aq-5p
chr1:805798-810170,miR-548ar-5p
chr1:805798-810170,miR-548as-5p
chr1:805798-810170,miR-548au-5p
chr1:805798-810170,miR-548ax
chr1:805798-810170,miR-548ay-5p
chr1:805798-810170,miR-548b-5p
chr1:805798-810170,miR-548bb-5p
chr1:805798-810170,miR-548c-5p
chr1:805798-810170,miR-548d-5p
chr1:805798-810170,miR-548h-5p
chr1:805798-810170,miR-548i
chr1:805798-810170,miR-548j-3p
chr1:805798-810170,miR-548j-5p
chr1:805798-810170,miR-548o-5p
chr1:805798-810170,miR-548w
chr1:805798-810170,miR-548x-3p
chr1:805798-810170,miR-548y
chr1:805798-810170,miR-5571-5p
chr1:805798-810170,miR-5582-3p
chr1:805798-810170,miR-5584-3p
chr1:805798-810170,miR-5585-5p
chr1:805798-810170,miR-559
chr1:805798-810170,miR-569
chr1:805798-810170,miR-5691
chr1:805798-810170,miR-573
chr1:805798-810170,miR-576-5p
chr1:805798-810170,miR-583
chr1:805798-810170,miR-592
chr1:805798-810170,miR-597-5p
chr1:805798-810170,miR-599
chr1:805798-810170,miR-6134
chr1:805798-810170,miR-616-3p
chr1:805798-810170,miR-624-5p
chr1:805798-810170,miR-628-3p
chr1:805798-810170,miR-629-3p
chr1:805798-810170,miR-629-3p
chr1:805798-810170,miR-636
chr1:805798-810170,miR-6513-3p
chr1:805798-810170,miR-6515-3p
chr1:805798-810170,miR-6515-3p
chr1:805798-810170,miR-655-3p
chr1:805798-810170,miR-664a-3p
chr1:805798-810170,miR-664a-3p
chr1:805798-810170,miR-6758-5p
chr1:805798-810170,miR-676-5p
chr1:805798-810170,miR-6768-3p
chr1:805798-810170,miR-6770-5p
chr1:805798-810170,miR-6770-5p
chr1:805798-810170,miR-6814-5p
chr1:805798-810170,miR-6815-3p
chr1:805798-810170,miR-6815-3p
chr1:805798-810170,miR-6831-5p
chr1:805798-810170,miR-6837-3p
chr1:805798-810170,miR-6856-5p
chr1:805798-810170,miR-6859-5p
chr1:805798-810170,miR-6867-3p
chr1:805798-810170,miR-6869-5p
chr1:805798-810170,miR-6872-3p
chr1:805798-810170,miR-6874-3p
chr1:805798-810170,miR-7154-5p
chr1:805798-810170,miR-7159-3p
chr1:805798-810170,miR-7159-3p
chr1:805798-810170,miR-7162-5p
chr1:805798-810170,miR-7703
chr1:805798-810170,miR-7850-5p
chr1:805798-810170,miR-8062
chr1:805798-810170,miR-8079
chr1:805798-810170,miR-8081
chr1:805798-810170,miR-892-3p
chr1:805798-810170,miR-92a-3p
chr1:805798-810170,miR-92b-3p
chr1:805798-810170,miR-935
chr1:805798-810170,miR-943
chr1:805798-810170,miR-98-5p
chr1:805798-810170,miR-let-7-5p
chr1:8361762-8422807,miR-1236-3p
chr1:8361762-8422807,miR-125-5p
chr1:8361762-8422807,miR-129-5p
chr1:8361762-8422807,miR-1298-5p
chr1:8361762-8422807,miR-1343-3p
chr1:8361762-8422807,miR-141-5p
chr1:8361762-8422807,miR-146a-3p
chr1:8361762-8422807,miR-148a-5p
chr1:8361762-8422807,miR-148b-5p
chr1:8361762-8422807,miR-152-5p
chr1:8361762-8422807,miR-2114-5p
chr1:8361762-8422807,miR-2116-5p
chr1:8361762-8422807,miR-22-5p
chr1:8361762-8422807,miR-2682-3p
chr1:8361762-8422807,miR-301a-5p
chr1:8361762-8422807,miR-301b-5p
chr1:8361762-8422807,miR-302b-5p
chr1:8361762-8422807,miR-302d-5p
chr1:8361762-8422807,miR-3168
chr1:8361762-8422807,miR-3182
chr1:8361762-8422807,miR-3185
chr1:8361762-8422807,miR-329-5p
chr1:8361762-8422807,miR-3663-5p
chr1:8361762-8422807,miR-3678-5p
chr1:8361762-8422807,miR-377-5p
chr1:8361762-8422807,miR-412-5p
chr1:8361762-8422807,miR-4324
chr1:8361762-8422807,miR-450-5p
chr1:8361762-8422807,miR-4633-5p
chr1:8361762-8422807,miR-4652-3p
chr1:8361762-8422807,miR-4659a-3p
chr1:8361762-8422807,miR-4659b-3p
chr1:8361762-8422807,miR-4670-3p
chr1:8361762-8422807,miR-4677-5p
chr1:8361762-8422807,miR-4682
chr1:8361762-8422807,miR-4691-5p
chr1:8361762-8422807,miR-4709-3p
chr1:8361762-8422807,miR-4743-3p
chr1:8361762-8422807,miR-4762-3p
chr1:8361762-8422807,miR-4778-5p
chr1:8361762-8422807,miR-5193
chr1:8361762-8422807,miR-532-5p
chr1:8361762-8422807,miR-544b
chr1:8361762-8422807,miR-5584-3p
chr1:8361762-8422807,miR-5588-3p
chr1:8361762-8422807,miR-597-3p
chr1:8361762-8422807,miR-6086
chr1:8361762-8422807,miR-616-3p
chr1:8361762-8422807,miR-623
chr1:8361762-8422807,miR-627-5p
chr1:8361762-8422807,miR-6514-3p
chr1:8361762-8422807,miR-655-5p
chr1:8361762-8422807,miR-660-3p
chr1:8361762-8422807,miR-661
chr1:8361762-8422807,miR-6749-3p
chr1:8361762-8422807,miR-676-3p
chr1:8361762-8422807,miR-6778-3p
chr1:8361762-8422807,miR-6781-3p
chr1:8361762-8422807,miR-6791-3p
chr1:8361762-8422807,miR-6792-3p
chr1:8361762-8422807,miR-6829-3p
chr1:8361762-8422807,miR-6836-3p
chr1:8361762-8422807,miR-6874-3p
chr1:8361762-8422807,miR-6875-3p
chr1:8361762-8422807,miR-6894-3p
chr1:8361762-8422807,miR-7152-3p
chr1:8361762-8422807,miR-937-5p
chr2:109564365-109593119,let-7c-3p
chr2:109564365-109593119,miR-1185-5p
chr2:109564365-109593119,miR-1199-5p
chr2:109564365-109593119,miR-1206
chr2:109564365-109593119,miR-122-3p
chr2:109564365-109593119,miR-1226-3p
chr2:109564365-109593119,miR-1238-3p
chr2:109564365-109593119,miR-1245b-3p
chr2:109564365-109593119,miR-1245b-5p
chr2:109564365-109593119,miR-1248
chr2:109564365-109593119,miR-1249-5p
chr2:109564365-109593119,miR-1250-3p
chr2:109564365-109593119,miR-1252-3p
chr2:109564365-109593119,miR-1254
chr2:109564365-109593119,miR-1260a
chr2:109564365-109593119,miR-1260b
chr2:109564365-109593119,miR-127-5p
chr2:109564365-109593119,miR-1270
chr2:109564365-109593119,miR-1271-3p
chr2:109564365-109593119,miR-1271-5p
chr2:109564365-109593119,miR-1273f
chr2:109564365-109593119,miR-128-3p
chr2:109564365-109593119,miR-1285-3p
chr2:109564365-109593119,miR-1292-5p
chr2:109564365-109593119,miR-1294
chr2:109564365-109593119,miR-1295b-3p
chr2:109564365-109593119,miR-1301-3p
chr2:109564365-109593119,miR-1303
chr2:109564365-109593119,miR-133a-3p.2
chr2:109564365-109593119,miR-133b
chr2:109564365-109593119,miR-134-3p
chr2:109564365-109593119,miR-1343-3p
chr2:109564365-109593119,miR-1343-3p
chr2:109564365-109593119,miR-138-1-3p
chr2:109564365-109593119,miR-140-5p
chr2:109564365-109593119,miR-141-3p
chr2:109564365-109593119,miR-145-5p
chr2:109564365-109593119,miR-1537-3p
chr2:109564365-109593119,miR-1587
chr2:109564365-109593119,miR-181b-5p
chr2:109564365-109593119,miR-182-5p
chr2:109564365-109593119,miR-188-3p
chr2:109564365-109593119,miR-19-5p
chr2:109564365-109593119,miR-1910-5p
chr2:109564365-109593119,miR-192-5p
chr2:109564365-109593119,miR-193a-3p
chr2:109564365-109593119,miR-193a-5p
chr2:109564365-109593119,miR-193a-5p
chr2:109564365-109593119,miR-193b-3p
chr2:109564365-109593119,miR-197-3p
chr2:109564365-109593119,miR-1976
chr2:109564365-109593119,miR-200a-3p
chr2:109564365-109593119,miR-203a-3p
chr2:109564365-109593119,miR-203a-3p.1
chr2:109564365-109593119,miR-203a-3p.1
chr2:109564365-109593119,miR-203a-3p.2
chr2:109564365-109593119,miR-204-5p
chr2:109564365-109593119,miR-211-5p
chr2:109564365-109593119,miR-2114-5p
chr2:109564365-109593119,miR-214-5p
chr2:109564365-109593119,miR-215-5p
chr2:109564365-109593119,miR-216a-3p
chr2:109564365-109593119,miR-22-5p
chr2:109564365-109593119,miR-223-3p
chr2:109564365-109593119,miR-224-5p
chr2:109564365-109593119,miR-2681-3p
chr2:109564365-109593119,miR-2681-5p
chr2:109564365-109593119,miR-26b-3p
chr2:109564365-109593119,miR-27a-3p
chr2:109564365-109593119,miR-27a-5p
chr2:109564365-109593119,miR-27b-3p
chr2:109564365-109593119,miR-27b-5p
chr2:109564365-109593119,miR-296-5p
chr2:109564365-109593119,miR-296-5p
chr2:109564365-109593119,miR-297
chr2:109564365-109593119,miR-299-3p
chr2:109564365-109593119,miR-29a-5p
chr2:109564365-109593119,miR-300
chr2:109564365-109593119,miR-301a-5p
chr2:109564365-109593119,miR-301b-5p
chr2:109564365-109593119,miR-302a-5p
chr2:109564365-109593119,miR-302c-5p
chr2:109564365-109593119,miR-3064-3p
chr2:109564365-109593119,miR-3065-5p
chr2:109564365-109593119,miR-3074-5p
chr2:109564365-109593119,miR-3115
chr2:109564365-109593119,miR-3116
chr2:109564365-109593119,miR-3119
chr2:109564365-109593119,miR-3120-3p
chr2:109564365-109593119,miR-3123
chr2:109564365-109593119,miR-3124-3p
chr2:109564365-109593119,miR-3125
chr2:109564365-109593119,miR-3126-3p
chr2:109564365-109593119,miR-3136-3p
chr2:109564365-109593119,miR-3142
chr2:109564365-109593119,miR-3143
chr2:109564365-109593119,miR-3151-3p
chr2:109564365-109593119,miR-3156-3p
chr2:109564365-109593119,miR-3182
chr2:109564365-109593119,miR-3182
chr2:109564365-109593119,miR-3187-5p
chr2:109564365-109593119,miR-3192-3p
chr2:109564365-109593119,miR-3200-3p
chr2:109564365-109593119,miR-320a
chr2:109564365-109593119,miR-320b
chr2:109564365-109593119,miR-320c
chr2:109564365-109593119,miR-320d
chr2:109564365-109593119,miR-323a-3p
chr2:109564365-109593119,miR-330-3p.2
chr2:109564365-109593119,miR-330-5p
chr2:109564365-109593119,miR-335-3p
chr2:109564365-109593119,miR-33a-3p
chr2:109564365-109593119,miR-33b-3p
chr2:109564365-109593119,miR-3529-3p
chr2:109564365-109593119,miR-3605-5p
chr2:109564365-109593119,miR-3607-3p
chr2:109564365-109593119,miR-3607-5p
chr2:109564365-109593119,miR-361-3p
chr2:109564365-109593119,miR-3611
chr2:109564365-109593119,miR-3611
chr2:109564365-109593119,miR-3617-5p
chr2:109564365-109593119,miR-3617-5p
chr2:109564365-109593119,miR-3618
chr2:109564365-109593119,miR-362-5p
chr2:109564365-109593119,miR-3620-5p
chr2:109564365-109593119,miR-3646
chr2:109564365-109593119,miR-3653-5p
chr2:109564365-109593119,miR-3664-5p
chr2:109564365-109593119,miR-3672
chr2:109564365-109593119,miR-3677-5p
chr2:109564365-109593119,miR-3679-3p
chr2:109564365-109593119,miR-3679-5p
chr2:109564365-109593119,miR-3681-3p
chr2:109564365-109593119,miR-3686
chr2:109564365-109593119,miR-3686
chr2:109564365-109593119,miR-3690
chr2:109564365-109593119,miR-3690
chr2:109564365-109593119,miR-3692-3p
chr2:109564365-109593119,miR-371a-3p
chr2:109564365-109593119,miR-371a-5p
chr2:109564365-109593119,miR-371b-3p
chr2:109564365-109593119,miR-374b-3p
chr2:109564365-109593119,miR-375
chr2:109564365-109593119,miR-376a-3p
chr2:109564365-109593119,miR-376b-3p
chr2:109564365-109593119,miR-378a-3p
chr2:109564365-109593119,miR-378b
chr2:109564365-109593119,miR-378c
chr2:109564365-109593119,miR-378d
chr2:109564365-109593119,miR-378e
chr2:109564365-109593119,miR-378f
chr2:109564365-109593119,miR-378g
chr2:109564365-109593119,miR-378h
chr2:109564365-109593119,miR-378i
chr2:109564365-109593119,miR-381-3p
chr2:109564365-109593119,miR-381-3p
chr2:109564365-109593119,miR-382-5p
chr2:109564365-109593119,miR-382-5p
chr2:109564365-109593119,miR-383-5p.1
chr2:109564365-109593119,miR-3912-5p
chr2:109564365-109593119,miR-3916
chr2:109564365-109593119,miR-3919
chr2:109564365-109593119,miR-3920
chr2:109564365-109593119,miR-3921
chr2:109564365-109593119,miR-3925-3p
chr2:109564365-109593119,miR-3928-3p
chr2:109564365-109593119,miR-3929
chr2:109564365-109593119,miR-3942-5p
chr2:109564365-109593119,miR-411-3p
chr2:109564365-109593119,miR-421
chr2:109564365-109593119,miR-422a
chr2:109564365-109593119,miR-4254
chr2:109564365-109593119,miR-4254
chr2:109564365-109593119,miR-4256
chr2:109564365-109593119,miR-4265
chr2:109564365-109593119,miR-4269
chr2:109564365-109593119,miR-4277
chr2:109564365-109593119,miR-4279
chr2:109564365-109593119,miR-4296
chr2:109564365-109593119,miR-4301
chr2:109564365-109593119,miR-4302
chr2:109564365-109593119,miR-4303
chr2:109564365-109593119,miR-4307
chr2:109564365-109593119,miR-4314
chr2:109564365-109593119,miR-4316
chr2:109564365-109593119,miR-4317
chr2:109564365-109593119,miR-432-5p
chr2:109564365-109593119,miR-4322
chr2:109564365-109593119,miR-4328
chr2:109564365-109593119,miR-4417
chr2:109564365-109593119,miR-4419b
chr2:109564365-109593119,miR-4422
chr2:109564365-109593119,miR-4423-5p
chr2:109564365-109593119,miR-4425
chr2:109564365-109593119,miR-4435
chr2:109564365-109593119,miR-4436b-5p
chr2:109564365-109593119,miR-4437
chr2:109564365-109593119,miR-4443
chr2:109564365-109593119,miR-4445-3p
chr2:109564365-109593119,miR-4470
chr2:109564365-109593119,miR-4471
chr2:109564365-109593119,miR-4478
chr2:109564365-109593119,miR-4486
chr2:109564365-109593119,miR-4491
chr2:109564365-109593119,miR-4496
chr2:109564365-109593119,miR-4499
chr2:109564365-109593119,miR-4506
chr2:109564365-109593119,miR-450a-1-3p
chr2:109564365-109593119,miR-4514
chr2:109564365-109593119,miR-452-3p
chr2:109564365-109593119,miR-4527
chr2:109564365-109593119,miR-4532
chr2:109564365-109593119,miR-455-3p.1
chr2:109564365-109593119,miR-4638-3p
chr2:109564365-109593119,miR-4639-3p
chr2:109564365-109593119,miR-4648
chr2:109564365-109593119,miR-4652-3p
chr2:109564365-109593119,miR-4653-3p
chr2:109564365-109593119,miR-4653-5p
chr2:109564365-109593119,miR-4657
chr2:109564365-109593119,miR-4659a-3p
chr2:109564365-109593119,miR-4659a-5p
chr2:109564365-109593119,miR-4659a-5p
chr2:109564365-109593119,miR-4659b-3p
chr2:109564365-109593119,miR-4659b-5p
chr2:109564365-109593119,miR-4659b-5p
chr2:109564365-109593119,miR-4666a-3p
chr2:109564365-109593119,miR-4674
chr2:109564365-109593119,miR-4676-5p
chr2:109564365-109593119,miR-4677-3p
chr2:109564365-109593119,miR-4683
chr2:109564365-109593119,miR-4686
chr2:109564365-109593119,miR-4691-5p
chr2:109564365-109593119,miR-4692
chr2:109564365-109593119,miR-4693-3p
chr2:109564365-109593119,miR-4694-3p
chr2:109564365-109593119,miR-4697-3p
chr2:109564365-109593119,miR-4703-5p
chr2:109564365-109593119,miR-4705
chr2:109564365-109593119,miR-4709-3p
chr2:109564365-109593119,miR-4711-3p
chr2:109564365-109593119,miR-4714-5p
chr2:109564365-109593119,miR-4717-3p
chr2:109564365-109593119,miR-4733-3p
chr2:109564365-109593119,miR-4742-3p
