hg38,miRNA
chr9:63814263-63817700,miR-3960
chr9:63814263-63817700,miR-3976
chr9:63814263-63817700,miR-3978
chr9:63814263-63817700,miR-423-5p
chr9:63814263-63817700,miR-4251
chr9:63814263-63817700,miR-4257
chr9:63814263-63817700,miR-4258
chr9:63814263-63817700,miR-4261
chr9:63814263-63817700,miR-4267
chr9:63814263-63817700,miR-4268
chr9:63814263-63817700,miR-4270
chr9:63814263-63817700,miR-4279
chr9:63814263-63817700,miR-4286
chr9:63814263-63817700,miR-4287
chr9:63814263-63817700,miR-4288
chr9:63814263-63817700,miR-4290
chr9:63814263-63817700,miR-4292
chr9:63814263-63817700,miR-4298
chr9:63814263-63817700,miR-4306
chr9:63814263-63817700,miR-4307
chr9:63814263-63817700,miR-4313
chr9:63814263-63817700,miR-4319
chr9:63814263-63817700,miR-432-5p
chr9:63814263-63817700,miR-4322
chr9:63814263-63817700,miR-4323
chr9:63814263-63817700,miR-4324
chr9:63814263-63817700,miR-4328
chr9:63814263-63817700,miR-4329
chr9:63814263-63817700,miR-4417
chr9:63814263-63817700,miR-4419a
chr9:63814263-63817700,miR-4427
chr9:63814263-63817700,miR-4428
chr9:63814263-63817700,miR-4430
chr9:63814263-63817700,miR-4434
chr9:63814263-63817700,miR-4436b-3p
chr9:63814263-63817700,miR-4438
chr9:63814263-63817700,miR-4441
chr9:63814263-63817700,miR-4443
chr9:63814263-63817700,miR-4445-3p
chr9:63814263-63817700,miR-4445-5p
chr9:63814263-63817700,miR-4446-3p
chr9:63814263-63817700,miR-4449
chr9:63814263-63817700,miR-4451
chr9:63814263-63817700,miR-4453
chr9:63814263-63817700,miR-4462
chr9:63814263-63817700,miR-4474-3p
chr9:63814263-63817700,miR-4479
chr9:63814263-63817700,miR-4483
chr9:63814263-63817700,miR-4485-3p
chr9:63814263-63817700,miR-4485-5p
chr9:63814263-63817700,miR-4492
chr9:63814263-63817700,miR-4497
chr9:63814263-63817700,miR-4498
chr9:63814263-63817700,miR-4505
chr9:63814263-63817700,miR-4507
chr9:63814263-63817700,miR-450b-3p
chr9:63814263-63817700,miR-4510
chr9:63814263-63817700,miR-4512
chr9:63814263-63817700,miR-4514
chr9:63814263-63817700,miR-4516
chr9:63814263-63817700,miR-4519
chr9:63814263-63817700,miR-451b
chr9:63814263-63817700,miR-4520-5p
chr9:63814263-63817700,miR-4524a-3p
chr9:63814263-63817700,miR-4531
chr9:63814263-63817700,miR-4532
chr9:63814263-63817700,miR-4533
chr9:63814263-63817700,miR-4534
chr9:63814263-63817700,miR-4537
chr9:63814263-63817700,miR-455-3p.2
chr9:63814263-63817700,miR-4632-3p
chr9:63814263-63817700,miR-4633-3p
chr9:63814263-63817700,miR-4633-5p
chr9:63814263-63817700,miR-4635
chr9:63814263-63817700,miR-4640-3p
chr9:63814263-63817700,miR-4644
chr9:63814263-63817700,miR-4645-5p
chr9:63814263-63817700,miR-4646-5p
chr9:63814263-63817700,miR-4649-3p
chr9:63814263-63817700,miR-4649-5p
chr9:63814263-63817700,miR-4656
chr9:63814263-63817700,miR-466
chr9:63814263-63817700,miR-4660
chr9:63814263-63817700,miR-4661-3p
chr9:63814263-63817700,miR-4664-5p
chr9:63814263-63817700,miR-4665-5p
chr9:63814263-63817700,miR-4667-3p
chr9:63814263-63817700,miR-4668-3p
chr9:63814263-63817700,miR-4671-5p
chr9:63814263-63817700,miR-4673
chr9:63814263-63817700,miR-4675
chr9:63814263-63817700,miR-4682
chr9:63814263-63817700,miR-4685-3p
chr9:63814263-63817700,miR-4685-5p
chr9:63814263-63817700,miR-4688
chr9:63814263-63817700,miR-4690-3p
chr9:63814263-63817700,miR-4692
chr9:63814263-63817700,miR-4693-5p
chr9:63814263-63817700,miR-4694-3p
chr9:63814263-63817700,miR-4700-3p
chr9:63814263-63817700,miR-4703-3p
chr9:63814263-63817700,miR-4704-3p
chr9:63814263-63817700,miR-4707-5p
chr9:63814263-63817700,miR-4708-3p
chr9:63814263-63817700,miR-4710
chr9:63814263-63817700,miR-4712-5p
chr9:63814263-63817700,miR-4713-3p
chr9:63814263-63817700,miR-4716-3p
chr9:63814263-63817700,miR-4716-5p
chr9:63814263-63817700,miR-4717-3p
chr9:63814263-63817700,miR-4722-3p
chr9:63814263-63817700,miR-4723-3p
chr9:63814263-63817700,miR-4726-3p
chr9:63814263-63817700,miR-4727-5p
chr9:63814263-63817700,miR-4728-5p
chr9:63814263-63817700,miR-4730
chr9:63814263-63817700,miR-4731-3p
chr9:63814263-63817700,miR-4732-3p
chr9:63814263-63817700,miR-4732-5p
chr9:63814263-63817700,miR-4738-5p
chr9:63814263-63817700,miR-4739
chr9:63814263-63817700,miR-4740-3p
chr9:63814263-63817700,miR-4741
chr9:63814263-63817700,miR-4742-5p
chr9:63814263-63817700,miR-4743-5p
chr9:63814263-63817700,miR-4744
chr9:63814263-63817700,miR-4745-3p
chr9:63814263-63817700,miR-4747-3p
chr9:63814263-63817700,miR-4747-5p
chr9:63814263-63817700,miR-4749-3p
chr9:63814263-63817700,miR-4749-5p
chr9:63814263-63817700,miR-4751
chr9:63814263-63817700,miR-4755-5p
chr9:63814263-63817700,miR-4756-5p
chr9:63814263-63817700,miR-4757-5p
chr9:63814263-63817700,miR-4758-3p
chr9:63814263-63817700,miR-4762-3p
chr9:63814263-63817700,miR-4763-3p
chr9:63814263-63817700,miR-4769-5p
chr9:63814263-63817700,miR-4772-5p
chr9:63814263-63817700,miR-4773
chr9:63814263-63817700,miR-4774-5p
chr9:63814263-63817700,miR-4779
chr9:63814263-63817700,miR-4793-5p
chr9:63814263-63817700,miR-4797-5p
chr9:63814263-63817700,miR-4801
chr9:63814263-63817700,miR-4804-5p
chr9:63814263-63817700,miR-483-3p.1
chr9:63814263-63817700,miR-484
chr9:63814263-63817700,miR-486-3p
chr9:63814263-63817700,miR-4999-3p
chr9:63814263-63817700,miR-5001-3p
chr9:63814263-63817700,miR-5001-5p
chr9:63814263-63817700,miR-5004-3p
chr9:63814263-63817700,miR-5004-5p
chr9:63814263-63817700,miR-5006-3p
chr9:63814263-63817700,miR-5006-5p
chr9:63814263-63817700,miR-500b-3p
chr9:63814263-63817700,miR-504-3p
chr9:63814263-63817700,miR-504-5p.1
chr9:63814263-63817700,miR-5047
chr9:63814263-63817700,miR-505-3p.1
chr9:63814263-63817700,miR-505-5p
chr9:63814263-63817700,miR-5088-3p
chr9:63814263-63817700,miR-5088-5p
chr9:63814263-63817700,miR-5090
chr9:63814263-63817700,miR-5091
chr9:63814263-63817700,miR-510-5p
chr9:63814263-63817700,miR-512-3p
chr9:63814263-63817700,miR-516a-3p
chr9:63814263-63817700,miR-516b-3p
chr9:63814263-63817700,miR-5186
chr9:63814263-63817700,miR-5187-5p
chr9:63814263-63817700,miR-5189-3p
chr9:63814263-63817700,miR-5189-5p
chr9:63814263-63817700,miR-5192
chr9:63814263-63817700,miR-5193
chr9:63814263-63817700,miR-5194
chr9:63814263-63817700,miR-5195-3p
chr9:63814263-63817700,miR-5196-5p
chr9:63814263-63817700,miR-519d-5p
chr9:63814263-63817700,miR-541-3p
chr9:63814263-63817700,miR-542-5p
chr9:63814263-63817700,miR-544b
chr9:63814263-63817700,miR-548an
chr9:63814263-63817700,miR-548ao-5p
chr9:63814263-63817700,miR-548ax
chr9:63814263-63817700,miR-548m
chr9:63814263-63817700,miR-548s
chr9:63814263-63817700,miR-548v
chr9:63814263-63817700,miR-550a-3-5p
chr9:63814263-63817700,miR-550a-5p
chr9:63814263-63817700,miR-551a
chr9:63814263-63817700,miR-551b-3p
chr9:63814263-63817700,miR-5584-5p
chr9:63814263-63817700,miR-5588-3p
chr9:63814263-63817700,miR-566
chr9:63814263-63817700,miR-5681a
chr9:63814263-63817700,miR-5683
chr9:63814263-63817700,miR-5685
chr9:63814263-63817700,miR-5693
chr9:63814263-63817700,miR-5703
chr9:63814263-63817700,miR-5706
chr9:63814263-63817700,miR-5708
chr9:63814263-63817700,miR-571
chr9:63814263-63817700,miR-5739
chr9:63814263-63817700,miR-574-3p
chr9:63814263-63817700,miR-583
chr9:63814263-63817700,miR-584-3p
chr9:63814263-63817700,miR-591
chr9:63814263-63817700,miR-597-3p
chr9:63814263-63817700,miR-602
chr9:63814263-63817700,miR-605-3p
chr9:63814263-63817700,miR-605-5p
chr9:63814263-63817700,miR-6071
chr9:63814263-63817700,miR-6075
chr9:63814263-63817700,miR-6081
chr9:63814263-63817700,miR-6085
chr9:63814263-63817700,miR-6088
chr9:63814263-63817700,miR-609
chr9:63814263-63817700,miR-6090
chr9:63814263-63817700,miR-6124
chr9:63814263-63817700,miR-6125
chr9:63814263-63817700,miR-6127
chr9:63814263-63817700,miR-6129
chr9:63814263-63817700,miR-6130
chr9:63814263-63817700,miR-6133
chr9:63814263-63817700,miR-6134
chr9:63814263-63817700,miR-615-5p
chr9:63814263-63817700,miR-619-5p
chr9:63814263-63817700,miR-620
chr9:63814263-63817700,miR-623
chr9:63814263-63817700,miR-626
chr9:63814263-63817700,miR-627-3p
chr9:63814263-63817700,miR-627-5p
chr9:63814263-63817700,miR-632
chr9:63814263-63817700,miR-642a-5p
chr9:63814263-63817700,miR-6499-3p
chr9:63814263-63817700,miR-6499-5p
chr9:63814263-63817700,miR-6500-5p
chr9:63814263-63817700,miR-6504-3p
chr9:63814263-63817700,miR-6507-3p
chr9:63814263-63817700,miR-6510-5p
chr9:63814263-63817700,miR-6511a-3p
chr9:63814263-63817700,miR-6511a-5p
chr9:63814263-63817700,miR-6511b-3p
chr9:63814263-63817700,miR-6511b-5p
chr9:63814263-63817700,miR-6512-3p
chr9:63814263-63817700,miR-6514-3p
chr9:63814263-63817700,miR-6515-5p
chr9:63814263-63817700,miR-6516-5p
chr9:63814263-63817700,miR-654-5p
chr9:63814263-63817700,miR-660-3p
chr9:63814263-63817700,miR-661
chr9:63814263-63817700,miR-662
chr9:63814263-63817700,miR-663a
chr9:63814263-63817700,miR-663b
chr9:63814263-63817700,miR-670-3p
chr9:63814263-63817700,miR-670-5p
chr9:63814263-63817700,miR-6715a-3p
chr9:63814263-63817700,miR-6720-5p
chr9:63814263-63817700,miR-6721-5p
chr9:63814263-63817700,miR-6722-5p
chr9:63814263-63817700,miR-6723-5p
chr9:63814263-63817700,miR-6724-5p
chr9:63814263-63817700,miR-6727-3p
chr9:63814263-63817700,miR-6728-3p
chr9:63814263-63817700,miR-6728-5p
chr9:63814263-63817700,miR-6731-5p
chr9:63814263-63817700,miR-6733-5p
chr9:63814263-63817700,miR-6734-3p
chr9:63814263-63817700,miR-6734-5p
chr9:63814263-63817700,miR-6735-5p
chr9:63814263-63817700,miR-6736-3p
chr9:63814263-63817700,miR-6738-3p
chr9:63814263-63817700,miR-6738-5p
chr9:63814263-63817700,miR-6739-5p
chr9:63814263-63817700,miR-6740-3p
chr9:63814263-63817700,miR-6741-3p
chr9:63814263-63817700,miR-6741-5p
chr9:63814263-63817700,miR-6742-3p
chr9:63814263-63817700,miR-6743-5p
chr9:63814263-63817700,miR-6744-3p
chr9:63814263-63817700,miR-6745
chr9:63814263-63817700,miR-6746-3p
chr9:63814263-63817700,miR-6747-5p
chr9:63814263-63817700,miR-6748-3p
chr9:63814263-63817700,miR-6749-3p
chr9:63814263-63817700,miR-6751-5p
chr9:63814263-63817700,miR-6752-5p
chr9:63814263-63817700,miR-6753-5p
chr9:63814263-63817700,miR-6754-5p
chr9:63814263-63817700,miR-6755-5p
chr9:63814263-63817700,miR-6756-5p
chr9:63814263-63817700,miR-6757-5p
chr9:63814263-63817700,miR-6758-5p
chr9:63814263-63817700,miR-6760-5p
chr9:63814263-63817700,miR-6762-3p
chr9:63814263-63817700,miR-6762-5p
chr9:63814263-63817700,miR-6764-3p
chr9:63814263-63817700,miR-6764-5p
chr9:63814263-63817700,miR-6765-3p
chr9:63814263-63817700,miR-6766-5p
chr9:63814263-63817700,miR-6767-3p
chr9:63814263-63817700,miR-6768-5p
chr9:63814263-63817700,miR-6769b-3p
chr9:63814263-63817700,miR-6769b-5p
chr9:63814263-63817700,miR-6770-3p
chr9:63814263-63817700,miR-6770-5p
chr9:63814263-63817700,miR-6773-5p
chr9:63814263-63817700,miR-6774-3p
chr9:63814263-63817700,miR-6775-5p
chr9:63814263-63817700,miR-6778-3p
chr9:63814263-63817700,miR-6780a-5p
chr9:63814263-63817700,miR-6780b-5p
chr9:63814263-63817700,miR-6781-3p
chr9:63814263-63817700,miR-6781-5p
chr9:63814263-63817700,miR-6782-5p
chr9:63814263-63817700,miR-6783-3p
chr9:63814263-63817700,miR-6784-5p
chr9:63814263-63817700,miR-6785-3p
chr9:63814263-63817700,miR-6785-5p
chr9:63814263-63817700,miR-6787-3p
chr9:63814263-63817700,miR-6787-5p
chr9:63814263-63817700,miR-6789-3p
chr9:63814263-63817700,miR-6790-3p
chr9:63814263-63817700,miR-6791-3p
chr9:63814263-63817700,miR-6791-5p
chr9:63814263-63817700,miR-6794-5p
chr9:63814263-63817700,miR-6796-5p
chr9:63814263-63817700,miR-6797-5p
chr9:63814263-63817700,miR-6798-5p
chr9:63814263-63817700,miR-6799-3p
chr9:63814263-63817700,miR-6799-5p
chr9:63814263-63817700,miR-6801-3p
chr9:63814263-63817700,miR-6805-3p
chr9:63814263-63817700,miR-6808-5p
chr9:63814263-63817700,miR-6809-5p
chr9:63814263-63817700,miR-6810-3p
chr9:63814263-63817700,miR-6810-5p
chr9:63814263-63817700,miR-6813-5p
chr9:63814263-63817700,miR-6819-5p
chr9:63814263-63817700,miR-6821-3p
chr9:63814263-63817700,miR-6821-5p
chr9:63814263-63817700,miR-6822-3p
chr9:63814263-63817700,miR-6825-5p
chr9:63814263-63817700,miR-6826-3p
chr9:63814263-63817700,miR-6827-3p
chr9:63814263-63817700,miR-6829-3p
chr9:63814263-63817700,miR-6829-5p
chr9:63814263-63817700,miR-6831-5p
chr9:63814263-63817700,miR-6832-3p
chr9:63814263-63817700,miR-6835-3p
chr9:63814263-63817700,miR-6836-3p
chr9:63814263-63817700,miR-6836-5p
chr9:63814263-63817700,miR-6837-5p
chr9:63814263-63817700,miR-6840-3p
chr9:63814263-63817700,miR-6842-3p
chr9:63814263-63817700,miR-6842-5p
chr9:63814263-63817700,miR-6845-3p
chr9:63814263-63817700,miR-6845-5p
chr9:63814263-63817700,miR-6846-3p
chr9:63814263-63817700,miR-6846-5p
chr9:63814263-63817700,miR-6849-3p
chr9:63814263-63817700,miR-6850-5p
chr9:63814263-63817700,miR-6851-3p
chr9:63814263-63817700,miR-6851-5p
chr9:63814263-63817700,miR-6852-5p
chr9:63814263-63817700,miR-6853-5p
chr9:63814263-63817700,miR-6854-5p
chr9:63814263-63817700,miR-6856-3p
chr9:63814263-63817700,miR-6856-5p
chr9:63814263-63817700,miR-6859-3p
chr9:63814263-63817700,miR-6859-5p
chr9:63814263-63817700,miR-6860
chr9:63814263-63817700,miR-6863
chr9:63814263-63817700,miR-6864-3p
chr9:63814263-63817700,miR-6864-5p
chr9:63814263-63817700,miR-6867-3p
chr9:63814263-63817700,miR-6867-5p
chr9:63814263-63817700,miR-6868-3p
chr9:63814263-63817700,miR-6869-3p
chr9:63814263-63817700,miR-6873-3p
chr9:63814263-63817700,miR-6873-5p
chr9:63814263-63817700,miR-6874-5p
chr9:63814263-63817700,miR-6875-5p
chr9:63814263-63817700,miR-6876-3p
chr9:63814263-63817700,miR-6876-5p
chr9:63814263-63817700,miR-6877-5p
chr9:63814263-63817700,miR-6878-5p
chr9:63814263-63817700,miR-6880-5p
chr9:63814263-63817700,miR-6882-3p
chr9:63814263-63817700,miR-6883-5p
chr9:63814263-63817700,miR-6884-3p
chr9:63814263-63817700,miR-6884-5p
chr9:63814263-63817700,miR-6886-3p
chr9:63814263-63817700,miR-6887-3p
chr9:63814263-63817700,miR-6887-5p
chr9:63814263-63817700,miR-6888-5p
chr9:63814263-63817700,miR-6892-3p
chr9:63814263-63817700,miR-6893-3p
chr9:63814263-63817700,miR-6893-5p
chr9:63814263-63817700,miR-6894-5p
chr9:63814263-63817700,miR-7-5p
chr9:63814263-63817700,miR-7106-3p
chr9:63814263-63817700,miR-7106-5p
chr9:63814263-63817700,miR-7108-3p
chr9:63814263-63817700,miR-711
chr9:63814263-63817700,miR-7110-5p
chr9:63814263-63817700,miR-7111-3p
chr9:63814263-63817700,miR-7112-3p
chr9:63814263-63817700,miR-7112-5p
chr9:63814263-63817700,miR-7113-3p
chr9:63814263-63817700,miR-7113-5p
chr9:63814263-63817700,miR-7114-5p
chr9:63814263-63817700,miR-7151-3p
chr9:63814263-63817700,miR-7151-5p
chr9:63814263-63817700,miR-7155-3p
chr9:63814263-63817700,miR-7156-3p
chr9:63814263-63817700,miR-7158-5p
chr9:63814263-63817700,miR-7159-5p
chr9:63814263-63817700,miR-7162-3p
chr9:63814263-63817700,miR-7162-5p
chr9:63814263-63817700,miR-744-5p
chr9:63814263-63817700,miR-7515
chr9:63814263-63817700,miR-759
chr9:63814263-63817700,miR-760
chr9:63814263-63817700,miR-762
chr9:63814263-63817700,miR-765
chr9:63814263-63817700,miR-766-5p
chr9:63814263-63817700,miR-767-5p
chr9:63814263-63817700,miR-769-3p
chr9:63814263-63817700,miR-769-5p
chr9:63814263-63817700,miR-7706
chr9:63814263-63817700,miR-7845-5p
chr9:63814263-63817700,miR-7846-3p
chr9:63814263-63817700,miR-7848-3p
chr9:63814263-63817700,miR-7851-3p
chr9:63814263-63817700,miR-7976
chr9:63814263-63817700,miR-7977
chr9:63814263-63817700,miR-8072
chr9:63814263-63817700,miR-8073
chr9:63814263-63817700,miR-8075
chr9:63814263-63817700,miR-8077
chr9:63814263-63817700,miR-8078
chr9:63814263-63817700,miR-8082
chr9:63814263-63817700,miR-8085
chr9:63814263-63817700,miR-8485
chr9:63814263-63817700,miR-873-5p.1
chr9:63814263-63817700,miR-874-3p
chr9:63814263-63817700,miR-874-5p
chr9:63814263-63817700,miR-877-3p
chr9:63814263-63817700,miR-892c-3p
chr9:63814263-63817700,miR-920
chr9:63814263-63817700,miR-924
chr9:63814263-63817700,miR-93-3p
chr9:63814263-63817700,miR-934
chr9:63814263-63817700,miR-938
chr9:63814263-63817700,miR-939-3p
chr9:63814263-63817700,miR-939-5p
chr9:63814263-63817700,miR-940
chr10:100354426-100354632,let-7i-3p
chr10:100354426-100354632,miR-100-5p
chr10:100354426-100354632,miR-1182
chr10:100354426-100354632,miR-1185-5p
chr10:100354426-100354632,miR-1193
chr10:100354426-100354632,miR-1207-3p
chr10:100354426-100354632,miR-1226-3p
chr10:100354426-100354632,miR-1226-3p
chr10:100354426-100354632,miR-1227-3p
chr10:100354426-100354632,miR-1231
chr10:100354426-100354632,miR-1233-3p
chr10:100354426-100354632,miR-1243
chr10:100354426-100354632,miR-1244
chr10:100354426-100354632,miR-1253
chr10:100354426-100354632,miR-1254
chr10:100354426-100354632,miR-1255b-2-3p
chr10:100354426-100354632,miR-1283
chr10:100354426-100354632,miR-1285-3p
chr10:100354426-100354632,miR-1287-5p
chr10:100354426-100354632,miR-1299
chr10:100354426-100354632,miR-130b-5p
chr10:100354426-100354632,miR-148-3p
chr10:100354426-100354632,miR-151-3p
chr10:100354426-100354632,miR-152-3p
chr10:100354426-100354632,miR-1825
chr10:100354426-100354632,miR-192-5p
chr10:100354426-100354632,miR-197-3p
chr10:100354426-100354632,miR-1973
chr10:100354426-100354632,miR-199-5p
chr10:100354426-100354632,miR-203b-5p
chr10:100354426-100354632,miR-20b-3p
chr10:100354426-100354632,miR-21-3p
chr10:100354426-100354632,miR-215-5p
chr10:100354426-100354632,miR-2277-3p
chr10:100354426-100354632,miR-28-3p
chr10:100354426-100354632,miR-28-5p
chr10:100354426-100354632,miR-29-3p
chr10:100354426-100354632,miR-302c-3p.2
chr10:100354426-100354632,miR-3116
chr10:100354426-100354632,miR-3127-3p
chr10:100354426-100354632,miR-3137
chr10:100354426-100354632,miR-3177-3p
chr10:100354426-100354632,miR-3180-5p
chr10:100354426-100354632,miR-3187-5p
chr10:100354426-100354632,miR-3200-5p
chr10:100354426-100354632,miR-320e
chr10:100354426-100354632,miR-323a-5p
chr10:100354426-100354632,miR-323a-5p
chr10:100354426-100354632,miR-3591-3p
chr10:100354426-100354632,miR-3605-3p
chr10:100354426-100354632,miR-3605-5p
chr10:100354426-100354632,miR-3617-3p
chr10:100354426-100354632,miR-3654
chr10:100354426-100354632,miR-3655
chr10:100354426-100354632,miR-3661
chr10:100354426-100354632,miR-3663-3p
chr10:100354426-100354632,miR-3679-5p
chr10:100354426-100354632,miR-3686
chr10:100354426-100354632,miR-3691-3p
chr10:100354426-100354632,miR-370-5p
chr10:100354426-100354632,miR-376-3p
chr10:100354426-100354632,miR-378-3p
chr10:100354426-100354632,miR-378j
chr10:100354426-100354632,miR-3913-3p
chr10:100354426-100354632,miR-3915
chr10:100354426-100354632,miR-3928-5p
chr10:100354426-100354632,miR-3974
chr10:100354426-100354632,miR-423-3p
chr10:100354426-100354632,miR-425-3p
chr10:100354426-100354632,miR-4251
chr10:100354426-100354632,miR-4256
chr10:100354426-100354632,miR-4279
chr10:100354426-100354632,miR-4288
chr10:100354426-100354632,miR-4299
chr10:100354426-100354632,miR-4305
chr10:100354426-100354632,miR-4310
chr10:100354426-100354632,miR-4329
chr10:100354426-100354632,miR-433-5p
chr10:100354426-100354632,miR-4417
chr10:100354426-100354632,miR-4431
chr10:100354426-100354632,miR-4455
chr10:100354426-100354632,miR-4456
chr10:100354426-100354632,miR-4463
chr10:100354426-100354632,miR-4494
chr10:100354426-100354632,miR-4499
chr10:100354426-100354632,miR-4522
chr10:100354426-100354632,miR-4539
chr10:100354426-100354632,miR-4641
chr10:100354426-100354632,miR-4644
chr10:100354426-100354632,miR-4663
chr10:100354426-100354632,miR-4715-3p
chr10:100354426-100354632,miR-4733-3p
chr10:100354426-100354632,miR-4733-3p
chr10:100354426-100354632,miR-4738-3p
chr10:100354426-100354632,miR-4750-3p
chr10:100354426-100354632,miR-4753-3p
chr10:100354426-100354632,miR-4761-5p
chr10:100354426-100354632,miR-4771
chr10:100354426-100354632,miR-485-5p
chr10:100354426-100354632,miR-4999-3p
chr10:100354426-100354632,miR-499a-3p
chr10:100354426-100354632,miR-499b-3p
chr10:100354426-100354632,miR-499b-5p
chr10:100354426-100354632,miR-5009-5p
chr10:100354426-100354632,miR-5088-3p
chr10:100354426-100354632,miR-512-3p
chr10:100354426-100354632,miR-5189-3p
chr10:100354426-100354632,miR-5189-5p
chr10:100354426-100354632,miR-518c-5p
chr10:100354426-100354632,miR-520-3p
chr10:100354426-100354632,miR-525-5p
chr10:100354426-100354632,miR-539-5p
chr10:100354426-100354632,miR-541-3p
chr10:100354426-100354632,miR-548a-3p
chr10:100354426-100354632,miR-548ar-3p
chr10:100354426-100354632,miR-548av-3p
chr10:100354426-100354632,miR-548az-3p
chr10:100354426-100354632,miR-548e-3p
chr10:100354426-100354632,miR-548f-3p
chr10:100354426-100354632,miR-548q
chr10:100354426-100354632,miR-555
chr10:100354426-100354632,miR-5582-3p
chr10:100354426-100354632,miR-5582-3p
chr10:100354426-100354632,miR-5585-3p
chr10:100354426-100354632,miR-5587-5p
chr10:100354426-100354632,miR-5587-5p
chr10:100354426-100354632,miR-5589-5p
chr10:100354426-100354632,miR-564
chr10:100354426-100354632,miR-564
chr10:100354426-100354632,miR-570-3p
chr10:100354426-100354632,miR-580-3p
chr10:100354426-100354632,miR-581
chr10:100354426-100354632,miR-582-3p
chr10:100354426-100354632,miR-6079
chr10:100354426-100354632,miR-609
chr10:100354426-100354632,miR-612
chr10:100354426-100354632,miR-6128
chr10:100354426-100354632,miR-624-3p
chr10:100354426-100354632,miR-631
chr10:100354426-100354632,miR-632
chr10:100354426-100354632,miR-6508-5p
chr10:100354426-100354632,miR-6512-5p
chr10:100354426-100354632,miR-654-5p
chr10:100354426-100354632,miR-654-5p
chr10:100354426-100354632,miR-662
chr10:100354426-100354632,miR-6718-5p
chr10:100354426-100354632,miR-6756-3p
chr10:100354426-100354632,miR-6761-5p
chr10:100354426-100354632,miR-6769a-5p
chr10:100354426-100354632,miR-6769a-5p
chr10:100354426-100354632,miR-6769b-5p
chr10:100354426-100354632,miR-6769b-5p
chr10:100354426-100354632,miR-6772-5p
chr10:100354426-100354632,miR-6776-5p
chr10:100354426-100354632,miR-6778-5p
chr10:100354426-100354632,miR-6780a-3p
chr10:100354426-100354632,miR-6786-5p
chr10:100354426-100354632,miR-6787-3p
chr10:100354426-100354632,miR-6801-5p
chr10:100354426-100354632,miR-6806-3p
chr10:100354426-100354632,miR-6839-5p
chr10:100354426-100354632,miR-6844
chr10:100354426-100354632,miR-6847-5p
chr10:100354426-100354632,miR-6860
chr10:100354426-100354632,miR-6866-5p
chr10:100354426-100354632,miR-6882-5p
chr10:100354426-100354632,miR-708-3p
chr10:100354426-100354632,miR-708-5p
chr10:100354426-100354632,miR-7157-5p
chr10:100354426-100354632,miR-7160-5p
chr10:100354426-100354632,miR-7161-3p
chr10:100354426-100354632,miR-764
chr10:100354426-100354632,miR-766-5p
chr10:100354426-100354632,miR-7978
chr10:100354426-100354632,miR-8058
chr10:100354426-100354632,miR-8067
chr10:100354426-100354632,miR-8077
chr10:100354426-100354632,miR-8087
chr10:100354426-100354632,miR-873-3p
chr10:100354426-100354632,miR-876-3p
chr10:100354426-100354632,miR-92a-2-5p
chr10:100354426-100354632,miR-92a-2-5p
chr10:100354426-100354632,miR-942-5p
chr10:100354426-100354632,miR-99-5p
chr10:127175211-127177139,miR-103a-3p
chr10:127175211-127177139,miR-105-3p
chr10:127175211-127177139,miR-107
chr10:127175211-127177139,miR-1178-3p
chr10:127175211-127177139,miR-1184
chr10:127175211-127177139,miR-1204
chr10:127175211-127177139,miR-1205
chr10:127175211-127177139,miR-1206
chr10:127175211-127177139,miR-1207-3p
chr10:127175211-127177139,miR-1226-5p
chr10:127175211-127177139,miR-1233-3p
chr10:127175211-127177139,miR-1233-5p
chr10:127175211-127177139,miR-1236-3p
chr10:127175211-127177139,miR-1238-3p
chr10:127175211-127177139,miR-124-5p
chr10:127175211-127177139,miR-1246
chr10:127175211-127177139,miR-1255b-2-3p
chr10:127175211-127177139,miR-1256
chr10:127175211-127177139,miR-125a-3p
chr10:127175211-127177139,miR-1270
chr10:127175211-127177139,miR-1271-3p
chr10:127175211-127177139,miR-1273d
chr10:127175211-127177139,miR-1273h-5p
chr10:127175211-127177139,miR-128-3p
chr10:127175211-127177139,miR-1283
chr10:127175211-127177139,miR-1286
chr10:127175211-127177139,miR-129-3p
chr10:127175211-127177139,miR-129-3p 
chr10:127175211-127177139,miR-129-5p
chr10:127175211-127177139,miR-1291
chr10:127175211-127177139,miR-1292-5p
chr10:127175211-127177139,miR-1293
chr10:127175211-127177139,miR-1306-3p
chr10:127175211-127177139,miR-1307-3p
chr10:127175211-127177139,miR-130b-5p
chr10:127175211-127177139,miR-133a-5p
chr10:127175211-127177139,miR-134-3p
chr10:127175211-127177139,miR-1343-3p
chr10:127175211-127177139,miR-136-5p
chr10:127175211-127177139,miR-143-5p
chr10:127175211-127177139,miR-146-5p
chr10:127175211-127177139,miR-1468-5p
chr10:127175211-127177139,miR-1470
chr10:127175211-127177139,miR-147a
chr10:127175211-127177139,miR-148a-5p
chr10:127175211-127177139,miR-151a-5p
chr10:127175211-127177139,miR-151b
chr10:127175211-127177139,miR-152-5p
chr10:127175211-127177139,miR-1537-3p
chr10:127175211-127177139,miR-1538
chr10:127175211-127177139,miR-15a-3p
chr10:127175211-127177139,miR-1827
chr10:127175211-127177139,miR-185-3p
chr10:127175211-127177139,miR-185-5p
chr10:127175211-127177139,miR-185-5p
chr10:127175211-127177139,miR-186-3p
chr10:127175211-127177139,miR-187-3p
chr10:127175211-127177139,miR-18a-3p
